3612300,2012,29,64,258580,8917
298800,2012,1890,43,10646823,5633
4163700,2012,25,100,56210,2248
4130800,2012,23,45,103500,4500
2541900,2012,82,50,300500,3665
163800,2012,762,12,2198029,2885
2137100,2012,169,91,1075000,6361
345900,2012,2460,61,16240819,6602
2052200,2012,1100,44,6900936,6274
163900,2012,452,83,2719977,6018
539000,2012,1701,52,7520539,4421
1218700,2012,13,54,58846,4527
798700,2012,205,13,1378267,6723
3027200,2012,138,95,562405,4075
4003300,2012,265,73,2081086,7853
621401,2012,4,50,38000,9500
621402,2012,11,52,73174,6652
621403,2012,139,52,1264895,9100
354900,2012,6251,34,12448283,1991
259700,2012,1739,82,15723003,9041
331500,2012,6220,67,39178329,6299
3783300,2012,188,96,658000,3500
3422601,2012,353,98,1859632,5268
3422501,2012,248,96,1591117,6416
3525300,2012,306,93,2949182,9638
3294301,2012,339,98,1786000,5268
3422600,2012,216,96,1557660,7211
3294300,2012,670,60,3115413,4650
3422500,2012,409,97,2669836,6528
552300,2012,51,85,394331,7732
239800,2012,385,71,1230113,3195
318600,2012,712,26,4779025,6712
3957300,2012,1592,37,9465171,5945
968400,2012,195,8,1128161,5785
681900,2012,922,19,5226005,5668
3925300,2012,177,75,1292877,7304
3704300,2012,60,59,441937,7366
370300,2012,556,73,5597486,10067
380900,2012,1725,89,9176992,5320
524400,2012,6759,48,38089124,5635
301600,2012,885,79,7196419,8132
342100,2012,1160,38,8081486,6967
4172800,2012,74,57,481498,6507
2234500,2012,128,60,476243,3721
161600,2012,9741,56,75242028,7724
3763400,2012,126,48,841181,6676
1004300,2012,217,89,1359250,6264
2358500,2012,27,55,235329,8716
1302900,2012,90,7,212734,2364
2055400,2012,2815,40,10398166,3694
396600,2012,426,79,3174514,7452
3248300,2012,74,70,644431,8709
212800,2012,4031,42,23044134,5717
213000,2012,8035,44,57227417,7122
203800,2012,357,20,2017306,5651
206200,2012,3082,69,21898741,7105
301801,2012,1283,53,9410879,7335
301800,2012,10291,68,70242698,6826
972100,2012,464,95,2635872,5681
485300,2012,559,93,3737211,6686
164100,2012,3603,73,23687115,6574
2106800,2012,99,11,539945,5454
213300,2012,1803,51,12079989,6700
4161800,2012,1925,56,18574450,9649
4128800,2012,46,87,253091,5502
2074005,2012,468,75,2595948,5547
2074004,2012,1098,68,5233139,4766
2074000,2012,681,68,4232456,6215
1085101,2012,337,65,1764180,5235
1085102,2012,238,67,1358131,5706
1085100,2012,166,60,953964,5747
