OPEID,InstitutionName,PublicPrivate
402600,Tennessee College of Applied Technology-Crossville,private
535700,Tennessee College of Applied Technology-Crump,private
778200,Tennessee College of Applied Technology-Dickson,private
528100,Tennessee College of Applied Technology-Elizabethton,private
1032600,Tennessee College of Applied Technology-Harriman,private
528200,Tennessee College of Applied Technology-Hartsville,private
535600,Tennessee College of Applied Technology-Hohenwald,private
1070000,Tennessee College of Applied Technology-Jacksboro,private
535400,Tennessee College of Applied Technology-Jackson,private
402500,Tennessee College of Applied Technology-Knoxville,private
535300,Tennessee College of Applied Technology-Livingston,private
535200,Tennessee College of Applied Technology-McKenzie,private
530700,Tennessee College of Applied Technology-McMinnville,private
536000,Tennessee College of Applied Technology-Memphis,private
535100,Tennessee College of Applied Technology-Morristown,private
2103500,Tennessee College of Applied Technology-Murfreesboro,private
528300,Tennessee College of Applied Technology-Newbern,private
971000,Tennessee College of Applied Technology-Oneida-Huntsville,private
2237900,Tennessee College of Applied Technology-Paris,private
946400,Tennessee College of Applied Technology-Pulaski,private
1216400,Tennessee College of Applied Technology-Ripley,private
537900,Tennessee College of Applied Technology-Shelbyville,private
2092800,Tennessee College of Applied Technology-Whiteville,private
956700,Tennessee School of Beauty of Knoxville Inc,private
352200,Tennessee State University,public
352300,Tennessee Technological University,public
352400,Tennessee Temple University,private
352500,Tennessee Wesleyan College,private
827800,Terra State Community College,public
545200,Teterboro School of Aeronautics,private
362800,Texarkana College,public
965100,Texas A & M International University,public
NULL,Texas A & M University-Central Texas,NULL
363200,Texas A & M University-College Station,public
356500,Texas A & M University-Commerce,public
1116100,Texas A & M University-Corpus Christi,public
363900,Texas A & M University-Kingsville,public
003632A1  ,Texas A & M University-System Office,NULL
3170300,Texas A & M University-Texarkana,NULL
NULL,Texas A&M University-San Antonio,NULL
2568100,Texas Barber Colleges and Hairstyling Schools,private
NULL,Texas Beauty College,NULL
363500,Texas Chiropractic College Foundation Inc,NULL
363600,Texas Christian University,private
363800,Texas College,private
3025000,Texas College of Cosmetology-Abilene,private
NULL,Texas College of Cosmetology-Lubbock,NULL
3104700,Texas College of Cosmetology-San Angelo,private
3579300,Texas County Technical College,private
3179500,Texas Health and Science University,NULL
3987300,Texas Health School,private
364100,Texas Lutheran University,private
364200,Texas Southern University,public
NULL,Texas State Technical College,NULL
922500,Texas State Technical College-Harlingen,public
3396500,Texas State Technical College-Marshall,public
003634A1  ,Texas State Technical College-System,NULL
363400,Texas State Technical College-Waco,public
993200,Texas State Technical College-West Texas,public
361500,Texas State University,public
364400,Texas Tech University,public
1067400,Texas Tech University Health Sciences Center,NULL
003644A1  ,Texas Tech University System Administration,NULL
364500,Texas Wesleyan University,private
364600,Texas Woman's University,public
791200,Thaddeus Stevens College of Technology,public
2236400,Thanh Le College School of Cosmetology,private
2251600,The Academy of Hair Design Six,private
2342400,The Academy of Radio and TV Broadcasting,private
NULL,The Academy Waukesha,NULL
2171900,The Ailey School,private
927000,The Art Institute of Atlanta,private
2117102,The Art Institute of Austin,private
009270A1  ,The Art Institute of Charleston,private
2110500,The Art Institute of Charlotte,private
2128600,The Art Institute of Cincinnati-AIC College of Design,private
2078900,The Art Institute of Colorado,private
1019500,The Art Institute of Fort Lauderdale,private
2117100,The Art Institute of Houston,private
3084601,The Art Institute of Indianapolis,private
3084600,The Art Institute of Las Vegas,private
1258405,The Art Institute of Michigan,private
2525600,The Art Institute of New York City,private
1258406,The Art Institute of Ohio-Cincinnati,private
835000,The Art Institute of Philadelphia,private
4051300,The Art Institute of Phoenix,private
747000,The Art Institute of Pittsburgh,private
007470A1  ,The Art Institute of Pittsburgh-Online Division,private
781900,The Art Institute of Portland,private
021105A1  ,The Art Institute of Raleigh-Durham,private
3084602,The Art Institute of Salt Lake City,private
NULL,The Art Institute of San Antonio,NULL
2291300,The Art Institute of Seattle,private
NULL,The Art Institute of St Louis,NULL
007236A1  ,The Art Institute of Tennessee-Nashville,private
3740500,The Art Institute of Tucson,private
NULL,The Art Institute of Virginia Beach,NULL
927002,The Art Institute of Washington,private
NULL,The Art Institute of Washington-Dulles,NULL
NULL,The Art Institute of Wisconsin,NULL
1024800,The Art Institutes International-Minnesota,private
010248A1  ,The Art Institutes International_研Kansas City,private
2557800,The Art Institutes of York-PA,private
NULL,The Artisan College of Cosmetology,NULL
2159600,The Baptist College of Florida,private
NULL,The Barber School,NULL
3801400,The Beauty Institute,private
2319801,The Beauty Institute Schwarzkopf Professional - Boise,private
2319800,The Beauty Institute Schwarzkopf Professional - Coeur D'Alene,private
NULL,The Beauty Institute-Schwarzkopf Professional-Bellingham,NULL
NULL,The Beauty School,NULL
212900,The Boston Conservatory,private
113400,The California Maritime Academy,public
2339800,The Center for Cosmetology Education,private
2155300,The Chicago School of Professional Psychology at Chicago,NULL
NULL,The Chicago School of Professional Psychology at Irvine,NULL
NULL,The Chicago School of Professional Psychology at Los Angeles,NULL
NULL,The Chicago School of Professional Psychology at Washington DC,NULL
NULL,The Chicago School of Professional Psychology at Xavier University of Louisiana,NULL
648900,The Christ College of Nursing and Health Sciences,NULL
NULL,The Chrysm Insitute of Esthetics,NULL
NULL,The Collective School Of Music,NULL
3426300,The College of Health Care Professions-Austin,private
NULL,The College of Health Care Professions-Dallas,NULL
NULL,The College of Health Care Professions-Fort Worth,NULL
3128102,The College of Health Care Professions-San Antonio,private
3128101,The College of Health Care Professions-Southwest Houston,private
161700,The College of Idaho,private
264200,The College of New Jersey,public
270400,The College of New Rochelle,private
270500,The College of Saint Rose,private
234300,The College of Saint Scholastica,private
520800,The College of Westchester,private
303700,The College of Wooster,private
2269700,The Colorlab Academy of Hair,private
NULL,The Commonwealth Medical College,NULL
206300,The Community College of Baltimore County,public
3164300,The Creative Center,private
2285500,The Creative Circus,private
3413400,The English Center,private
815500,The Evergreen State College,public
272600,The General Theological Seminary,NULL
4139400,The Hair Academy,private
NULL,The Hair Design School-Charlotte,NULL
NULL,The Hair Design School-E Greensboro,NULL
NULL,The Hair Design School-N Memphis,NULL
NULL,The Hair Design School-S Memphis,NULL
NULL,The Hair Design School-Winston-Salem,NULL
NULL,The Healthcare Institute,NULL
1258400,The Illinois Institute of Art-Chicago,private
1258401,The Illinois Institute of Art-Schaumburg,private
3808300,The Institute of Beauty and Wellness,private
2575400,The International Culinary Center,private
169800,The John Marshall Law School,NULL
274200,The Juilliard School,private
3516300,The King's University,private
4095300,The King_验s College,private
2361300,The Landing School,private
122000,The Master's College and Seminary,private
3361300,The Medical Arts School,private
219400,The New England Conservatory of Music,private
748600,The New England Institute of Art,private
2066200,The New School,private
3068202,The Ohio Media School-Columbus,private
2192800,The Restaurant School at Walnut Hill College,private
4094300,The Robert B Miller College,NULL
281000,The Sage Colleges,private
895500,The Salon Professional Academy-Altoona,private
NULL,The Salon Professional Academy-Anderson,NULL
4138200,The Salon Professional Academy-Appleton,private
NULL,The Salon Professional Academy-Colorado Springs,NULL
3220300,The Salon Professional Academy-Eau Claire,private
NULL,The Salon Professional Academy-Evansville,NULL
4031300,The Salon Professional Academy-Fargo,private
NULL,The Salon Professional Academy-Ft Myers,NULL
2165200,The Salon Professional Academy-Grand Junction,private
NULL,The Salon Professional Academy-Huntsville,NULL
NULL,The Salon Professional Academy-Iowa City,NULL
NULL,The Salon Professional Academy-Kenosha,NULL
NULL,The Salon Professional Academy-Kokomo,NULL
NULL,The Salon Professional Academy-Lewisville,NULL
2612700,The Salon Professional Academy-Melbourne,private
NULL,The Salon Professional Academy-Nashville,NULL
NULL,The Salon Professional Academy-North Little Rock,NULL
NULL,The Salon Professional Academy-Onalaska,NULL
NULL,The Salon Professional Academy-San Jose,NULL
NULL,The Salon Professional Academy-Shorewood,NULL
NULL,The Salon Professional Academy-South Plainfield,NULL
NULL,The Salon Professional Academy-St Charles,NULL
NULL,The Salon Professional Academy-Tonawanda,NULL
4138400,The Salon Spa Academy,private
466603,The Salter School-Malden Campus,private
466602,The Salter School-Tewksbury Campus,private
2314000,The School of Hairstyling,private
3466400,The Seattle School of Theology & Psychology,NULL
953100,The Spa School,private
NULL,The Temple Annapolis-A Paul Mitchell Partner School,NULL
NULL,The Temple-A Paul Mitchell Partner School,private
NULL,The Training Domain,NULL
NULL,The University of Aesthetics & Cosmetology,private
105100,The University of Alabama,public
304500,The University of Findlay,private
253600,The University of Montana,public
253700,The University of Montana-Western,public
153800,The University of Tampa,private
352900,The University of Tennessee-Chattanooga,public
NULL,The University of Tennessee-Health Science Center,NULL
353000,The University of Tennessee-Knoxville,public
353100,The University of Tennessee-Martin,public
365600,The University of Texas at Arlington,public
365800,The University of Texas at Austin,public
3064600,The University of Texas at Brownsville,public
974100,The University of Texas at Dallas,public
366100,The University of Texas at El Paso,public
1011500,The University of Texas at San Antonio,public
1116300,The University of Texas at Tyler,public
495100,The University of Texas Health Science Center at Houston,NULL
365900,The University of Texas Health Science Center at San Antonio,public
2555400,The University of Texas MD Anderson Cancer Center,NULL
495200,The University of Texas Medical Branch,NULL
993000,The University of Texas of the Permian Basin,public
359900,The University of Texas Rio Grande Valley,public
365500,The University of Texas System Office,NULL
335000,The University of the Arts,private
374700,The University of Virginia's College at Wise,public
395500,The University of West Florida,public
NULL,The Vocational Nursing Institute Inc,NULL
884600,The Wright Institute,NULL
NULL,Theatre of Arts,NULL
-2,Theological Seminary of the Reformed Episcopal Church,NULL
337600,Thiel College,private
2358000,Thomas Aquinas College,private
205200,Thomas College,private
2192200,Thomas Edison State University,NULL
1085400,Thomas Jefferson School of Law,NULL
1239300,Thomas Jefferson University,NULL
200100,Thomas More College,private
3043100,Thomas More College of Liberal Arts,private
687100,Thomas Nelson Community College,public
155500,Thomas University,private
471300,Three Rivers Community College,public
976500,Three Rivers Community College,public
107000,Thunderbird School of Global Management,NULL
4004300,Thuy Princess Beauty College,private
371200,Tidewater Community College,public
2320900,Tidewater Tech-Trades,private
966000,Tiffin Academy of Hair Design,private
312100,Tiffin University,private
321311,Tillamook Bay Community College,public
NULL,Tint School of Makeup & Cosmetology-Seattle,NULL
3035200,Tint School of Makeup and Cosmetology-Dallas,private
NULL,Tint School of Makeup and Cosmetology-Grand Prairie,NULL
1293200,Tint School of Makeup and Cosmetology-Irving,private
159600,Toccoa Falls College,private
3784400,Tohono O'Odham Community College,NULL
2315500,Toledo Academy of Beauty Culture-East,private
813200,Toledo Public Schools Adult and Continuing Education,private
-2,Toledo Restaurant Training Center,NULL
1082600,Tom P Haney Technical Center,private
NULL,Tomorrow's Image Barber Academy of Virginia,NULL
678800,Tompkins Cortland Community College,public
NULL,Toni & Guy Hairdressing Academy-Albuquerque,NULL
2144000,Toni & Guy Hairdressing Academy-Allentown,private
2206200,Toni & Guy Hairdressing Academy-Ambler,private
2321400,Toni & Guy Hairdressing Academy-Atlanta,private
3670300,Toni & Guy Hairdressing Academy-Colorado Springs,private
NULL,Toni & Guy Hairdressing Academy-Cranston,private
910400,Toni & Guy Hairdressing Academy-Jacksonville,private
NULL,Toni & Guy Hairdressing Academy-Manteca,NULL
NULL,Toni & Guy Hairdressing Academy-Modesto,NULL
3371300,Toni & Guy Hairdressing Academy-Plano,private
2255400,Toni & Guy Hairdressing Academy-Santa Monica,private
1249600,Toni & Guy Hairdressing Academy-Shoreline,private
3240300,Toni & Guy Hairdressing Academy-Worcester,private
NULL,Top Nails & Hair Beauty School,NULL
2191600,Torah Temimah Talmudical Seminary,private
3932500,Total Cosmetology Training Center,private
NULL,Total Image Beauty Academy,private
3607400,Total Look School of Cosmetology & Massage Therapy,private
NULL,Total Transformation Institute of Cosmetology,NULL
243900,Tougaloo College,private
1014200,Touro College,private
NULL,Touro University California,NULL
NULL,Touro University Nevada,NULL
NULL,Touro University Worldwide,NULL
209900,Towson University,public
NULL,Tramy Beauty School,NULL
NULL,Transformed Barber and Cosmetology Academy,NULL
198700,Transylvania University,private
3017800,Travel Institute of the Pacific,private
560800,Traviss Career Center,public
3263300,Traxlers School of Hair,private
322100,Treasure Valley Community College,public
NULL,Trend Barber College,NULL
3714300,Trend Barber College,private
2251502,Trend Setters' Academy of Beauty Culture-Elizabethtown,private
2251500,Trend Setters' Academy of Beauty Culture-Louisville,private
NULL,Trend Setters' Academy of Beauty Culture-Louisville,NULL
4029300,Trendsetters School of Beauty & Barbering,private
NULL,Trenz Beauty Academy,NULL
352600,Trevecca Nazarene University,private
NULL,Tri County Regional Vocational Technical High School,NULL
2168100,Tri-County Adult Career Center,private
1069500,Tri-County Beauty Academy,private
943000,Tri-County Community College,public
492600,Tri-County Technical College,public
2304700,Tri-Rivers Career Center,private
3475400,Tri-State Bible College,private
2546000,Tri-State College of Acupuncture,NULL
2224600,Tri-State Cosmetology Institute,private
NULL,Tri-State Institute of Hair Design,NULL
2129003,Triangle Tech Inc-Bethlehem,private
2174400,Triangle Tech Inc-Dubois,private
2090200,Triangle Tech Inc-Erie,private
2129000,Triangle Tech Inc-Greensburg,private
783900,Triangle Tech Inc-Pittsburgh,private
2174401,Triangle Tech Inc-Sunbury,private
NULL,Tribeca Flashpoint College,NULL
NULL,Tricoci University of Beauty Culture-Bridgeview,private
NULL,Tricoci University of Beauty Culture-Chicago NE,NULL
NULL,Tricoci University of Beauty Culture-Chicago NW,private
2317300,Tricoci University of Beauty Culture-Danville,private
NULL,Tricoci University of Beauty Culture-Elgin,NULL
NULL,Tricoci University of Beauty Culture-Glendale Heights,private
1150500,Tricoci University of Beauty Culture-Highland,private
4130900,Tricoci University of Beauty Culture-Indianapolis,private
1040900,Tricoci University of Beauty Culture-Lafayette,private
NULL,Tricoci University of Beauty Culture-Libertyville,private
NULL,Tricoci University of Beauty Culture-Peoria,private
NULL,Tricoci University of Beauty Culture-Rockford,private
2317302,Tricoci University of Beauty Culture-Urbana,private
2607000,Tricoci University of Beauty Cuture LLC-Bloomington,private
492000,Trident Technical College,public
4127900,Trident University International,NULL
183900,Trine University,private
NULL,Trine University-Arizona Regional Campus,NULL
183901,Trine University-Regional/Non-Traditional Campuses,private
136800,Trinidad State Junior College,public
3101900,Trinity Baptist College,private
1205900,Trinity Bible College,private
177100,Trinity Christian College,private
141400,Trinity College,private
3028200,Trinity College of Florida,private
622500,Trinity College of Nursing & Health Sciences,private
3115900,Trinity College of Puerto Rico,private
2299300,Trinity Episcopal School for Ministry,NULL
650700,Trinity Health System School of Nursing,NULL
177201,Trinity International University-Florida,NULL
177200,Trinity International University-Illinois,private
177212,Trinity Law School,NULL
2106700,Trinity Lutheran College,private
304400,Trinity Lutheran Seminary,NULL
NULL,Trinity School of Health and Allied Sciences,NULL
364700,Trinity University,private
357200,Trinity Valley Community College,public
146000,Trinity Washington University,private
177300,Triton College,public
281200,Trocaire College,private
104700,Troy University,public
2107700,Truckee Meadows Community College,public
159700,Truett-McConnell College,private
249500,Truman State University,public
2054300,Trumbull Business College,private
2586400,Trumbull Career & Technical Center,private
446700,Tucson College,private
4059300,Tucson College of Beauty,private
221900,Tufts University,private
202900,Tulane University of Louisiana,private
976300,Tulsa Community College,public
531103,Tulsa Technology Center-Broken Arrow Campus,private
531100,Tulsa Technology Center-Lemley Campus,private
NULL,Tulsa Technology Center-Owasso Campus,NULL
531104,Tulsa Technology Center-Peoria Campus,private
531102,Tulsa Technology Center-Riverside Campus,private
NULL,Tulsa Technology Center-Sand Springs Campus,NULL
NULL,Tulsa Welding School-Houston,NULL
961802,Tulsa Welding School-Jacksonville,private
NULL,Tulsa Welding School-Jacksonville,NULL
961800,Tulsa Welding School-Tulsa,private
NULL,Tulsa Welding School-Tulsa,NULL
976400,Tunxis Community College,public
3814300,Turning Point Beauty College,private
2301100,Turtle Mountain Community College,private
352700,Tusculum College,private
105000,Tuskegee University,private
3075200,Twin City Beauty College,private
364800,Tyler Junior College,public
3051500,U S Grant Joint Vocational School,public
NULL,UEI College-Bakersfield,NULL
3113300,UEI College-Fresno,private
3969600,UEI College-Gardena,private
NULL,UEI College-Riverside,NULL
1116500,Uintah Basin Applied Technology College,private
NULL,Ukiah Adult School,NULL
2173900,Ulster BOCES School of Practical Nursing,private
288000,Ulster County Community College,public
3549300,Ultimate Medical Academy-Clearwater,private
3549301,Ultimate Medical Academy-Tampa,private
322200,Umpqua Community College,public
3216300,Unification Theological Seminary,NULL
NULL,Unilatina International College,NULL
198800,Union College,private
288900,Union College,private
256300,Union College,private
264300,Union County College,public
NULL,Union County Vocational Technical School,NULL
3881300,Union Graduate College,NULL
1092300,Union Institute & University,private
374300,Union Presbyterian Seminary,NULL
289000,Union Theological Seminary in the City of New York,NULL
352800,Union University,private
NULL,Unitech Training Academy-Alexandria,NULL
037893A2  ,Unitech Training Academy-Houma,private
3789300,Unitech Training Academy-Lafayette,private
NULL,Unitech Training Academy-Lake Charles,NULL
NULL,Unitech Training Academy-Metairie,NULL
037893A1  ,Unitech Training Academy-West Monroe,private
NULL,United Beauty College,NULL
NULL,United Education Institute-Anaheim,NULL
NULL,United Education Institute-Chula Vista,NULL
NULL,United Education Institute-El Monte,NULL
NULL,United Education Institute-Encino,NULL
2559300,United Education Institute-Huntington Park Campus,private
NULL,United Education Institute-Morrow,NULL
NULL,United Education Institute-Ontario,NULL
NULL,United Education Institute-UEI College San Marcos,NULL
NULL,United Education Institute-UEI College Stockton,NULL
NULL,United Healthcare Careers College,NULL
289200,United States Merchant Marine Academy,public
2170600,United States Sports Academy,NULL
4005300,United States University,NULL
1118900,United Talmudical Seminary,private
2068000,United Technical Center,public
312200,United Theological Seminary,NULL
238600,United Theological Seminary of the Twin Cities,NULL
2242900,United Tribes Technical College,private
NULL,Unitek College,NULL
NULL,Unitek College,NULL
NULL,Unitek College,NULL
685800,Unity College,private
NULL,Unity Cosmetology College,NULL
626700,UnityPoint Health-Des Moines School of Radiologic Technology,private
3856300,Universal Career School,private
1244601,Universal College of Beauty Inc-Los Angeles 1,private
1244600,Universal College of Beauty Inc-Los Angeles 2,private
3821400,Universal College of Healing Arts,private
NULL,Universal Spa Training Academy,NULL
NULL,Universal Technical Institute - Dallas Fort Worth,NULL
822100,Universal Technical Institute of Arizona Inc,private
2100500,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,private
822103,Universal Technical Institute of California Inc,private
822101,Universal Technical Institute of Illinois Inc,private
822105,Universal Technical Institute of Massachusetts Inc,private
2100505,Universal Technical Institute of Northern California Inc,private
2362002,Universal Technical Institute of Pennsylvania Inc,private
2362000,Universal Technical Institute of Texas Inc.,private
2100502,Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,private
NULL,Universal Technical Institute-Southern California,NULL
3029700,Universal Technology College of Puerto Rico,private
3430300,Universal Therapeutic Massage Institute,private
NULL,Universal Training Institute,NULL
501900,Universidad Adventista de las Antillas,private
502200,Universidad Central de Bayamon,private
2163300,Universidad Central Del Caribe,private
394100,Universidad Del Este,private
393700,Universidad del Sagrado Corazon,private
1171900,Universidad Del Turabo,private
2587500,Universidad Metropolitana,private
3531300,Universidad Pentecostal Mizpa,private
2100000,Universidad Politecnica de Puerto Rico,private
2335500,Universidad Teologica del Caribe,private
NULL,University Academy of Hair Design,NULL
283700,University at Buffalo,public
2559000,University of Advancing Technology,private
NULL,University of Aesthetics-Chicago,private
312300,University of Akron Main Campus,public
312301,University of Akron Wayne College,public
105200,University of Alabama at Birmingham,public
105500,University of Alabama in Huntsville,public
001055A1  ,University of Alabama System Office,NULL
1146200,University of Alaska Anchorage,public
106300,University of Alaska Fairbanks,public
106500,University of Alaska Southeast,public
001063A1  ,University of Alaska System of Higher Education,NULL
3427500,University of Antelope Valley,private
108300,University of Arizona,public
NULL,University of Arizona-South,NULL
110800,University of Arkansas,public
110100,University of Arkansas at Little Rock,public
108500,University of Arkansas at Monticello,public
108600,University of Arkansas at Pine Bluff,public
NULL,University of Arkansas Community College at Hope-Texarkana,NULL
2073500,University of Arkansas Community College-Batesville,public
573200,University of Arkansas Community College-Hope,public
524500,University of Arkansas Community College-Morrilton,public
110900,University of Arkansas for Medical Sciences,NULL
001101A1  ,University of Arkansas System Office,NULL
111000,University of Arkansas-Fort Smith,public
210200,University of Baltimore,public
141600,University of Bridgeport,private
131200,University of California-Berkeley,public
131300,University of California-Davis,public
394700,University of California-Hastings College of Law,NULL
131400,University of California-Irvine,public
131500,University of California-Los Angeles,public
4127100,University of California-Merced,public
131600,University of California-Riverside,public
131700,University of California-San Diego,public
131900,University of California-San Francisco,NULL
132000,University of California-Santa Barbara,public
132100,University of California-Santa Cruz,public
131100,University of California-System Administration Central Office,NULL
109200,University of Central Arkansas,public
395400,University of Central Florida,public
245400,University of Central Missouri,public
315200,University of Central Oklahoma,public
381800,University of Charleston,private
177400,University of Chicago,private
312502,University of Cincinnati-Blue Ash College,public
312501,University of Cincinnati-Clermont College,public
312500,University of Cincinnati-Main Campus,public
137000,University of Colorado Boulder,public
450900,University of Colorado Colorado Springs,public
450800,University of Colorado Denver/Anschutz Medical Campus,public
001370A1  ,University of Colorado System Office,NULL
141700,University of Connecticut,public
141705,University of Connecticut-Avery Point,public
141702,University of Connecticut-Stamford,public
141701,University of Connecticut-Tri-Campus,public
2285901,University of Cosmetology Arts & Sciences-Harlingen,private
NULL,University of Cosmetology Arts & Sciences-La Joya,NULL
2285900,University of Cosmetology Arts & Sciences-McAllen,private
3011800,University of Cosmetology Arts & Sciences-San Antonio Jamar,private
2326000,University of Cosmetology Arts & Sciences-San Antonio Perrin,private
365100,University of Dallas,private
312700,University of Dayton,private
143100,University of Delaware,public
137100,University of Denver,private
232300,University of Detroit Mercy,private
189100,University of Dubuque,private
3995300,University of East-West Medicine,NULL
179500,University of Evansville,private
153500,University of Florida,public
NULL,University of Florida-Online,NULL
NULL,University of Fort Lauderdale,NULL
159800,University of Georgia,public
252700,University of Great Falls,private
393500,University of Guam,public
142200,University of Hartford,private
161100,University of Hawaii at Hilo,public
161000,University of Hawaii at Manoa,public
161500,University of Hawaii Maui College,public
001610A1  ,University of Hawaii System Office,NULL
2107800,University of Hawaii-West Oahu,public
202300,University of Holy Cross,private
365200,University of Houston,public
1171100,University of Houston-Clear Lake,NULL
361200,University of Houston-Downtown,public
003652A1  ,University of Houston-System Administration,NULL
1323100,University of Houston-Victoria,NULL
162600,University of Idaho,public
177600,University of Illinois at Chicago,public
933300,University of Illinois at Springfield,public
177500,University of Illinois at Urbana-Champaign,public
800100,University of Illinois University Administration,NULL
180400,University of Indianapolis,private
189200,University of Iowa,public
299000,University of Jamestown,private
194800,University of Kansas,public
198900,University of Kentucky,public
121600,University of La Verne,private
203100,University of Louisiana at Lafayette,public
202000,University of Louisiana at Monroe,public
002011A2  ,University of Louisiana-System Administration,NULL
199900,University of Louisville,public
205300,University of Maine,public
676000,University of Maine at Augusta,public
204000,University of Maine at Farmington,public
204100,University of Maine at Fort Kent,public
205500,University of Maine at Machias,public
203300,University of Maine at Presque Isle,public
801200,University of Maine-System Central Office,NULL
NULL,University of Management and Technology,NULL
299200,University of Mary,private
358800,University of Mary Hardin-Baylor,private
374600,University of Mary Washington,public
210600,University of Maryland Eastern Shore,public
210400,University of Maryland  Baltimore,NULL
210500,University of Maryland-Baltimore County,public
210300,University of Maryland-College Park,public
1164400,University of Maryland-University College,public
975600,University of Massachusetts Medical School Worcester,NULL
222100,University of Massachusetts-Amherst,public
222200,University of Massachusetts-Boston,public
801700,University of Massachusetts-Central Office,NULL
221000,University of Massachusetts-Dartmouth,public
216100,University of Massachusetts-Lowell,public
350900,University of Memphis,public
153600,University of Miami,private
232500,University of Michigan-Ann Arbor,public
232600,University of Michigan-Dearborn,public
232700,University of Michigan-Flint,public
406900,University of Minnesota-Crookston,public
238800,University of Minnesota-Duluth,public
238900,University of Minnesota-Morris,public
NULL,University of Minnesota-Rochester,NULL
396900,University of Minnesota-Twin Cities,public
244000,University of Mississippi,public
251600,University of Missouri-Columbia,public
251800,University of Missouri-Kansas City,public
251900,University of Missouri-St Louis,public
251500,University of Missouri-System Office,NULL
102900,University of Mobile,private
100400,University of Montevallo,public
294900,University of Mount Olive,private
308300,University of Mount Union,private
255100,University of Nebraska at Kearney,public
255400,University of Nebraska at Omaha,public
689500,University of Nebraska Medical Center,NULL
802500,University of Nebraska-Central Administration System Office,NULL
256500,University of Nebraska-Lincoln,public
256900,University of Nevada-Las Vegas,public
256800,University of Nevada-Reno,public
205000,University of New England,private
258901,University of New Hampshire at Manchester,public
258900,University of New Hampshire-Main Campus,public
2097900,University of New Hampshire-School of Law,NULL
139700,University of New Haven,private
266301,University of New Mexico-Gallup Campus,public
266303,University of New Mexico-Los Alamos Campus,public
266300,University of New Mexico-Main Campus,public
266304,University of New Mexico-Taos Campus,public
266302,University of New Mexico-Valencia County Campus,public
201500,University of New Orleans,public
101600,University of North Alabama,public
290700,University of North Carolina at Asheville,public
297400,University of North Carolina at Chapel Hill,public
297500,University of North Carolina at Charlotte,public
297600,University of North Carolina at Greensboro,public
295400,University of North Carolina at Pembroke,public
002974A1  ,University of North Carolina General Administration,NULL
398100,University of North Carolina School of the Arts,public
298400,University of North Carolina Wilmington,public
300500,University of North Dakota,public
984100,University of North Florida,public
NULL,University of North Georgia,NULL
359400,University of North Texas,public
976800,University of North Texas Health Science Center,NULL
003594A1  ,University of North Texas System,NULL
134900,University of Northern Colorado,public
189000,University of Northern Iowa,public
486100,University of Northwestern Ohio,private
237100,University of Northwestern-St Paul,private
184000,University of Notre Dame,private
318401,University of Oklahoma-Health Sciences Center,NULL
318400,University of Oklahoma-Norman Campus,public
322300,University of Oregon,public
337800,University of Pennsylvania,private
020988F8  ,University of Phoenix-Alabama,private
NULL,University of Phoenix-Arizona,NULL
NULL,University of Phoenix-Arkansas,NULL
NULL,University of Phoenix-California,NULL
NULL,University of Phoenix-Colorado,NULL
020988F5  ,University of Phoenix-Connecticut,NULL
NULL,University of Phoenix-Florida,NULL
NULL,University of Phoenix-Georgia,NULL
2098825,University of Phoenix-Hawaii,private
020988B9  ,University of Phoenix-Idaho,private
020988C3  ,University of Phoenix-Illinois,private
020988C9  ,University of Phoenix-Indiana,private
2.10E+08,University of Phoenix-Iowa,NULL
020988D9  ,University of Phoenix-Kentucky,private
NULL,University of Phoenix-Louisiana,NULL
020988A6  ,University of Phoenix-Maryland,private
020988B6  ,University of Phoenix-Massachusetts,private
NULL,University of Phoenix-Michigan,NULL
020988D8  ,University of Phoenix-Minnesota,private
NULL,University of Phoenix-Mississippi,NULL
NULL,University of Phoenix-Missouri,NULL
NULL,University of Phoenix-Nevada,NULL
020988D7  ,University of Phoenix-New Jersey,private
2098807,University of Phoenix-New Mexico,private
NULL,University of Phoenix-North Carolina,NULL
020988B5  ,University of Phoenix-Ohio,private
NULL,University of Phoenix-Oklahoma,NULL
020988A1  ,University of Phoenix-Oregon,private
NULL,University of Phoenix-Pennsylvania,NULL
2098804,University of Phoenix-Puerto Rico,private
020988F7  ,University of Phoenix-South Carolina,private
NULL,University of Phoenix-Tennessee,NULL
NULL,University of Phoenix-Texas,NULL
2098805,University of Phoenix-Utah,private
NULL,University of Phoenix-Virginia,NULL
020988A2  ,University of Phoenix-Washington,private
020988F0  ,University of Phoenix-Washington DC,private
020988B0  ,University of Phoenix-Wisconsin,private
198000,University of Pikeville,private
657700,University of Pittsburgh Medical Center-Shadyside School of Nursing,private
337903,University of Pittsburgh-Bradford,public
337904,University of Pittsburgh-Greensburg,public
337902,University of Pittsburgh-Johnstown,public
337900,University of Pittsburgh-Pittsburgh Campus,public
337901,University of Pittsburgh-Titusville,public
322400,University of Portland,private
394206,University of Puerto Rico-Aguadilla,public
394207,University of Puerto Rico-Arecibo,public
394208,University of Puerto Rico-Bayamon,public
394209,University of Puerto Rico-Carolina,public
394204,University of Puerto Rico-Cayey,public
394200,University of Puerto Rico-Central Administration,NULL
394205,University of Puerto Rico-Humacao,public
394202,University of Puerto Rico-Mayaguez,public
