OPEID,InstitutionName,PublicPrivate
320600,Multnomah University,private
315800,Murray State College,public
197700,Murray State University,public
2161800,Musicians Institute,private
229700,Muskegon Community College,public
308400,Muskingum University,private
3458300,My Le's Beauty College,private
NULL,My Le's Beauty College,NULL
4124500,MyComputerCareer.com-Columbus,NULL
4121000,MyComputerCareer.com-Indianapolis,NULL
NULL,MyComputerCareer.com-Raleigh,NULL
3082100,Myotherapy College of Utah,private
3279300,Myotherapy Institute,private
3965400,MyrAngel Beauty Institute,private
124700,Napa Valley College,public
2117500,Naropa University,private
822104,NASCAR Technical Institute,private
855700,Nash Community College,public
387400,Nashotah House,NULL
923600,Nashua Community College,public
NULL,Nashville Barber and Style Academy,NULL
2125300,Nashville College of Medical Careers,private
814500,Nashville State Community College,public
287300,Nassau Community College,public
2295700,National Academy of Beauty Arts-Farmington,private
952000,National Academy of Beauty Arts-St Louis,private
405701,National American University-Albuquerque,private
405716,National American University-Albuquerque West,private
004057A2  ,National American University-Austin,private
NULL,National American University-Austin South,NULL
NULL,National American University-Bellevue,NULL
405715,National American University-Bloomington,private
405717,National American University-Brooklyn Center,private
NULL,National American University-Burnsville,NULL
NULL,National American University-Centennial,NULL
405702,National American University-Colorado Springs,private
NULL,National American University-Colorado Springs South,NULL
405703,National American University-Denver,private
405713,National American University-Ellsworth AFB Extension,private
NULL,National American University-Georgetown,NULL
NULL,National American University-Harold D. Buckingham Graduate School,NULL
NULL,National American University-Houston,NULL
405704,National American University-Independence,private
NULL,National American University-Indianapolis,NULL
NULL,National American University-Lee's Summit,NULL
NULL,National American University-Lewisville,NULL
NULL,National American University-Mesquite,NULL
405718,National American University-Overland Park,private
405700,National American University-Rapid City,private
NULL,National American University-Richardson,NULL
NULL,National American University-Rochester,NULL
405708,National American University-Roseville,private
405707,National American University-Sioux Falls,private
NULL,National American University-Tigard,NULL
NULL,National American University-Tulsa,NULL
NULL,National American University-Weldon Spring,NULL
004057A3  ,National American University-Wichita,NULL
NULL,National American University-Wichita West,NULL
004057A1  ,National American University-Zona Rosa,private
613600,National Aviation Academy of New England,private
3035900,National Aviation Academy of Tampa Bay,private
3144300,National Beauty College,private
1174400,National Beauty College,private
NULL,National Beauty College,private
NULL,National Career College,private
2128301,National Career Education,private
NULL,National Career Institute,NULL
2534000,National College of Natural Medicine,NULL
461700,National College-Nashville,private
2132800,National Conservatory of Dramatic Arts,private
3504300,National Graduate School of Quality Management,NULL
2542300,National Holistic Institute,private
3468400,National Institute of Massotherapy,private
3128500,National Latino Education Institute,private
173300,National Louis University,private
NULL,National Paralegal College,NULL
1210500,National Park Community College,public
NULL,National Personal Training Institute,NULL
NULL,National Personal Training Institute of Colorado,NULL
NULL,National Personal Training Institute of Colorado,NULL
NULL,National Personal Training Institute of Columbus,NULL
3910400,National Polytechnic College,private
2287801,National Tractor Trailer School Inc-Buffalo,private
2287800,National Tractor Trailer School Inc-Liverpool,private
1146000,National University,private
2260601,National University College-Arecibo,private
2260600,National University College-Bayamon,private
NULL,National University College-Caguas,NULL
NULL,National University College-Ponce,NULL
2260602,National University College-Rio Grande,private
173200,National University of Health Sciences,NULL
1016800,Nationwide Beauty Academy,private
698200,Naugatuck Valley Community College,public
2357600,Navajo Technical University,public
359300,Navarro College,public
1300700,Nazarene Bible College,private
249400,Nazarene Theological Seminary,NULL
277900,Nazareth College,private
NULL,ndustrial Technical College-Naguabo,NULL
1297600,Nebraska Christian College,private
256596,Nebraska College of Technical Agriculture,public
2550800,Nebraska Indian Community College,public
640400,Nebraska Methodist College of Nursing & Allied Health,private
255500,Nebraska Wesleyan University,private
NULL,NeeCee's College of Cosmetology,NULL
902900,Neighborhood Playhouse School of the Theater,private
1300300,Neilson Beauty College,private
2608000,Neosho Beauty College,private
193600,Neosho County Community College,public
208700,Ner Israel Rabbinical College,private
NULL,Networks Barber College,NULL
398800,Neumann University,private
1009800,Neumont University,private
2338509,Nevada Career Institute,private
2203400,Nevada Regional Technical Center,private
4114300,Nevada State College,public
002568A1  ,Nevada System of Higher Education-System Office,NULL
4102300,New Age Training,private
NULL,New Beginning College of Cosmetology,NULL
NULL,New Beginnings Beauty Academy,NULL
261900,New Brunswick Theological Seminary,NULL
2544303,New Castle Beauty Academy,private
778000,New Castle School of Trades,private
3957400,New College of Florida,public
3433400,New Concept Massage and Beauty School,private
3647300,New Concepts School of Cosmetology,private
NULL,New Dimensions Beauty Academy Inc,NULL
3101000,New Dimensions School of Hair Design,private
257900,New England College,private
NULL,New England College of Business and Finance,private
216400,New England College of Optometry,NULL
2254000,New England Culinary Institute,private
2122000,New England Hair Academy,private
784500,New England Institute of Technology,private
891600,New England Law-Boston,NULL
2579800,New England School of Acupuncture,NULL
2347100,New England School of Communications,private
2247000,New England School of Hair Design,private
2163500,New England School of Photography,private
2202500,New England Tractor Trailer Training School of Connecticut,private
NULL,New England Tractor Trailer Training School of CT-Bridgeport,NULL
NULL,New England Tractor Trailer Training School of Massachusetts,NULL
2584400,New England Tractor Trailer Training School of Rhode Island,private
3729300,New Hampshire Institute for Therapeutic Arts,private
3182300,New Hampshire Institute of Art,private
2159700,New Hope Christian College-Eugene,private
NULL,New Horizons Medical Institute,NULL
NULL,New Horizons Medical Institute-Winder,NULL
261300,New Jersey City University,public
262100,New Jersey Institute of Technology,public
NULL,New Life Business Institute,NULL
265300,New Mexico Highlands University,public
265400,New Mexico Institute of Mining and Technology,public
265500,New Mexico Junior College,public
265600,New Mexico Military Institute,public
265701,New Mexico State University-Alamogordo,public
265703,New Mexico State University-Carlsbad,public
265702,New Mexico State University-Dona Ana,public
265704,New Mexico State University-Grants,public
265700,New Mexico State University-Main Campus,public
3224300,New Professions Technical Institute,private
3960300,New River Community and Technical College,public
522300,New River Community College,public
2182200,New School of Radio and Television,private
2284200,New Tyler Barber College Inc,private
2600100,New York Academy of Art,NULL
3537300,New York Automotive and Diesel Institute,private
2163400,New York Career Institute,private
1227700,New York Chiropractic College,NULL
2599400,New York College of Health Professions,private
274900,New York College of Podiatric Medicine,NULL
3443300,New York College of Traditional Chinese Medicine,NULL
3120700,New York Conservatory for Dramatic Arts,private
NULL,New York Film Academy,NULL
NULL,New York Institute of Beauty,NULL
3203300,New York Institute of Massage Inc,private
278200,New York Institute of Technology,private
278300,New York Law School,NULL
NULL,New York Medical Career Training Center,NULL
278400,New York Medical College,NULL
1161700,New York Methodist Hospital Center for Allied Health Education,private
1055100,New York School for Medical and Dental Assistants,private
NULL,New York School of Esthetics & Day Spa,NULL
2069000,New York School of Interior Design,private
NULL,New York Theological Seminary,NULL
278500,New York University,private
344000,Newberry College,private
713000,Newberry School of Beauty,private
748400,Newbury College,private
193900,Newman University,private
3080000,Newport School of Hairdressing-Main Campus,NULL
3043900,Newschool of Architecture and Design,private
258100,NHTI-Concord's Community College,public
287400,Niagara County Community College,public
278800,Niagara University,private
200500,Nicholls State University,public
219700,Nichols College,private
538400,Nicolet Area Technical College,public
3838300,Nightingale College,NULL
2556600,Niles School of Cosmetology,private
NULL,Norco College,NULL
376500,Norfolk State University,public
795400,Normandale Community College,public
718700,North Adrian's College of Beauty Inc,private
2545400,North American Trade Schools,private
NULL,North American University,NULL
1226100,North Arkansas College,public
2197900,North Bennet Street School,private
290500,North Carolina A & T State University,public
