OPEID,DisbursementYear,IncomeBracket,AvgNetPrice
NULL,2010,"Over 110,000",NULL
247700,2010,"Over 110,000",NULL
2517500,2010,"Over 110,000",NULL
3064900,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
3065100,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
3783400,2010,"Over 110,000",NULL
353700,2010,"Over 110,000",24832
154100,2010,"Over 110,000",10061
3122500,2010,"Over 110,000",NULL
2050300,2010,"Over 110,000",31125
4104300,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
4133500,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
3346300,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
753100,2010,"Over 110,000",32976
4126900,2010,"Over 110,000",NULL
1290500,2010,"Over 110,000",NULL
3288300,2010,"Over 110,000",NULL
2499000,2010,"Over 110,000",NULL
4118600,2010,"Over 110,000",NULL
2621300,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",27392
NULL,2010,"Over 110,000",NULL
4132400,2010,"Over 110,000",NULL
3277300,2010,"Over 110,000",NULL
2244300,2010,"Over 110,000",NULL
2244303,2010,"Over 110,000",NULL
3276301,2010,"Over 110,000",NULL
1323200,2010,"Over 110,000",NULL
3276300,2010,"Over 110,000",NULL
4144400,2010,"Over 110,000",NULL
2235900,2010,"Over 110,000",NULL
1050700,2010,"Over 110,000",NULL
4037500,2010,"Over 110,000",NULL
2552400,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
4130700,2010,"Over 110,000",NULL
4093300,2010,"Over 110,000",29160
3113400,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
1074100,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
3353300,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
4043300,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
3327400,2010,"Over 110,000",NULL
134500,2010,"Over 110,000",14418
266600,2010,"Over 110,000",25490
3103700,2010,"Over 110,000",NULL
286000,2010,"Over 110,000",9244
3051900,2010,"Over 110,000",NULL
2068100,2010,"Over 110,000",NULL
223400,2010,"Over 110,000",29339
2520400,2010,"Over 110,000",NULL
812900,2010,"Over 110,000",NULL
2312000,2010,"Over 110,000",NULL
3736300,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
3757300,2010,"Over 110,000",NULL
3412300,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
3786300,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
1148400,2010,"Over 110,000",26088
2293600,2010,"Over 110,000",NULL
3127500,2010,"Over 110,000",NULL
3532400,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
4146900,2010,"Over 110,000",21042
3115500,2010,"Over 110,000",19481
2553000,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
3097200,2010,"Over 110,000",NULL
154200,2010,"Over 110,000",25161
887800,2010,"Over 110,000",30347
396300,2010,"Over 110,000",13783
NULL,2010,"Over 110,000",NULL
1005600,2010,"Over 110,000",NULL
3066700,2010,"Over 110,000",NULL
758200,2010,"Over 110,000",13769
2069500,2010,"Over 110,000",24078
819400,2010,"Over 110,000",NULL
100200,2010,"Over 110,000",12670
NULL,2010,"Over 110,000",NULL
103400,2010,"Over 110,000",NULL
3032500,2010,"Over 110,000",NULL
100500,2010,"Over 110,000",8682
546300,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
360700,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
2541000,2010,"Over 110,000",NULL
4138600,2010,"Over 110,000",NULL
106100,2010,"Over 110,000",24322
2170200,2010,"Over 110,000",22380
288500,2010,"Over 110,000",31505
288600,2010,"Over 110,000",NULL
288700,2010,"Over 110,000",NULL
154400,2010,"Over 110,000",12378
560100,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
137400,2010,"Over 110,000",24818
223500,2010,"Over 110,000",24488
322900,2010,"Over 110,000",28925
239600,2010,"Over 110,000",12675
380600,2010,"Over 110,000",16458
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
3538300,2010,"Over 110,000",NULL
554400,2010,"Over 110,000",17717
266800,2010,"Over 110,000",28467
2282300,2010,"Over 110,000",NULL
195100,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
2495500,2010,"Over 110,000",NULL
3072400,2010,"Over 110,000",NULL
3493300,2010,"Over 110,000",NULL
111100,2010,"Over 110,000",NULL
205700,2010,"Over 110,000",8596
323000,2010,"Over 110,000",30093
3457300,2010,"Over 110,000",NULL
3069100,2010,"Over 110,000",NULL
190100,2010,"Over 110,000",7834
3358301,2010,"Over 110,000",NULL
3358300,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
341700,2010,"Over 110,000",8641
NULL,2010,"Over 110,000",NULL
1111700,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
223600,2010,"Over 110,000",21310
223700,2010,"Over 110,000",5145
2290400,2010,"Over 110,000",10020
323300,2010,"Over 110,000",30164
383200,2010,"Over 110,000",19819
353900,2010,"Over 110,000",NULL
3414500,2010,"Over 110,000",NULL
354000,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
1081300,2010,"Over 110,000",NULL
3833300,2010,"Over 110,000",NULL
162800,2010,"Over 110,000",29236
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
2106900,2010,"Over 110,000",NULL
746500,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
3491400,2010,"Over 110,000",NULL
1046000,2010,"Over 110,000",NULL
112000,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
1307400,2010,"Over 110,000",NULL
3903400,2010,"Over 110,000",NULL
3030802,2010,"Over 110,000",23260
3030800,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
2241801,2010,"Over 110,000",47838
NULL,2010,"Over 110,000",NULL
2241800,2010,"Over 110,000",22626
3359300,2010,"Over 110,000",41104
3971300,2010,"Over 110,000",22923
NULL,2010,"Over 110,000",NULL
3153300,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
2309100,2010,"Over 110,000",NULL
765800,2010,"Over 110,000",NULL
3144400,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
3078200,2010,"Over 110,000",NULL
2099200,2010,"Over 110,000",NULL
2303800,2010,"Over 110,000",NULL
2222000,2010,"Over 110,000",NULL
2289000,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
2199900,2010,"Over 110,000",NULL
2514100,2010,"Over 110,000",NULL
3534400,2010,"Over 110,000",NULL
4016500,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
3962300,2010,"Over 110,000",NULL
4136400,2010,"Over 110,000",40128
4060300,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
2317800,2010,"Over 110,000",8748
2106601,2010,"Over 110,000",24343
3706300,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
2106600,2010,"Over 110,000",24684
2113600,2010,"Over 110,000",21771
2113610,2010,"Over 110,000",22668
021136A1  ,2010,"Over 110,000",21724
211400,2010,"Over 110,000",21903
274100,2010,"Over 110,000",38569
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
757200,2010,"Over 110,000",34939
372600,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
-2,2010,"Over 110,000",NULL
372601,2010,"Over 110,000",NULL
-2,2010,"Over 110,000",NULL
1048900,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
-2,2010,"Over 110,000",NULL
3819300,2010,"Over 110,000",12888
123200,2010,"Over 110,000",NULL
1001000,2010,"Over 110,000",NULL
2601000,2010,"Over 110,000",14000
2311200,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
143400,2010,"Over 110,000",36121
3225300,2010,"Over 110,000",NULL
1194101,2010,"Over 110,000",NULL
1194100,2010,"Over 110,000",NULL
2270802,2010,"Over 110,000",30601
2270800,2010,"Over 110,000",26819
NULL,2010,"Over 110,000",NULL
211500,2010,"Over 110,000",35589
2503400,2010,"Over 110,000",NULL
182300,2010,"Over 110,000",NULL
178400,2010,"Over 110,000",18755
178500,2010,"Over 110,000",23078
341800,2010,"Over 110,000",18839
211600,2010,"Over 110,000",NULL
154500,2010,"Over 110,000",17403
223800,2010,"Over 110,000",22781
NULL,2010,"Over 110,000",28812
NULL,2010,"Over 110,000",NULL
666100,2010,"Over 110,000",NULL
354100,2010,"Over 110,000",15491
211700,2010,"Over 110,000",27137
205800,2010,"Over 110,000",16004
NULL,2010,"Over 110,000",NULL
735000,2010,"Over 110,000",17451
233200,2010,"Over 110,000",14624
111300,2010,"Over 110,000",NULL
2234900,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
301002,2010,"Over 110,000",NULL
301000,2010,"Over 110,000",NULL
301004,2010,"Over 110,000",NULL
301003,2010,"Over 110,000",NULL
301005,2010,"Over 110,000",34814
003010A1  ,2010,"Over 110,000",NULL
1289100,2010,"Over 110,000",21959
1289102,2010,"Over 110,000",22355
1289101,2010,"Over 110,000",NULL
743000,2010,"Over 110,000",38688
3067000,2010,"Over 110,000",21096
3156400,2010,"Over 110,000",NULL
NULL,2010,"Over 110,000",NULL
961200,2010,"Over 110,000",NULL
3513400,2010,"Over 110,000",NULL
751800,2010,"Over 110,000",20980
2562300,2010,"Over 110,000",NULL
2159100,2010,"Over 110,000",NULL
754400,2010,"Over 110,000",NULL
-2,2010,"Over 110,000",NULL
3559300,2010,"Over 110,000",NULL
290600,2010,"Over 110,000",14276
3068600,2010,"Over 110,000",NULL
223900,2010,"Over 110,000",NULL
347700,2010,"Over 110,000",20672
163200,2010,"Over 110,000",NULL
134600,2010,"Over 110,000",12958
323500,2010,"Over 110,000",19098
2179902,2010,"Over 110,000",29327
2179900,2010,"Over 110,000",NULL
2179919,2010,"Over 110,000",NULL
021799A2  ,2010,"Over 110,000",NULL
2179905,2010,"Over 110,000",NULL
2179932,2010,"Over 110,000",31322
2179928,2010,"Over 110,000",NULL
2179914,2010,"Over 110,000",NULL
2179916,2010,"Over 110,000",NULL
2179907,2010,"Over 110,000",NULL
