OPEID,DisbursementYear,IncomeBracket,AvgNetPrice
4149500,2013,"48,001 to 75,000",NULL
247700,2013,"48,001 to 75,000",NULL
2517500,2013,"48,001 to 75,000",3359
3064900,2013,"48,001 to 75,000",11777
4168800,2013,"48,001 to 75,000",3533
3065100,2013,"48,001 to 75,000",NULL
NULL,2013,"48,001 to 75,000",NULL
4183300,2013,"48,001 to 75,000",NULL
3783400,2013,"48,001 to 75,000",22147
353700,2013,"48,001 to 75,000",22504
154100,2013,"48,001 to 75,000",10959
3122500,2013,"48,001 to 75,000",7639
2050300,2013,"48,001 to 75,000",NULL
4104300,2013,"48,001 to 75,000",13554
4207200,2013,"48,001 to 75,000",NULL
4083300,2013,"48,001 to 75,000",NULL
4133500,2013,"48,001 to 75,000",NULL
4155500,2013,"48,001 to 75,000",NULL
3346300,2013,"48,001 to 75,000",NULL
4189800,2013,"48,001 to 75,000",15486
4185700,2013,"48,001 to 75,000",NULL
753100,2013,"48,001 to 75,000",30610
4126900,2013,"48,001 to 75,000",NULL
1290500,2013,"48,001 to 75,000",8620
3288300,2013,"48,001 to 75,000",NULL
2499000,2013,"48,001 to 75,000",18088
4118600,2013,"48,001 to 75,000",10272
2621300,2013,"48,001 to 75,000",11500
4156000,2013,"48,001 to 75,000",20299
4185500,2013,"48,001 to 75,000",NULL
4132400,2013,"48,001 to 75,000",NULL
3277300,2013,"48,001 to 75,000",NULL
2244300,2013,"48,001 to 75,000",NULL
2244303,2013,"48,001 to 75,000",NULL
3276301,2013,"48,001 to 75,000",NULL
1323200,2013,"48,001 to 75,000",NULL
3276300,2013,"48,001 to 75,000",NULL
4144400,2013,"48,001 to 75,000",10840
2235900,2013,"48,001 to 75,000",NULL
1050700,2013,"48,001 to 75,000",NULL
4037500,2013,"48,001 to 75,000",NULL
2552400,2013,"48,001 to 75,000",NULL
NULL,2013,"48,001 to 75,000",NULL
NULL,2013,"48,001 to 75,000",NULL
4130700,2013,"48,001 to 75,000",NULL
4093300,2013,"48,001 to 75,000",22465
3113400,2013,"48,001 to 75,000",NULL
NULL,2013,"48,001 to 75,000",NULL
1074100,2013,"48,001 to 75,000",19282
NULL,2013,"48,001 to 75,000",NULL
3353300,2013,"48,001 to 75,000",NULL
4165500,2013,"48,001 to 75,000",NULL
NULL,2013,"48,001 to 75,000",NULL
4157500,2013,"48,001 to 75,000",NULL
4043300,2013,"48,001 to 75,000",NULL
NULL,2013,"48,001 to 75,000",NULL
3327400,2013,"48,001 to 75,000",NULL
134500,2013,"48,001 to 75,000",15342
266600,2013,"48,001 to 75,000",32463
3103700,2013,"48,001 to 75,000",8130
286000,2013,"48,001 to 75,000",7997
3051900,2013,"48,001 to 75,000",NULL
2068100,2013,"48,001 to 75,000",NULL
223400,2013,"48,001 to 75,000",18464
2520400,2013,"48,001 to 75,000",12579
812900,2013,"48,001 to 75,000",14497
2312000,2013,"48,001 to 75,000",17564
3736300,2013,"48,001 to 75,000",NULL
