OPEID,DisbursementYear,Average net price (income 0-30 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 30 001-48 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 48 001-75 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 75 001-110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income over 110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV)
NULL,2009,NULL,NULL,NULL,NULL,NULL
2564700,2009,20205,20850,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2091200,2009,25104,26388,27888,27996,27996
167500,2009,5540,7255,8506,9911,10163
NULL,2009,NULL,NULL,NULL,NULL,NULL
4124100,2009,12156,15024,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
-2,2009,NULL,NULL,NULL,NULL,NULL
292600,2009,2865,2745,4472,7494,7367
2523900,2009,5748,8832,NULL,NULL,NULL
326200,2009,16185,17686,20048,23788,26776
NULL,2009,NULL,NULL,NULL,NULL,NULL
199100,2009,4496,4975,7311,8555,8893
186200,2009,7094,7660,9608,10447,9672
167600,2009,19430,17613,19246,22985,24832
904300,2009,16265,16817,19035,19078,NULL
271800,2009,20372,19322,21088,23657,28024
292700,2009,15181,20635,21259,26444,31089
147900,2009,29351,29110,31314,32973,35451
147902,2009,24523,28784,30867,30016,31990
001479A1  ,2009,11994,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
214600,2009,25050,23391,27098,30126,37050
3490400,2009,NULL,NULL,NULL,NULL,NULL
559600,2009,16070,16609,16876,NULL,NULL
3075600,2009,8960,9744,NULL,13296,NULL
2189300,2009,9435,9843,11645,NULL,NULL
1254700,2009,NULL,NULL,NULL,NULL,NULL
214700,2009,19058,17744,25875,28460,31474
156300,2009,9683,9741,12449,14133,15541
2328900,2009,10834,12550,13790,16445,17374
370900,2009,12160,12530,15687,20099,20531
156400,2009,13091,15451,21691,30119,41490
NULL,2009,NULL,NULL,NULL,NULL,NULL
2609000,2009,NULL,NULL,NULL,NULL,NULL
966400,2009,25320,26232,29460,30828,31068
NULL,2009,NULL,NULL,NULL,NULL,NULL
2141103,2009,31136,34398,37282,38500,38500
1234301,2009,22308,25908,28188,29124,29124
2252701,2009,24828,26592,29736,29940,30528
987000,2009,24924,27504,29868,32940,32172
2149801,2009,28116,29916,33156,33036,33744
1292100,2009,22500,23868,26964,26988,27132
2173201,2009,25200,27168,29268,30252,30252
NULL,2009,NULL,NULL,NULL,NULL,NULL
1301500,2009,26796,28920,31992,33036,33036
1180801,2009,25416,29388,31008,32064,32064
NULL,2009,NULL,NULL,NULL,NULL,NULL
1296800,2009,33072,40848,42624,45936,46056
2344200,2009,26700,28668,30756,32364,32580
2334300,2009,27492,28812,NULL,NULL,NULL
902501,2009,30168,34476,36228,36396,37020
1291600,2009,39864,45600,50472,50328,52536
2607600,2009,30636,33936,35568,35964,36888
NULL,2009,NULL,NULL,NULL,NULL,NULL
987002,2009,20328,25644,29412,30528,30528
1291700,2009,39144,47472,50952,52440,52440
1180800,2009,23076,27792,28704,29460,29544
1291500,2009,36408,43344,48504,49704,48816
2079401,2009,23736,25104,27792,27828,28128
NULL,2009,NULL,NULL,NULL,NULL,NULL
3077600,2009,33360,36360,44712,47496,47064
1260601,2009,30396,34548,36804,37092,35520
1260500,2009,18768,21732,23304,24780,24528
2599500,2009,26472,27756,29904,32940,33000
966500,2009,28824,30384,33384,34356,34476
2177100,2009,36840,41856,48912,49968,49968
864501,2009,17940,19644,19896,NULL,NULL
1291400,2009,35664,41688,47328,48240,49008
2345200,2009,25140,27240,30456,31572,30780
NULL,2009,NULL,NULL,NULL,NULL,NULL
1170800,2009,24600,25368,28272,NULL,28728
1260602,2009,32784,35364,37092,38820,38196
864500,2009,18096,20388,NULL,NULL,NULL
1070900,2009,31178,36120,36582,38668,38668
1102000,2009,26148,28320,32244,31992,32484
NULL,2009,26550,27306,28692,30825,30825
1097000,2009,26400,26940,32196,31920,31776
1054201,2009,26688,30948,32364,33408,33408
2141102,2009,26502,30954,31934,34216,34678
945900,2009,24120,24756,27432,30204,30216
2076700,2009,24360,25080,28080,28908,28908
2173200,2009,24396,25968,28344,29028,29220
2332100,2009,34056,36936,42792,47184,47184
902500,2009,29688,33912,35640,34704,33876
817800,2009,26484,29736,30816,31944,32568
966601,2009,31968,32976,36864,37704,37320
3077603,2009,34152,39696,44808,47904,47904
1054100,2009,26220,28944,30936,31068,32496
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
978300,2009,24972,27588,30060,31188,31344
1054301,2009,26280,29220,30576,32400,32400
NULL,2009,NULL,NULL,NULL,NULL,NULL
2220300,2009,25752,28956,30240,32256,32256
966401,2009,28848,32124,33768,35040,35040
NULL,2009,NULL,NULL,NULL,NULL,NULL
2314200,2009,14472,16704,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2179601,2009,20796,22380,NULL,NULL,NULL
1260600,2009,27084,30144,31056,32556,33060
1180802,2009,24720,28296,29760,31164,31632
757300,2009,26868,28176,30492,31392,31260
966600,2009,26052,28728,30672,31944,31620
1102101,2009,32724,33684,37236,38856,38856
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
1163800,2009,26604,28368,31752,32604,32604
2179600,2009,19908,18984,21612,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,27540,28670,32150,33670,33670
NULL,2009,NULL,NULL,NULL,NULL,NULL
1260700,2009,23880,26376,30096,30948,30444
NULL,2009,NULL,NULL,NULL,NULL,NULL
2160600,2009,27874,33236,35350,35910,34538
886500,2009,25344,26246,29480,30217,30888
2261800,2009,24564,26316,29268,29880,29880
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2288800,2009,24468,27324,30084,30120,30648
2176900,2009,23484,23856,28164,29016,29400
NULL,2009,NULL,NULL,NULL,NULL,NULL
1054104,2009,25944,27912,30168,31776,31776
NULL,2009,NULL,NULL,NULL,NULL,NULL
1054300,2009,25128,27984,29724,31152,31152
1054200,2009,24192,25776,28548,29568,30084
1102100,2009,26568,28548,31596,32208,32628
903200,2009,18057,18174,18252,NULL,NULL
3885300,2009,6070,NULL,NULL,NULL,NULL
192700,2009,10381,11833,12865,13810,13918
214800,2009,27606,28095,31063,32621,33569
2126500,2009,26040,27708,28368,NULL,28308
101500,2009,8430,8055,7000,6275,6315
NULL,2009,NULL,NULL,NULL,NULL,NULL
3403300,2009,13241,NULL,14842,NULL,NULL
214900,2009,NULL,NULL,NULL,NULL,NULL
356600,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
1258900,2009,5904,6996,8040,NULL,NULL
2235600,2009,12816,14748,15204,NULL,NULL
1068400,2009,844,2471,5684,6651,7021
2203900,2009,16120,14630,19013,19616,20190
3510300,2009,NULL,NULL,NULL,NULL,NULL
343200,2009,11432,12514,13378,13640,17050
559400,2009,12665,13564,17052,NULL,NULL
2569400,2009,188,919,1457,3478,NULL
3106900,2009,4932,NULL,NULL,NULL,NULL
2241909,2009,307,365,4086,NULL,NULL
3751300,2009,7484,5245,12215,NULL,NULL
2576100,2009,4986,NULL,NULL,NULL,NULL
710700,2009,4315,5364,6522,6949,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2167800,2009,8496,9432,9108,NULL,NULL
3156300,2009,6570,7786,9930,10998,11123
NULL,2009,NULL,NULL,NULL,NULL,NULL
2556100,2009,17801,18459,19320,19551,19551
3079000,2009,8008,10337,11777,12328,NULL
3232307,2009,30371,NULL,NULL,NULL,NULL
3232306,2009,36003,NULL,NULL,NULL,NULL
167800,2009,11819,12542,13620,16259,20465
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3881400,2009,NULL,NULL,NULL,NULL,NULL
246300,2009,12959,15053,15957,17718,18263
326300,2009,NULL,NULL,NULL,NULL,NULL
2573100,2009,10596,NULL,NULL,NULL,NULL
NULL,2009,11868,NULL,NULL,NULL,NULL
2572700,2009,15723,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
450701,2009,20325,20637,24063,24961,NULL
2300100,2009,18594,20043,22500,22770,23238
926701,2009,37088,37681,40469,41400,NULL
450300,2009,19334,21029,23868,24860,24860
907905,2009,39189,40712,42360,NULL,NULL
2300103,2009,19384,20816,22616,23376,23376
NULL,2009,NULL,NULL,NULL,NULL,NULL
2237500,2009,23949,24053,28277,28277,28277
NULL,2009,NULL,NULL,NULL,NULL,NULL
926700,2009,35177,37109,40186,41895,41895
907900,2009,18648,19040,21520,21648,22168
2606200,2009,21285,21609,24525,25308,25335
2617500,2009,19965,21307,23254,24299,24299
2250600,2009,6876,10416,12704,NULL,NULL
2300104,2009,20960,22352,24264,25112,25184
450700,2009,21862,22177,26500,26500,26500
907901,2009,20634,20501,25599,25599,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
982802,2009,28168,28584,29864,30224,30304
2606202,2009,20992,22072,24384,25024,25024
982801,2009,20808,21448,22624,23288,23288
982803,2009,22952,23176,24704,25416,24368
3072303,2009,23008,23584,26296,26912,26912
2261302,2009,28376,28800,30112,30360,30776
2261303,2009,23752,24184,25392,26216,26216
3072304,2009,23392,23912,25360,25760,25952
1110901,2009,36204,36888,38976,39876,39876
2261300,2009,22472,23184,24480,24976,24976
982804,2009,21288,21792,23288,23776,23776
982800,2009,19936,20432,21712,22480,22480
2617506,2009,19152,20700,22644,23481,23481
153408,2009,21935,23315,25236,24947,23154
2599805,2009,10091,11853,14765,15096,15096
2599801,2009,18702,20266,23163,23163,NULL
2599800,2009,22617,24388,25919,27623,NULL
149902,2009,17839,19375,23662,NULL,NULL
149900,2009,17634,18781,20649,NULL,22252
153409,2009,18755,20905,23213,23780,23780
814600,2009,17764,18522,21476,22808,22808
149901,2009,16830,18442,20796,21799,21799
153400,2009,17096,20055,21644,21769,NULL
377600,2009,5505,6833,10426,11581,11581
3108500,2009,18918,19110,19659,19901,20401
2105300,2009,23726,25228,25785,NULL,NULL
3917300,2009,30360,30360,30744,NULL,NULL
1245200,2009,7800,NULL,NULL,NULL,NULL
970800,2009,11640,11712,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
283400,2009,NULL,NULL,NULL,NULL,NULL
3787300,2009,15396,NULL,NULL,NULL,NULL
2267100,2009,17124,18636,18192,NULL,NULL
3973300,2009,14656,25184,24832,25120,26816
NULL,2009,NULL,NULL,NULL,NULL,NULL
138500,2009,15583,19552,23400,28736,38766
260701,2009,22953,25386,28271,29322,32485
260700,2009,21137,20426,23410,24085,22095
381200,2009,7934,9745,12628,13765,14597
3027100,2009,12192,12852,NULL,NULL,NULL
712100,2009,9143,10961,12216,15829,17808
3689400,2009,21390,NULL,26120,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3676300,2009,NULL,4294,NULL,7460,NULL
3237400,2009,24246,NULL,NULL,NULL,NULL
285800,2009,2753,5819,9342,10892,11432
2148200,2009,20976,22296,NULL,NULL,NULL
1111200,2009,27802,28934,31522,34300,34474
1111203,2009,21843,29347,32159,33500,33985
1111204,2009,27404,28161,30036,32875,34233
1111202,2009,27070,27396,30877,32884,33896
286600,2009,6615,8574,12114,14271,14553
100300,2009,14455,14500,17354,18437,17271
2262501,2009,16408,16408,16926,19530,NULL
2262500,2009,13230,16422,NULL,NULL,NULL
3445500,2009,11568,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
533000,2009,14160,14160,NULL,NULL,NULL
3076500,2009,15059,NULL,NULL,NULL,NULL
2595000,2009,18024,20904,20880,NULL,NULL
292800,2009,5292,5750,8286,11399,12167
764000,2009,7653,7917,1924,4327,9103
859700,2009,7837,12370,NULL,NULL,NULL
725300,2009,22272,22896,24516,NULL,NULL
261000,2009,17235,21975,23021,27518,29177
226000,2009,12769,14985,16947,17641,18042
371100,2009,19359,20956,24473,26308,27576
2096100,2009,NULL,NULL,NULL,NULL,NULL
3316400,2009,NULL,NULL,NULL,NULL,NULL
753200,2009,7231,8503,11695,12850,13260
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
232200,2009,12965,14127,16171,16587,15643
311401,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
1254400,2009,12418,13188,NULL,NULL,NULL
2584900,2009,11480,11920,9860,10770,NULL
215000,2009,22285,25515,26610,27189,NULL
349000,2009,16096,20434,21464,23265,22331
218400,2009,5925,6268,8666,13099,14157
3131300,2009,NULL,NULL,NULL,NULL,NULL
1256100,2009,14638,19598,22979,23789,22507
789300,2009,12283,13830,17612,19319,19954
789301,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
677700,2009,7558,8091,11081,11372,12514
576100,2009,6760,7044,5706,NULL,NULL
526400,2009,8257,9149,11899,12500,12740
1109800,2009,4152,5964,NULL,NULL,NULL
399000,2009,4627,5278,7053,NULL,7125
NULL,2009,NULL,NULL,NULL,NULL,NULL
3823300,2009,13500,14260,NULL,NULL,NULL
148000,2009,6652,8367,9733,9716,9126
148100,2009,4680,6367,10595,12250,12178
3611400,2009,15750,15840,17805,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2305800,2009,38121,39548,41106,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3374300,2009,NULL,NULL,NULL,NULL,NULL
148200,2009,15251,17648,19709,20123,19822
3238300,2009,NULL,NULL,NULL,NULL,NULL
3008602,2009,38142,38558,40404,40612,NULL
3008601,2009,32032,35360,38740,39286,NULL
3008600,2009,22906,24700,25350,NULL,NULL
3627600,2009,25355,NULL,NULL,NULL,NULL
150100,2009,2862,2979,6918,6884,NULL
3255300,2009,6763,9015,13684,15408,15408
NULL,2009,NULL,NULL,NULL,NULL,NULL
146900,2009,19407,21168,22877,26561,30217
NULL,2009,NULL,NULL,NULL,NULL,NULL
2329900,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
963500,2009,5370,6885,7026,4802,-17487
148500,2009,23364,24973,26475,NULL,NULL
148600,2009,13418,13443,13477,13392,12837
2547600,2009,18990,NULL,NULL,NULL,NULL
752600,2009,475,1525,1660,NULL,NULL
4129900,2009,16794,17322,17712,17802,17802
NULL,2009,NULL,NULL,NULL,NULL,NULL
148800,2009,12262,17293,18281,20304,20212
147700,2009,5919,7017,9249,9851,9698
148400,2009,5907,6948,9158,10750,10814
148900,2009,9766,12076,15196,16409,16453
2218700,2009,18568,20042,20394,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,5742,NULL,NULL,NULL,NULL
3871300,2009,5860,NULL,NULL,NULL,NULL
3129100,2009,15909,17289,19135,20365,20497
246400,2009,17800,19014,18918,19068,20850
119900,2009,5407,8229,NULL,NULL,NULL
004480A1  ,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
272200,2009,18746,23364,28125,31390,35977
492400,2009,15501,19455,17218,NULL,NULL
531700,2009,3140,4602,4163,3674,NULL
191500,2009,7040,8689,10270,11550,11528
135300,2009,9912,10585,13162,14162,16162
755800,2009,12552,13944,14880,NULL,NULL
2343000,2009,2981,4367,NULL,NULL,NULL
2338400,2009,8988,NULL,NULL,NULL,NULL
191600,2009,5212,6111,6949,8673,NULL
156600,2009,9922,11512,12575,15669,NULL
2306700,2009,11460,12996,14472,14676,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3480300,2009,23391,23607,24993,25182,25263
2190700,2009,18784,18821,18864,19484,20735
010319A1  ,2009,21577,22784,22853,23641,24094
NULL,2009,NULL,NULL,NULL,NULL,NULL
1031904,2009,12469,12923,13081,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
941200,2009,16332,16571,18840,16722,20601
NULL,2009,18930,19100,22210,NULL,NULL
3361400,2009,7284,9060,8100,10008,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3424400,2009,22041,22887,23337,23868,23868
NULL,2009,NULL,NULL,NULL,NULL,NULL
030108A1  ,2009,21501,22005,23157,23697,23733
022455A1  ,2009,16290,18500,NULL,NULL,NULL
2341000,2009,8448,NULL,NULL,NULL,NULL
NULL,2009,9320,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2342700,2009,37275,39030,NULL,NULL,NULL
3434300,2009,38934,38990,40334,NULL,NULL
NULL,2009,19359,19800,20826,21582,NULL
2303600,2009,14143,15114,16289,NULL,NULL
2342701,2009,18480,19150,19170,19310,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
1031903,2009,12900,14928,16584,NULL,NULL
2245500,2009,19785,20595,NULL,NULL,NULL
2326303,2009,19746,20394,21339,21564,21564
3493301,2009,18568,19345,20677,20712,21265
NULL,2009,15482,17737,18413,NULL,NULL
2326300,2009,19395,19800,20610,21384,21384
3010800,2009,17701,18413,21778,25080,NULL
3480301,2009,19809,20232,21078,21735,21735
3011500,2009,25644,27120,29592,29592,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3480303,2009,21627,21735,22887,23238,23301
NULL,2009,11443,11490,11515,11761,NULL
3480302,2009,20736,21420,22320,22662,NULL
3011600,2009,28336,29316,30268,NULL,NULL
1031900,2009,18110,18820,19160,19690,19280
2132300,2009,18276,18888,17568,NULL,NULL
2251700,2009,10668,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
743900,2009,22731,24660,24785,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2056100,2009,18443,19919,NULL,NULL,NULL
2522800,2009,12332,12347,15970,19613,20234
974400,2009,8321,8984,10673,11156,11300
218500,2009,8944,11076,14502,16039,16577
922600,2009,13403,14415,15685,16383,NULL
2222700,2009,3262,4326,5558,6412,3528
1179200,2009,NULL,NULL,NULL,NULL,NULL
303600,2009,16806,18324,20843,21945,26125
3108200,2009,13248,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
356800,2009,115,2121,5990,NULL,NULL
3008800,2009,15720,16728,16980,NULL,NULL
326500,2009,11097,12734,21942,27605,41147
3328300,2009,19422,NULL,NULL,NULL,NULL
179800,2009,11396,13671,17381,21471,23540
791600,2009,9360,9324,NULL,NULL,NULL
257500,2009,22717,19557,21411,24407,27852
2124500,2009,16264,17160,17904,NULL,NULL
304600,2009,18192,19864,23114,23198,23118
3946300,2009,NULL,1938,6062,7157,10764
NULL,2009,NULL,NULL,NULL,NULL,NULL
2534800,2009,5352,5952,NULL,NULL,NULL
207100,2009,5966,6929,8005,10507,10614
NULL,2009,15228,NULL,17880,17880,NULL
2230900,2009,18408,NULL,17484,NULL,NULL
349200,2009,12316,16103,16760,16904,19088
3039900,2009,25980,27270,25485,28365,NULL
NULL,2009,20440,21170,NULL,NULL,NULL
130700,2009,5132,NULL,NULL,NULL,NULL
125300,2009,12726,12912,15086,22628,23420
191800,2009,22373,18680,20327,20015,20300
793300,2009,10545,11271,13804,15105,15099
2074400,2009,162,3374,3612,NULL,NULL
3007000,2009,NULL,NULL,NULL,NULL,NULL
207200,2009,11701,13415,14461,14023,NULL
2362100,2009,45642,46337,47765,48155,48293
120000,2009,NULL,NULL,NULL,NULL,NULL
120100,2009,373,NULL,NULL,NULL,NULL
286700,2009,5123,6393,8566,9264,9355
343400,2009,11527,15614,19254,22640,30137
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2498200,2009,24876,26268,26268,NULL,NULL
101700,2009,3811,4848,5466,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
3083703,2009,16704,18624,18792,20544,20712
3083700,2009,17628,18828,19632,20028,19836
3083701,2009,18924,20064,20940,21048,21408
3083702,2009,18300,19656,20172,20496,20664
144300,2009,7972,7362,12034,15184,18936
4121100,2009,8976,10884,12324,NULL,NULL
3007900,2009,13333,13473,NULL,NULL,NULL
497200,2009,4517,5513,5928,6038,NULL
326600,2009,16811,18268,20702,23085,25411
191900,2009,831,2298,4427,5561,5616
292900,2009,16939,18480,20637,21180,22001
2218200,2009,7812,9132,10644,NULL,NULL
1001400,2009,7103,8361,8393,9560,11139
168200,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
297300,2009,7260,7508,7729,5246,NULL
527300,2009,4436,6143,8241,8999,9000
803700,2009,6321,6574,7176,10562,10518
830300,2009,8775,9574,11786,12718,12718
538900,2009,8059,9814,10902,NULL,NULL
120200,2009,6244,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
456000,2009,14805,13671,17217,17217,17217
NULL,2009,NULL,NULL,NULL,NULL,NULL
2231900,2009,12960,13158,16710,16692,16860
2231901,2009,24366,24540,25092,NULL,25038
2203301,2009,20982,23062,23283,24037,24115
2203300,2009,24960,26208,26286,27690,27820
678200,2009,3907,6285,9371,10492,10870
3115300,2009,7290,7290,7290,7290,NULL
865500,2009,16848,19212,19728,19728,NULL
3061100,2009,17280,18780,18864,19680,NULL
326700,2009,11690,12425,15591,19537,22497
4125000,2009,14622,14514,NULL,NULL,NULL
101800,2009,3232,3971,4034,NULL,NULL
787100,2009,4399,6822,6918,6928,NULL
569900,2009,8615,9574,9941,NULL,NULL
319400,2009,17541,19142,21458,24979,27303
374900,2009,7302,8608,11824,15212,16165
2307400,2009,8744,8936,9680,NULL,NULL
3079800,2009,1263,3451,2391,NULL,NULL
144400,2009,16739,14178,18776,25766,36602
196400,2009,11301,14033,16354,17825,18381
144500,2009,8330,11587,16281,25978,41129
NULL,2009,NULL,NULL,NULL,NULL,NULL
3005400,2009,24564,24564,24912,25488,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
160200,2009,7938,9873,12436,12767,13223
4142900,2009,5610,7305,8142,10449,10375
950700,2009,5857,6946,9596,9951,10075
3089100,2009,19524,21228,21456,21852,22032
156900,2009,3490,6720,8510,9379,8796
NULL,2009,NULL,NULL,NULL,NULL,NULL
402400,2009,5467,6522,8216,NULL,NULL
156200,2009,4709,5747,7979,9303,9408
562200,2009,7165,8200,9981,9873,NULL
157200,2009,10798,12250,14963,15834,15842
157300,2009,8980,10101,11862,13251,13126
157400,2009,8987,9923,12889,14277,14711
260800,2009,11737,12235,18759,21687,25920
953000,2009,11804,14001,14001,NULL,NULL
866000,2009,6787,8031,8625,8757,NULL
326800,2009,9395,10137,17053,22566,29877
2494300,2009,11625,16005,17205,17760,NULL
973900,2009,18396,18144,18744,20652,20916
226300,2009,5985,7141,9294,10278,NULL
2338500,2009,38276,38682,42616,44520,44520
120300,2009,1685,NULL,NULL,NULL,NULL
107600,2009,6184,7610,9564,10654,10802
381300,2009,1385,1393,5981,6699,8831
2267500,2009,24285,26085,27735,27735,NULL
NULL,2009,39720,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
2540800,2009,26013,26912,30143,29591,30594
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,25026,25618,27260,27994,27994
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,25380,26023,23146,NULL,NULL
464200,2009,19183,18293,22068,22063,23546
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
4076400,2009,29071,NULL,NULL,NULL,NULL
368600,2009,15281,NULL,NULL,22762,NULL
2220500,2009,8999,9427,11827,13411,NULL
226400,2009,1176,2502,4861,6883,6183
120500,2009,8732,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
120600,2009,3343,NULL,NULL,NULL,NULL
142900,2009,18249,17939,18288,15128,14934
3010612,2009,23814,27512,27512,27512,27512
3010611,2009,23130,26117,24957,26117,26117
NULL,2009,NULL,NULL,NULL,NULL,NULL
3010614,2009,22955,23515,24656,24656,24656
3010613,2009,26042,25906,NULL,NULL,NULL
377800,2009,15902,17365,21798,23750,27759
649400,2009,23044,26861,26861,26861,NULL
2244900,2009,19567,18975,21237,22780,22813
215300,2009,20960,19580,23236,26293,29757
996800,2009,13116,13788,14820,NULL,NULL
157500,2009,7936,8859,11256,12168,12201
974700,2009,NULL,NULL,NULL,NULL,NULL
179900,2009,10491,12173,14435,18672,19013
207300,2009,12915,15336,23658,26925,31624
NULL,2009,NULL,NULL,NULL,NULL,NULL
914500,2009,NULL,NULL,NULL,NULL,NULL
2568500,2009,12276,13158,14274,14274,NULL
226500,2009,12692,12281,13194,16918,18152
180000,2009,9195,12074,15558,19396,21550
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL,NULL
254700,2009,10384,10021,12782,14885,12787
186600,2009,14626,13521,14220,17355,19900
NULL,2009,NULL,NULL,NULL,NULL,NULL
120700,2009,NULL,NULL,NULL,NULL,NULL
411700,2009,NULL,NULL,NULL,NULL,NULL
893800,2009,NULL,NULL,NULL,NULL,NULL
3002400,2009,16476,18756,20220,NULL,NULL
200600,2009,8321,9390,9410,12330,NULL
107400,2009,26690,27915,29245,29860,29860
226700,2009,3617,4529,6496,7551,7768
553100,2009,6957,7335,9795,NULL,NULL
226800,2009,9945,11696,15324,16476,16574
186700,2009,12675,13998,16054,18230,19215
3101300,2009,8847,8565,12446,12446,12446
NULL,2009,NULL,NULL,NULL,NULL,NULL
405800,2009,NULL,NULL,NULL,NULL,NULL
377900,2009,6222,7384,9607,10049,NULL
357000,2009,5239,6337,6932,NULL,NULL
697700,2009,6187,6996,7068,9269,NULL
258300,2009,19947,21640,21640,21640,21640
931400,2009,6041,8306,10110,11026,11026
