OPEID,DisbursementYear,Average net price (income 0-30 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 30 001-48 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 48 001-75 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 75 001-110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income over 110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV)
3962300,2013,8897,9884,NULL,NULL,NULL
4136400,2013,15334,17529,18883,20692,20692
4060300,2013,4809,NULL,NULL,NULL,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
2317800,2013,18828,19413,NULL,20624,21896
2106601,2013,18947,19047,19598,23821,18420
3706300,2013,12905,13888,16151,16485,18228
NULL,2013,15626,14194,NULL,NULL,NULL
2106600,2013,13528,14711,15927,NULL,17514
2113613,2013,17499,19055,20332,23092,23799
2113610,2013,19296,20374,17749,24724,NULL
2113600,2013,17180,17371,18794,21847,22357
211400,2013,18044,18843,18545,20385,21117
274100,2013,39083,NULL,40516,NULL,NULL
4192100,2013,NULL,NULL,NULL,NULL,NULL
4159700,2013,17877,19077,NULL,NULL,NULL
757200,2013,29726,31965,36910,40513,40500
372600,2013,19809,18972,22728,21657,NULL
372614,2013,18909,NULL,23997,NULL,NULL
372610,2013,20158,NULL,NULL,NULL,NULL
372612,2013,19063,NULL,25666,25666,NULL
372609,2013,20040,NULL,NULL,NULL,NULL
1048907,2013,18916,20017,20773,NULL,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
372611,2013,18722,21086,NULL,NULL,NULL
3819300,2013,8981,9301,10465,14185,NULL
123200,2013,6097,6558,8317,9955,12051
1001000,2013,2111,2854,3377,4110,NULL
2601000,2013,13557,13990,12905,NULL,NULL
2311200,2013,35075,35897,36264,36643,NULL
4127700,2013,NULL,15205,NULL,NULL,NULL
4176000,2013,2134,NULL,NULL,NULL,NULL
4174800,2013,11260,10888,12971,NULL,NULL
143400,2013,24281,25574,28174,30920,41908
3225300,2013,NULL,28199,NULL,28092,NULL
1194101,2013,10255,11583,NULL,NULL,NULL
1194100,2013,9893,11224,13455,NULL,NULL
2270802,2013,32157,33616,34974,37314,37574
2270800,2013,9846,10255,12359,13199,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
211500,2013,1936,8389,10016,20930,40162
2503400,2013,6736,9974,NULL,NULL,NULL
182300,2013,NULL,NULL,NULL,NULL,NULL
178400,2013,14637,14518,19061,20709,20133
178500,2013,20389,21569,21743,24107,24776
341800,2013,15131,15890,19714,19347,21049
211600,2013,NULL,NULL,NULL,NULL,NULL
154500,2013,13976,15325,18073,17415,19195
223800,2013,16210,18877,19430,22472,25431
4160400,2013,14574,17196,18013,19831,NULL
4164400,2013,15899,16314,20062,17287,NULL
666100,2013,5372,5923,7646,NULL,4724
354100,2013,9452,10756,16256,16767,16391
211700,2013,20412,22876,24518,25829,29036
205800,2013,12448,12958,14866,16905,16871
4191300,2013,18025,NULL,NULL,NULL,NULL
735000,2013,14690,15036,17489,18988,19319
233200,2013,11256,11842,14310,15988,16158
111300,2013,5395,NULL,11430,NULL,NULL
2234900,2013,2648,2013,NULL,NULL,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
301002,2013,NULL,NULL,NULL,NULL,NULL
301000,2013,NULL,NULL,NULL,NULL,NULL
301004,2013,NULL,NULL,NULL,NULL,NULL
301003,2013,NULL,NULL,NULL,NULL,NULL
301005,2013,19220,23857,24762,29562,28348
803100,2013,NULL,NULL,NULL,NULL,NULL
1289100,2013,21010,23489,NULL,24023,NULL
1289102,2013,22110,21677,21345,20758,NULL
1289101,2013,22600,NULL,24620,NULL,NULL
743000,2013,20741,23082,26143,30228,30947
3067000,2013,17722,19352,21500,22845,22845
3156400,2013,NULL,NULL,NULL,NULL,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
961200,2013,969,NULL,NULL,NULL,NULL
3513400,2013,9157,9739,NULL,NULL,NULL
751800,2013,16893,18279,18814,22022,NULL
2562300,2013,8527,NULL,12978,12978,12978
2159100,2013,7118,NULL,NULL,NULL,NULL
754400,2013,11908,12898,14586,17725,20100
4180600,2013,NULL,NULL,NULL,NULL,NULL
3559300,2013,NULL,NULL,NULL,NULL,NULL
290600,2013,6845,8379,12358,17096,17536
3068600,2013,19960,20391,20605,NULL,NULL
223900,2013,10730,11742,12554,13564,12131
347700,2013,26799,27084,23680,30324,26111
163200,2013,NULL,NULL,NULL,NULL,NULL
134600,2013,6560,8202,10360,12517,12786
323500,2013,21046,21223,23573,26540,27357
2179902,2013,19416,20908,19114,NULL,NULL
2179936,2013,18695,21659,22297,NULL,NULL
2179919,2013,19999,22727,NULL,NULL,NULL
2179930,2013,NULL,17815,NULL,NULL,NULL
2179905,2013,15293,19877,NULL,NULL,NULL
2179932,2013,19502,NULL,20038,NULL,NULL
2179928,2013,20681,20906,25416,NULL,NULL
2179914,2013,18970,19161,NULL,NULL,NULL
2179900,2013,20387,25763,NULL,NULL,25763
2179907,2013,18177,18630,19293,22793,NULL
2179907,2013,31651,31981,34322,36837,37108
2179935,2013,18496,NULL,NULL,23107,NULL
2179929,2013,21958,NULL,22340,NULL,NULL
2179908,2013,22690,21775,25775,NULL,NULL
2179918,2013,NULL,NULL,NULL,NULL,NULL
2179921,2013,NULL,16660,NULL,NULL,NULL
2179913,2013,21662,NULL,NULL,NULL,NULL
2179909,2013,NULL,NULL,NULL,NULL,NULL
2179938,2013,26286,27301,31679,32918,33677
2179948,2013,24708,25146,29425,31191,31616
2179941,2013,25692,26173,28577,30017,32310
2179944,2013,24398,24308,27255,27603,29470
2179945,2013,25599,26120,26741,30521,29776
2179947,2013,23595,23452,24454,27587,29552
2179943,2013,26647,25624,27277,30914,32806
2179939,2013,26386,25813,27426,31487,31224
2179901,2013,17834,18146,21931,23047,23047
2179903,2013,18379,23317,NULL,NULL,NULL
972300,2013,15659,20712,17895,20329,20712
886400,2013,12634,13850,NULL,NULL,NULL
1180200,2013,12937,NULL,NULL,NULL,NULL
1084700,2013,28138,29029,29252,31177,32627
2598000,2013,NULL,NULL,NULL,NULL,NULL
711300,2013,22665,22041,20957,23255,24204
NULL,2013,NULL,NULL,NULL,NULL,NULL
3115000,2013,20236,21629,22652,23491,24240
NULL,2013,NULL,NULL,NULL,NULL,NULL
4120900,2013,32571,35335,36002,37385,37594
3695500,2013,NULL,NULL,NULL,NULL,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
NULL,2013,8557,10582,13898,16557,17514
NULL,2013,8701,10209,13374,16070,16321
NULL,2013,10630,9407,17178,18270,18375
108100,2013,8246,9083,13292,14918,15904
NULL,2013,6489,7833,10614,13637,14589
4131400,2013,NULL,NULL,NULL,NULL,NULL
107100,2013,9017,9417,10087,11670,8637
108700,2013,16853,16788,17413,20024,NULL
3997300,2013,8987,11345,12603,NULL,NULL
3005100,2013,10167,NULL,NULL,NULL,NULL
3023400,2013,16095,16535,NULL,NULL,NULL
1286000,2013,6437,7113,7229,10318,NULL
2348200,2013,10035,10358,11448,NULL,NULL
109100,2013,5165,5647,7759,9809,10058
109000,2013,7990,8185,11353,12230,11508
109003,2013,11103,12167,13147,15647,15647
109002,2013,3803,4546,6080,6699,NULL
109000,2013,NULL,NULL,NULL,NULL,NULL
108900,2013,8433,8399,10294,11585,11585
2081400,2013,11262,11332,14988,15334,15072
2521200,2013,20163,20283,21258,24283,NULL
3159300,2013,23415,23564,23648,NULL,NULL
154600,2013,12451,13649,15997,17564,17817
2257400,2013,11121,13728,14700,15000,NULL
643500,2013,13045,7096,17365,8029,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
301100,2013,14027,17974,18860,21879,21235
111600,2013,40082,42031,38611,47198,49625
2363500,2013,8717,NULL,NULL,NULL,NULL
2538500,2013,10407,NULL,13640,NULL,NULL
2538502,2013,9047,NULL,NULL,NULL,NULL
2525900,2013,13621,NULL,NULL,NULL,NULL
3816301,2013,11415,12600,NULL,NULL,NULL
3816300,2013,11181,NULL,NULL,NULL,NULL
3095500,2013,22011,22977,24552,26113,27871
195300,2013,NULL,NULL,NULL,NULL,NULL
195200,2013,18677,19565,24526,26365,29741
4057300,2013,18940,NULL,NULL,NULL,NULL
403300,2013,9353,9906,11250,13840,14840
188100,2013,21253,21153,19004,16109,14410
199000,2013,6512,6555,8621,10719,11332
3117000,2013,8867,7342,NULL,NULL,NULL
301200,2013,19027,20693,21800,25278,27739
2187900,2013,8896,10914,11435,14162,NULL
4188700,2013,11816,NULL,13646,NULL,NULL
2595600,2013,83,NULL,NULL,NULL,NULL
3012300,2013,6993,NULL,NULL,NULL,NULL
1115000,2013,5242,5608,6322,9777,10520
NULL,2013,11700,9284,11768,14074,NULL
4080300,2013,20821,NULL,21705,NULL,NULL
2169900,2013,15976,NULL,NULL,NULL,NULL
1212000,2013,NULL,NULL,NULL,NULL,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
2506000,2013,12486,12558,12742,NULL,NULL
902200,2013,18336,18637,19187,NULL,NULL
2553500,2013,20129,20132,21362,NULL,NULL
211800,2013,17166,20859,22062,25629,30472
4152700,2013,5508,5508,5508,5508,5508
4038303,2013,18158,NULL,NULL,NULL,NULL
4038300,2013,22591,NULL,NULL,NULL,NULL
4178700,2013,12286,13484,13624,13624,NULL
3544300,2013,7586,8069,NULL,NULL,NULL
4192200,2013,22218,21843,26343,NULL,NULL
100800,2013,NULL,NULL,NULL,NULL,NULL
560000,2013,5389,5908,7930,9148,5276
3740400,2013,18392,19848,20218,NULL,NULL
4160200,2013,5727,NULL,NULL,NULL,NULL
3104500,2013,30951,29670,33878,31986,NULL
1216500,2013,10686,11023,13665,14078,15545
2580200,2013,12787,13014,16061,17159,17159
854300,2013,2891,2966,5732,6637,7799
3173300,2013,NULL,NULL,NULL,NULL,NULL
2234600,2013,21880,22124,NULL,NULL,NULL
259600,2013,15472,16114,18378,20317,20652
3429600,2013,NULL,NULL,NULL,NULL,NULL
1226300,2013,6734,7128,10159,NULL,NULL
2505400,2013,2945,2808,5338,6695,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
3468500,2013,35891,37314,37951,40651,NULL
3051400,2013,16359,NULL,NULL,NULL,NULL
100900,2013,13191,16272,18240,19276,20142
831000,2013,9044,11037,14542,15537,15579
233400,2013,16471,16876,20303,22923,27975
4021300,2013,7954,NULL,NULL,NULL,NULL
559900,2013,8506,9968,11788,14538,14082
NULL,2013,1135,1863,4019,6130,5973
163300,2013,16501,17231,20005,24912,27311
345800,2013,13828,12114,16011,20555,21257
3727600,2013,26089,26937,28616,29686,28583
3776300,2013,22851,24172,25770,26574,27342
648700,2013,18491,NULL,NULL,24311,NULL
163400,2013,13607,13507,16782,19298,21633
354300,2013,17558,18826,21369,24315,29887
1201500,2013,7933,8940,11822,13468,13559
2362800,2013,NULL,NULL,NULL,NULL,NULL
4203500,2013,13373,14921,NULL,NULL,NULL
347800,2013,8698,10438,13498,14833,15301
354400,2013,NULL,NULL,NULL,NULL,NULL
737200,2013,12468,13074,14830,15294,14750
2297702,2013,5048,6077,9077,NULL,NULL
2297700,2013,5006,5818,7871,9404,NULL
2297701,2013,5433,5640,5610,10633,NULL
2297705,2013,5105,6542,7295,NULL,NULL
1162100,2013,10268,8962,13773,12175,17454
1162101,2013,10282,11932,14220,16977,17390
834300,2013,11055,11055,NULL,NULL,NULL
4160500,2013,7602,4871,8079,NULL,NULL
2258600,2013,13780,15057,15757,NULL,NULL
1085802,2013,11127,12517,14087,NULL,NULL
1085800,2013,10608,12334,13759,14520,14520
1085801,2013,9679,10913,11392,NULL,NULL
2519800,2013,17542,16080,17849,NULL,NULL
4171700,2013,12454,15330,15330,15330,NULL
3691400,2013,NULL,NULL,NULL,NULL,NULL
3941300,2013,15853,15829,17445,19444,20911
3837300,2013,12031,12761,15310,16090,16090
4155900,2013,17131,NULL,NULL,NULL,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
2258400,2013,11444,13277,15061,15949,16331
4176700,2013,15504,NULL,NULL,NULL,NULL
4140700,2013,14008,15580,17697,18830,18830
4141000,2013,17370,16707,19365,18394,16986
4137800,2013,15221,17159,18379,19659,19659
2600900,2013,13747,14867,16893,17453,17753
4167100,2013,9343,13070,14129,14184,14184
4203300,2013,15457,16462,18015,19618,19558
2117800,2013,13031,13334,16029,17461,NULL
4137801,2013,16275,17313,19713,20563,20563
NULL,2013,NULL,NULL,NULL,NULL,NULL
2123200,2013,15182,14763,17318,18793,18936
4174500,2013,10700,10875,13063,15220,15220
3839300,2013,20444,21734,23037,23940,24220
NULL,2013,NULL,NULL,NULL,NULL,NULL
4171400,2013,11463,NULL,14012,14012,14012
4072300,2013,13999,21489,22086,22113,22113
4142300,2013,12678,13133,15126,16138,NULL
4119400,2013,13174,13769,16434,16856,16856
4134800,2013,11584,13491,15152,15709,15709
4194500,2013,14133,NULL,16661,18611,18611
987300,2013,11669,15627,15819,NULL,NULL
4160700,2013,19230,19502,22490,NULL,22490
492900,2013,NULL,NULL,NULL,NULL,NULL
598700,2013,NULL,NULL,NULL,NULL,NULL
370200,2013,17174,18683,17526,20959,22811
370200,2013,NULL,NULL,NULL,NULL,NULL
4038400,2013,19675,22591,NULL,NULL,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
3523300,2013,21958,22253,23849,25707,26132
3126300,2013,25965,27630,28722,30355,NULL
3573300,2013,26152,25454,30146,30146,30146
4146700,2013,24437,25250,26913,28413,28413
3176300,2013,24159,27471,28271,26496,NULL
3616300,2013,23141,NULL,NULL,NULL,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
3883400,2013,26405,28343,26568,29543,NULL
4156400,2013,22512,23075,27163,27163,NULL
3110700,2013,23437,24351,25445,27501,27501
3986300,2013,71160,74473,74473,NULL,NULL
244900,2013,16916,14763,17073,21279,21981
3160300,2013,NULL,NULL,NULL,NULL,NULL
826300,2013,13473,14821,14984,NULL,NULL
462100,2013,20569,22904,22991,NULL,NULL
111700,2013,23732,24672,27033,30442,34939
111700,2013,16569,NULL,NULL,NULL,NULL
1235900,2013,751,NULL,NULL,NULL,NULL
212100,2013,19718,16899,23077,27439,42299
314700,2013,13997,13634,17141,17309,19257
1107400,2013,4031,4491,6379,8581,8336
4188400,2013,NULL,12100,7750,11200,NULL
2622900,2013,NULL,NULL,NULL,NULL,NULL
4081300,2013,5295,4700,7248,NULL,NULL
467300,2013,10953,11888,14676,14931,16025
467313,2013,21770,NULL,NULL,NULL,NULL
467317,2013,12663,12999,14083,16842,16553
467305,2013,13030,13016,13564,16106,17529
467301,2013,12688,13862,14945,16861,18243
467302,2013,12602,13292,15440,16515,17146
467309,2013,11674,10945,12186,15915,15372
467303,2013,12596,12816,14737,16701,17300
467304,2013,10668,11209,14074,15652,17068
467306,2013,8463,9470,11171,13746,15298
190300,2013,14556,15604,16587,19962,20247
111800,2013,2898,NULL,NULL,NULL,NULL
3110800,2013,NULL,NULL,NULL,NULL,NULL
1226801,2013,8900,11887,13380,NULL,NULL
1226800,2013,6891,11500,11691,NULL,NULL
3067400,2013,3286,5147,5223,NULL,NULL
301400,2013,14658,15005,18380,21204,22313
178600,2013,9178,12197,16631,18822,19971
206100,2013,7283,NULL,NULL,NULL,NULL
3296300,2013,17844,18131,18422,NULL,NULL
3296301,2013,17713,18954,19890,20212,20331
2494700,2013,10958,12317,NULL,NULL,NULL
2337400,2013,NULL,NULL,NULL,NULL,NULL
266900,2013,NULL,NULL,NULL,NULL,NULL
1320800,2013,11271,11986,15024,16646,16646
3105200,2013,12611,15554,17310,17846,16596
660600,2013,NULL,NULL,NULL,NULL,NULL
3440300,2013,6313,6041,9117,15514,14745
2331200,2013,NULL,NULL,NULL,NULL,NULL
3116900,2013,NULL,NULL,NULL,NULL,NULL
3733300,2013,8654,8879,11442,NULL,NULL
3010700,2013,12542,13977,14463,15863,15863
NULL,2013,NULL,NULL,NULL,NULL,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
191700,2013,20122,20998,22590,24467,13990
267100,2013,16364,21395,25999,29411,39038
964500,2013,26399,23265,24435,29509,41403
270800,2013,15943,11110,14817,24505,43023
638900,2013,NULL,NULL,NULL,NULL,NULL
4164900,2013,16113,16212,NULL,NULL,NULL
2518900,2013,8741,8262,8962,NULL,NULL
146600,2013,18897,17768,21037,25689,27200
111900,2013,9214,NULL,NULL,NULL,NULL
290800,2013,19366,19626,20352,22219,26241
460800,2013,7824,6654,9012,10574,10587
2242500,2013,NULL,NULL,NULL,NULL,NULL
203600,2013,14332,7196,13749,26267,37061
530600,2013,7012,8707,10842,12655,13045
3730300,2013,7991,8931,11342,12461,12668
2335701,2013,NULL,NULL,NULL,NULL,NULL
2335702,2013,NULL,NULL,NULL,NULL,NULL
2197500,2013,NULL,NULL,NULL,NULL,NULL
1157400,2013,19620,20496,NULL,NULL,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
NULL,2013,NULL,NULL,NULL,NULL,NULL
224000,2013,6035,7382,9782,12269,12614
3066600,2013,5451,5689,7123,NULL,NULL
212200,2013,18051,18519,20433,23726,26281
396500,2013,23856,26612,25074,27798,26969
2338200,2013,23897,25447,26729,28929,28929
3758300,2013,4383,5229,NULL,NULL,NULL
494900,2013,NULL,NULL,NULL,NULL,NULL
354500,2013,26425,27775,30643,32273,37474
2285700,2013,3502,NULL,NULL,NULL,NULL
4192800,2013,6926,8543,7811,NULL,NULL
3373300,2013,38941,40658,40466,40091,41003
520400,2013,13178,14885,13495,13699,NULL
