OPEID,DisbursementYear,Average net price (income 0-30 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 30 001-48 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 48 001-75 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 75 001-110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income over 110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV)
2535600,2011,6144,5299,5047,NULL,NULL
2169600,2011,8858,5316,7539,9983,NULL
224600,2011,21519,25406,NULL,NULL,NULL
342500,2011,9862,12869,16123,17389,17824
510200,2011,NULL,NULL,NULL,NULL,NULL
808200,2011,-722,-66,1443,2359,NULL
398200,2011,25684,27644,30017,32501,34429
2110700,2011,9576,9964,10715,NULL,NULL
2110701,2011,9815,9851,10518,NULL,NULL
2110702,2011,10196,11281,11977,NULL,NULL
303100,2011,27640,31464,28389,34939,36901
399900,2011,5866,10308,NULL,NULL,NULL
303200,2011,11270,11953,15478,16521,17213
2090700,2011,27633,32580,36280,36280,NULL
492300,2011,3597,4281,4889,NULL,NULL
678700,2011,3910,5694,8610,10075,10148
843700,2011,13462,13935,18461,18640,NULL
2497500,2011,13770,NULL,18084,NULL,NULL
190900,2011,4074,5888,7265,8874,6994
575200,2011,4622,7505,10567,11047,11188
2309500,2011,10380,NULL,NULL,NULL,NULL
474300,2011,6826,7980,10332,10337,NULL
2338000,2011,3901,NULL,NULL,NULL,NULL
1109700,2011,1348,NULL,NULL,NULL,NULL
2352500,2011,7025,NULL,NULL,NULL,NULL
4115300,2011,6388,6475,8140,11060,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
240100,2011,707,1992,3425,4062,NULL
4126500,2011,6041,5791,7399,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
020635A1  ,2011,NULL,NULL,NULL,NULL,NULL
354600,2011,3100,4183,7113,8378,9122
531600,2011,7577,8160,8959,8993,NULL
345100,2011,10476,11932,14861,16424,17116
NULL,2011,NULL,NULL,NULL,NULL,NULL
4092300,2011,8165,7656,NULL,NULL,NULL
2063500,2011,2984,NULL,NULL,NULL,NULL
3577300,2011,12833,17008,NULL,17008,NULL
3090600,2011,9351,9933,10517,12850,NULL
107200,2011,3094,3907,5550,NULL,NULL
644300,2011,NULL,NULL,NULL,NULL,NULL
3100400,2011,8617,9634,12982,14071,14444
185400,2011,13558,15376,17448,20498,23672
191000,2011,1003,1105,1673,2582,4125
117700,2011,20719,15956,20286,26641,27558
342700,2011,12329,NULL,NULL,NULL,NULL
203900,2011,6849,11829,16832,17937,34464
191100,2011,4821,4884,8297,9613,10532
257200,2011,17920,21538,22814,26273,32049
NULL,2011,NULL,NULL,NULL,NULL,NULL
3157600,2011,1942,3234,5815,NULL,NULL
3452300,2011,9343,10022,9570,NULL,NULL
2552300,2011,8220,NULL,NULL,NULL,NULL
3800300,2011,6925,NULL,NULL,NULL,NULL
3061900,2011,7197,7197,NULL,NULL,NULL
1056700,2011,1699,2823,4770,NULL,NULL
729600,2011,27393,NULL,NULL,NULL,NULL
270000,2011,NULL,NULL,NULL,NULL,NULL
270100,2011,12222,9373,12513,20534,28257
2220000,2011,15625,15674,18739,19232,19832
677100,2011,26706,25671,28696,31878,33934
672000,2011,5434,NULL,NULL,NULL,NULL
3422400,2011,NULL,NULL,14577,NULL,14910
3071603,2011,14391,15741,NULL,NULL,NULL
3071601,2011,16436,16736,17536,NULL,NULL
3071602,2011,15536,17073,17873,NULL,NULL
3071600,2011,15663,15963,16763,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
147100,2011,6744,8095,9271,9038,8210
342800,2011,10910,12932,16818,17941,17937
155800,2011,5837,6297,8169,9362,10851
2106100,2011,7798,9117,NULL,NULL,NULL
2615800,2011,10642,10443,14518,14518,14518
665600,2011,4430,5240,9160,10576,10827
794100,2011,9243,10601,13128,10728,NULL
2337900,2011,6571,NULL,10660,11110,NULL
2079700,2011,8399,10669,NULL,NULL,NULL
2079701,2011,12415,12662,NULL,NULL,NULL
3128100,2011,18863,21285,22955,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
769400,2011,3619,4872,6751,8065,8497
117800,2011,8947,NULL,NULL,NULL,NULL
NULL,2011,11398,11830,11560,NULL,NULL
3125100,2011,7478,4799,9808,NULL,NULL
1034300,2011,4308,NULL,NULL,NULL,NULL
270300,2011,15013,15818,17085,21591,22312
214000,2011,14169,15232,19644,21814,23330
234100,2011,14692,14731,20312,25019,28346
260000,2011,9549,13234,15263,23886,27497
254000,2011,17298,16277,17580,19111,25209
118100,2011,4570,NULL,NULL,NULL,NULL
161900,2011,4817,4864,7390,9258,10021
206400,2011,6171,7354,9590,11520,11798
1036200,2011,5081,5713,7859,9184,9307
368500,2011,15829,20913,21278,23505,24463
269800,2011,3735,5568,9158,11937,12389
291700,2011,5641,6318,7080,6978,NULL
1138500,2011,11257,18086,16876,22422,33152
890300,2011,4634,9677,9677,9677,NULL
118200,2011,7209,NULL,NULL,NULL,NULL
214100,2011,12976,15529,17988,25104,41124
709600,2011,7863,9432,12171,13176,13454
3022400,2011,3273,2825,4128,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
997600,2011,6212,6916,9523,9525,NULL
250000,2011,9772,10143,11526,11387,NULL
118500,2011,5086,5798,8308,10688,11188
118600,2011,2544,NULL,NULL,NULL,NULL
118700,2011,9387,14092,NULL,NULL,NULL
-2,2011,5799,6841,9827,10767,10952
370500,2011,5755,7226,13179,19153,22833
2205000,2011,10932,12375,NULL,NULL,NULL
2594303,2011,21814,23269,26154,NULL,NULL
2594302,2011,21411,24451,NULL,NULL,NULL
2594300,2011,17656,19784,20142,NULL,NULL
3120300,2011,20961,21179,25339,NULL,NULL
2594301,2011,20796,26617,26617,NULL,NULL
NULL,2011,21024,21024,21024,NULL,NULL
2361400,2011,4100,5298,7202,8863,8852
1172500,2011,1608,NULL,NULL,7158,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
940100,2011,19753,22471,21583,23131,24298
134700,2011,10195,10286,16736,24118,37226
3289300,2011,15981,NULL,NULL,12291,NULL
3068201,2011,18850,18462,22492,23031,NULL
135800,2011,13342,14318,17080,18089,NULL
450600,2011,1544,1827,4847,5090,2804
135900,2011,8631,7976,10833,13003,12754
3584400,2011,21832,23232,24840,25866,25866
134800,2011,16512,18047,20664,23090,23443
1157200,2011,9315,NULL,NULL,NULL,NULL
3686300,2011,NULL,NULL,NULL,NULL,NULL
135000,2011,8501,9030,13549,17888,18322
NULL,2011,NULL,NULL,NULL,NULL,NULL
136500,2011,8022,9425,12540,14678,15247
001350A1  ,2011,NULL,NULL,NULL,NULL,NULL
1014800,2011,18375,18223,21945,22213,22413
1014802,2011,16529,18308,21315,21315,21315
1014805,2011,22460,23265,24929,25862,26049
1014804,2011,22577,23935,24383,26074,23758
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
2289200,2011,10643,NULL,NULL,NULL,NULL
377400,2011,5539,6502,8706,11456,11838
890200,2011,4105,4472,5521,NULL,NULL
890201,2011,5548,5563,5191,NULL,NULL
245600,2011,11816,12043,12720,12371,11157
770700,2011,3686,NULL,NULL,NULL,NULL
343000,2011,12745,13128,14405,16746,16544
4127300,2011,11421,11878,12623,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
166500,2011,26062,27537,29757,32303,34744
2110200,2011,22194,24049,26201,29535,30312
321312,2011,7549,8356,11394,12794,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
342900,2011,10379,12839,9343,17053,18236
4121500,2011,7013,8288,10197,11638,11520
348300,2011,4944,6060,8105,8749,NULL
156000,2011,NULL,NULL,NULL,NULL,NULL
270700,2011,6277,4124,9185,15887,36846
678900,2011,3167,3469,6127,7070,9093
2272700,2011,2936,-6586,5274,NULL,NULL
303900,2011,18571,18805,22316,26277,28846
686700,2011,3719,4670,7104,8764,8811
156100,2011,7909,8913,11071,13102,13070
562400,2011,5326,6264,7880,8774,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
355600,2011,22229,24923,26174,NULL,27183
2536600,2011,25379,26599,26716,29957,NULL
3367400,2011,11565,14117,NULL,NULL,NULL
3874400,2011,11290,12280,14458,16702,17336
323100,2011,4370,5272,7663,9244,9496
2276900,2011,17744,18217,20090,20527,21735
680700,2011,4813,5751,8321,9809,10164
954200,2011,8207,9074,12056,13712,14116
324900,2011,4757,6187,9029,10272,10364
340800,2011,4842,6197,8778,10135,10236
1116700,2011,4680,5621,8218,9678,9750
3015100,2011,NULL,NULL,NULL,NULL,NULL
4040300,2011,17998,NULL,20291,NULL,NULL
4163300,2011,23587,23837,NULL,29137,NULL
3108600,2011,10000,13086,13086,NULL,NULL
3416300,2011,16545,17707,19502,20196,20077
NULL,2011,NULL,NULL,NULL,NULL,NULL
3759300,2011,12944,NULL,NULL,NULL,NULL
246700,2011,22855,NULL,27120,26396,NULL
381000,2011,6941,8412,11031,11394,13795
887100,2011,23823,24896,28411,28612,28819
887101,2011,22425,22663,24638,27413,27413
807100,2011,25046,25737,25629,28791,28791
3542300,2011,21880,22791,25055,26848,26848
2361600,2011,22211,22236,23418,26811,19811
2157100,2011,19291,20015,23242,20962,24462
760700,2011,23553,24280,25957,28189,28189
888700,2011,22911,24777,25094,27715,27715
2361601,2011,18843,19023,20330,23133,NULL
853700,2011,22587,23294,25988,27373,27373
793000,2011,24136,24313,27398,28781,28781
NULL,2011,NULL,NULL,NULL,NULL,NULL
2089600,2011,21834,22207,23721,25831,26431
2275100,2011,18547,19875,21636,23393,23393
2089601,2011,21397,22305,25964,26381,NULL
2172700,2011,19290,19683,20736,23815,NULL
1055400,2011,9628,11143,12321,NULL,NULL
234600,2011,11622,14474,17833,22205,24736
270900,2011,17993,15457,19484,21576,22492
245700,2011,NULL,NULL,NULL,NULL,NULL
2087600,2011,NULL,NULL,NULL,NULL,NULL
224700,2011,15737,16676,16620,17944,30600
166600,2011,15191,14696,15021,19508,20619
2070500,2011,16972,18765,21518,24913,30042
254100,2011,13603,14224,17380,19176,19422
319100,2011,18678,17466,20679,21816,22645
234700,2011,17933,20548,21337,23350,25731
355700,2011,14100,16619,19280,21635,21915
384200,2011,16001,15618,18540,21770,23448
2058600,2011,2654,3398,6917,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
023166A1  ,2011,NULL,NULL,NULL,NULL,NULL
2316600,2011,11462,12006,14848,NULL,NULL
2316601,2011,NULL,NULL,NULL,NULL,NULL
137900,2011,6060,15447,19777,28047,41239
2148700,2011,8853,9749,11745,NULL,NULL
315300,2011,9780,9955,10293,10497,13245
3034400,2011,18698,20052,22491,23433,23951
3029900,2011,10553,9501,9700,16306,NULL
2289600,2011,10274,9622,9554,19610,NULL
1318900,2011,11198,11224,13634,14698,14698
2617000,2011,16459,18169,NULL,NULL,NULL
818903,2011,15997,NULL,20506,NULL,NULL
NULL,2011,17444,17541,21221,NULL,NULL
2617001,2011,15362,15408,17400,NULL,NULL
752200,2011,16997,17173,19950,21535,21535
818900,2011,18696,19979,21699,22530,NULL
119000,2011,8948,NULL,NULL,NULL,NULL
001191A1  ,2011,NULL,NULL,NULL,NULL,NULL
343100,2011,15350,15680,16208,19348,17933
2274300,2011,NULL,NULL,NULL,NULL,NULL
2248600,2011,NULL,NULL,NULL,NULL,NULL
271000,2011,9722,11641,12413,14052,16455
240200,2011,2419,2940,5100,3035,NULL
3542400,2011,7430,NULL,NULL,NULL,NULL
206800,2011,7677,9086,11686,13349,9383
133900,2011,19795,21322,19958,22080,26243
4131300,2011,8165,9545,NULL,NULL,NULL
185600,2011,10796,12037,14056,19816,23347
271100,2011,8244,9277,13513,22439,39459
226600,2011,14917,14495,15131,18512,21685
286300,2011,2981,4325,7294,8236,6976
1231500,2011,25291,30623,35607,37634,38183
2491700,2011,18893,18183,NULL,NULL,NULL
3455700,2011,NULL,NULL,NULL,NULL,NULL
2279600,2011,20567,20333,21640,22690,22690
NULL,2011,NULL,NULL,NULL,NULL,NULL
3766301,2011,14402,14114,16855,17759,NULL
3766300,2011,17736,20042,20833,NULL,NULL
2623800,2011,13603,15092,17426,17426,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
3099000,2011,26389,28210,28980,29527,29527
2582700,2011,19282,20694,20930,23955,23955
NULL,2011,21166,18301,NULL,NULL,NULL
2150600,2011,11224,11328,11705,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
1248300,2011,16272,17123,19111,20330,20330
3275300,2011,10831,11353,13564,14085,15585
2159800,2011,5968,NULL,NULL,NULL,NULL
960000,2011,6430,NULL,NULL,NULL,NULL
NULL,2011,9026,NULL,NULL,NULL,NULL
3832400,2011,12431,NULL,NULL,NULL,NULL
2548500,2011,6527,6207,9674,9674,9674
NULL,2011,NULL,NULL,NULL,NULL,NULL
4163400,2011,4804,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,3643,4025,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
2220900,2011,4292,4520,6947,NULL,NULL
753600,2011,6918,12714,NULL,NULL,NULL
245800,2011,10305,11490,15603,18435,20496
772900,2011,4569,5354,7901,9827,9512
NULL,2011,NULL,NULL,NULL,NULL,NULL
348400,2011,15520,17213,17722,21075,23698
661200,2011,NULL,NULL,NULL,NULL,NULL
470700,2011,NULL,NULL,NULL,NULL,NULL
190200,2011,5736,6005,8021,9367,8937
2068200,2011,17918,19754,23145,23336,24258
754900,2011,12387,12087,12326,10762,13847
4135000,2011,12954,12235,NULL,NULL,NULL
927200,2011,8737,NULL,NULL,NULL,NULL
224800,2011,NULL,NULL,NULL,NULL,NULL
2603100,2011,15648,16386,17741,17820,19266
679900,2011,5343,7251,8133,7663,8471
1005500,2011,9435,11118,14985,NULL,NULL
3319300,2011,9194,11021,11658,12490,8536
3319301,2011,11220,12194,13890,11169,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
3912300,2011,7164,NULL,NULL,NULL,NULL
254200,2011,18403,17372,18531,20201,20659
3010400,2011,14293,14973,15587,NULL,NULL
NULL,2011,4990,5340,3422,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
3456700,2011,16861,20137,20256,NULL,NULL
236600,2011,18851,18622,19539,21676,22926
245900,2011,4493,4740,5910,2979,2198
109500,2011,12611,12608,13488,13371,NULL
704400,2011,4070,4392,6211,NULL,NULL
238300,2011,17805,17694,20244,23990,26572
2494800,2011,5927,6929,NULL,9904,NULL
119200,2011,8501,13137,13137,13137,NULL
3723300,2011,26084,26436,28709,30326,30326
730400,2011,27686,31900,33725,35700,38792
NULL,2011,NULL,NULL,NULL,NULL,NULL
3876300,2011,15255,16755,NULL,NULL,NULL
246000,2011,13498,15001,17353,18414,20014
260100,2011,7388,8270,10195,12317,6996
348500,2011,12972,14254,17160,NULL,NULL
727300,2011,2353,4997,9065,11643,12358
269100,2011,5066,6817,9213,11160,11547
269200,2011,5688,7410,9768,11427,11698
268700,2011,2094,4190,8111,11234,11990
268800,2011,2603,4767,8449,11730,12555
476500,2011,NULL,NULL,NULL,NULL,NULL
861100,2011,4818,6980,8952,10700,11487
268900,2011,2586,4763,8975,11580,12387
269300,2011,1484,4122,8216,10765,11316
269400,2011,4194,6042,8759,10723,11106
1005100,2011,5070,6733,9020,10560,11313
702200,2011,1166,3599,8221,9956,11207
1009700,2011,4821,6905,10095,12000,NULL
269600,2011,3795,5916,9318,11955,12323
269000,2011,1658,4185,7783,10717,11683
269700,2011,4266,5994,8754,10543,10842
3191300,2011,NULL,NULL,NULL,NULL,NULL
2506100,2011,NULL,NULL,NULL,NULL,NULL
475900,2011,3213,5120,8683,11853,12690
214300,2011,23625,25280,28492,30397,33255
325100,2011,9180,9375,17725,20425,20425
NULL,2011,NULL,NULL,NULL,NULL,NULL
304000,2011,4618,5370,7753,7887,NULL
2336700,2011,18433,18534,20251,21234,NULL
2111300,2011,2484,NULL,NULL,NULL,NULL
1161400,2011,4162,2695,6243,3423,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
119300,2011,3380,8759,NULL,NULL,NULL
4150600,2011,21962,21962,25037,NULL,27512
NULL,2011,NULL,NULL,NULL,NULL,NULL
1163100,2011,9572,12225,NULL,NULL,NULL
3070500,2011,9590,9255,NULL,NULL,NULL
271200,2011,13559,15482,16645,19271,18771
499600,2011,3841,3057,5156,8610,8803
280800,2011,15260,15580,16806,18903,20952
299500,2011,5859,7103,9881,10524,12055
1040200,2011,13504,14497,15990,18117,18112
346300,2011,9899,10738,12600,14902,15397
346100,2011,13692,14499,16664,15467,21565
356000,2011,15188,14282,16641,18869,20770
3682400,2011,1850,NULL,NULL,NULL,NULL
694100,2011,14425,19288,20887,17613,20808
021002A1  ,2011,NULL,NULL,NULL,NULL,NULL
1076100,2011,26739,27002,27452,29077,NULL
3416500,2011,20622,21869,22653,24241,24442
356200,2011,NULL,NULL,NULL,NULL,NULL
395600,2011,2455,3558,5824,6661,7624
473100,2011,23773,23952,27342,28477,28490
166900,2011,4566,5623,7143,9266,8601
375800,2011,5211,5867,8111,10441,10441
2111600,2011,NULL,NULL,NULL,NULL,NULL
4146400,2011,NULL,NULL,NULL,NULL,NULL
257300,2011,8193,5969,8343,18940,36050
154300,2011,4412,4845,8505,9398,10078
224900,2011,16893,18952,19391,18808,NULL
1082700,2011,13968,13985,18260,18260,17735
3614300,2011,3002,2781,NULL,NULL,NULL
291800,2011,7165,9946,14416,20450,30405
291900,2011,8525,9326,11812,12393,14972
381100,2011,12530,13461,15816,17272,18917
2156600,2011,NULL,NULL,854,NULL,NULL
485500,2011,17459,19192,22892,22892,22892
2169100,2011,10824,11926,14922,19417,20976
3025800,2011,15766,16379,18459,18679,19373
252900,2011,4054,6247,7605,10426,10103
3848300,2011,11015,11702,14015,NULL,NULL
931305,2011,19792,20740,21427,NULL,NULL
493402,2011,25713,27668,NULL,NULL,NULL
2056800,2011,23278,NULL,26449,NULL,NULL
2056804,2011,23932,23431,NULL,NULL,NULL
2056802,2011,24327,NULL,NULL,NULL,NULL
931307,2011,32852,NULL,38246,NULL,NULL
2056803,2011,24077,23749,NULL,NULL,NULL
931300,2011,32802,32822,33609,NULL,NULL
493401,2011,25845,27677,29147,30778,NULL
493404,2011,25314,26087,26175,26591,NULL
493400,2011,25400,NULL,NULL,NULL,NULL
3116200,2011,6404,10290,NULL,NULL,NULL
4117300,2011,21491,21453,22374,24010,24218
3939600,2011,15643,16187,18572,19497,NULL
147500,2011,6064,6664,9361,10461,10224
3072600,2011,10188,11275,13367,NULL,NULL
448000,2011,3541,9247,NULL,NULL,NULL
1063200,2011,7265,NULL,NULL,NULL,NULL
214400,2011,18504,19633,24378,26792,27364
918600,2011,18222,19948,21548,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
304100,2011,18229,17756,20450,23285,24920
356300,2011,3643,4458,7825,9236,10070
3084800,2011,3928,NULL,NULL,NULL,NULL
3081600,2011,10313,10836,11716,10981,NULL
4139800,2011,19052,20280,24888,22233,29260
711000,2011,5355,7876,9618,11842,12378
3128400,2011,8723,10018,13218,13218,NULL
3702300,2011,10439,8366,7651,8926,NULL
142800,2011,10762,12817,13693,15892,15588
007053A1  ,2011,NULL,NULL,NULL,NULL,NULL
705300,2011,4402,5096,NULL,NULL,NULL
2144900,2011,4455,7951,7951,NULL,NULL
1172700,2011,4420,7450,NULL,NULL,NULL
325200,2011,19909,20555,20929,23596,25602
462500,2011,5628,6740,9836,11418,11584
3025600,2011,NULL,NULL,NULL,NULL,NULL
744700,2011,19372,17324,NULL,NULL,NULL
2249900,2011,4125,4274,NULL,NULL,NULL
225100,2011,3057,3915,6988,8440,8623
3332600,2011,11482,12051,16959,18759,18759
2538300,2011,12572,14771,17848,18768,18768
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
2156200,2011,7481,8356,8631,11731,NULL
2055500,2011,19195,19999,21583,24071,NULL
240300,2011,9924,10934,12752,13835,12276
033683A1  ,2011,12300,NULL,NULL,NULL,NULL
989800,2011,11667,NULL,NULL,NULL,NULL
2619200,2011,8493,8465,12658,13529,13529
304200,2011,37613,37863,34295,39040,NULL
536300,2011,6623,6671,10002,10366,NULL
4148300,2011,26757,30489,29472,NULL,30489
135200,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
167100,2011,17272,18346,22247,27066,31446
179200,2011,14270,13545,19324,21289,28086
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
712000,2011,8759,9218,11755,13256,13265
185500,2011,NULL,NULL,NULL,NULL,NULL
398600,2011,20565,20430,25442,26032,30340
2298000,2011,26513,NULL,33201,33201,NULL
3646300,2011,5266,5537,7850,9744,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
3005700,2011,9314,12360,12683,15602,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
2075400,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
3112106,2011,5296,6848,9458,NULL,NULL
3112102,2011,6664,7082,7850,8278,NULL
3112101,2011,6812,7307,9209,9931,NULL
3112105,2011,6188,6802,7647,NULL,NULL
NULL,2011,6176,6337,7261,NULL,NULL
031121A1  ,2011,3864,4329,5485,7728,NULL
3112100,2011,6777,7147,7915,8191,NULL
3112107,2011,6510,7495,7853,NULL,NULL
NULL,2011,6427,7146,7517,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
119100,2011,8041,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,11926,NULL,NULL,NULL,NULL
325300,2011,12044,16323,17158,23863,34060
298900,2011,7571,7511,10097,11173,11645
3030900,2011,13478,13990,14136,NULL,NULL
2260200,2011,13157,13893,14888,15255,NULL
3724300,2011,29796,30002,29409,29709,31405
NULL,2011,NULL,NULL,NULL,NULL,NULL
4127400,2011,18542,19641,NULL,NULL,24204
4116900,2011,8728,11163,12763,14613,14613
200400,2011,12242,10960,13469,13011,7809
551900,2011,14687,13989,16099,17030,NULL
824600,2011,9021,9513,10398,11256,NULL
2154000,2011,22112,25212,27212,27212,NULL
1148100,2011,28563,30388,31788,32445,32445
2553600,2011,11913,11513,11963,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
185800,2011,4815,5705,NULL,NULL,13484
4121700,2011,10332,9167,10042,NULL,NULL
367100,2011,13438,13909,16192,18084,18703
653700,2011,NULL,NULL,NULL,NULL,NULL
254400,2011,12506,13467,17790,20212,20965
254401,2011,NULL,NULL,NULL,NULL,NULL
191300,2011,7176,7600,8545,9624,9691
NULL,2011,NULL,NULL,NULL,NULL,NULL
271300,2011,18285,20739,21083,23748,26715
129600,2011,NULL,NULL,NULL,NULL,NULL
175000,2011,12471,12213,15590,18458,19381
119600,2011,25089,25832,26578,30383,36794
4124000,2011,17269,19659,20226,22926,NULL
2158800,2011,7499,9092,9702,10219,NULL
2164300,2011,8354,10014,9005,11755,NULL
3109500,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
191400,2011,12927,13515,15451,NULL,NULL
185900,2011,19793,17894,19787,22722,25075
NULL,2011,NULL,NULL,NULL,NULL,NULL
469205,2011,23528,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
469202,2011,23548,26491,28749,NULL,12008
469204,2011,22305,NULL,24638,NULL,NULL
469206,2011,22472,NULL,NULL,15437,NULL
469208,2011,23045,22518,NULL,NULL,NULL
469200,2011,21669,23380,NULL,26530,NULL
469207,2011,22361,21648,NULL,26886,NULL
469201,2011,22100,NULL,26892,NULL,NULL
2068300,2011,24797,25347,28785,32472,30694
2588200,2011,14672,16136,19151,18434,19484
266700,2011,22974,24307,26468,26772,27731
563800,2011,813,2325,1660,-500,NULL
3888300,2011,NULL,NULL,NULL,NULL,NULL
186000,2011,18362,17528,21332,23837,26774
260300,2011,16119,20970,26089,28757,36141
325600,2011,26349,29085,33284,34763,37822
246100,2011,12067,14299,18907,26184,24874
489300,2011,13192,13695,14654,15219,15219
489302,2011,17009,17296,18230,19330,NULL
489301,2011,13812,NULL,16666,NULL,NULL
2131100,2011,6826,9826,12098,NULL,12376
292000,2011,8049,8043,15937,23905,41618
989200,2011,22964,25206,26144,26560,27060
464100,2011,20555,22006,23980,25570,26110
325800,2011,16267,19736,21477,25402,27696
3748500,2011,17187,18802,NULL,NULL,NULL
544800,2011,2822,6883,7585,NULL,NULL
2172800,2011,11622,11793,12043,15368,NULL
286400,2011,1130,2947,5754,7049,6908
4154800,2011,13644,15379,17144,18194,18194
683500,2011,8150,8364,11084,11982,13043
761100,2011,10351,11249,13174,14357,13857
2178501,2011,20428,21748,24299,25470,26178
2178500,2011,16570,17875,19821,21694,20187
179300,2011,12992,14333,20216,23532,28777
1226000,2011,2308,2860,5024,8527,NULL
292300,2011,7181,7785,10774,15705,16763
886200,2011,4806,5714,7389,8502,9669
240400,2011,2542,3375,5898,7411,8593
315400,2011,7084,10655,NULL,NULL,NULL
1099700,2011,5659,6451,9006,11116,10715
NULL,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
2226000,2011,7600,NULL,NULL,NULL,NULL
240500,2011,1297,1787,2105,1747,2571
3116600,2011,4523,4523,NULL,NULL,NULL
332000,2011,9659,10915,14508,16798,17152
348700,2011,10951,12256,15943,17579,17517
356400,2011,12277,13668,13688,18156,19964
3572300,2011,6499,6279,8623,NULL,NULL
3429700,2011,NULL,NULL,NULL,NULL,NULL
3074500,2011,NULL,NULL,NULL,NULL,NULL
NULL,2011,NULL,NULL,NULL,NULL,NULL
2168600,2011,24441,24587,24694,27489,27489
107300,2011,4228,4802,7152,7190,NULL
2492600,2011,18717,19936,NULL,NULL,NULL
2272400,2011,11725,NULL,NULL,NULL,NULL
2272401,2011,12406,NULL,NULL,NULL,NULL
142500,2011,15563,16493,18184,21350,23527
147000,2011,4846,5450,6936,6735,4837
727500,2011,2122,2865,4667,6350,7175
1113300,2011,9697,8886,11496,13557,NULL
167400,2011,10223,12104,17114,19928,20100
3122601,2011,8190,9465,10277,13110,NULL
3122600,2011,1224,3014,5114,NULL,NULL
