OPEID,DisbursementYear,Average net price (income 0-30 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 30 001-48 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 48 001-75 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 75 001-110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income over 110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV)
118100,2012,6102,NULL,NULL,NULL,NULL
161900,2012,4727,5250,7355,9110,9613
206400,2012,7459,8503,10971,12800,13057
1036200,2012,5590,6204,8157,10114,10246
368500,2012,15775,21437,22105,24945,28925
269800,2012,4811,7057,10146,13159,13619
291700,2012,5570,6384,6765,9676,NULL
1138500,2012,15977,17386,19855,21418,32678
890300,2012,6023,11119,NULL,NULL,NULL
118200,2012,7604,NULL,NULL,NULL,NULL
214100,2012,10741,16532,17525,26071,42456
709600,2012,7991,9451,11902,13563,NULL
3022400,2012,3616,3857,3388,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
997600,2012,7512,8851,10140,11930,NULL
250000,2012,10875,11389,11211,13092,NULL
118500,2012,4583,5383,7776,8870,11143
118600,2012,1971,NULL,NULL,NULL,NULL
118700,2012,7296,NULL,NULL,NULL,NULL
-2,2012,6286,6965,8971,10508,10547
370500,2012,3528,7487,13837,20604,23662
2205000,2012,9952,10591,NULL,NULL,NULL
2594303,2012,24458,25712,27598,NULL,NULL
2594302,2012,22044,23881,NULL,NULL,NULL
2594300,2012,17932,18841,20853,NULL,NULL
3120300,2012,20587,21791,NULL,NULL,NULL
2594301,2012,22426,26634,NULL,NULL,NULL
3120301,2012,21157,21512,21600,NULL,NULL
2361400,2012,4060,5112,7293,8274,8927
1172500,2012,4208,4208,6983,NULL,NULL
4185000,2012,19065,NULL,NULL,NULL,NULL
940100,2012,19993,21946,24200,25021,25749
134700,2012,12429,15594,14486,23232,36097
3289300,2012,9105,10780,NULL,11030,NULL
3068201,2012,17979,20156,21784,22448,22448
135800,2012,13895,15022,17837,18777,NULL
450600,2012,3332,4631,6246,7777,8651
135900,2012,8856,9239,11332,13895,13935
3584400,2012,18391,19876,NULL,NULL,22018
134800,2012,19089,20025,23153,24772,24914
1157200,2012,10648,NULL,NULL,NULL,NULL
3686300,2012,NULL,NULL,NULL,NULL,NULL
135000,2012,9147,9455,14364,19154,19714
NULL,2012,NULL,NULL,NULL,NULL,NULL
136500,2012,10035,10624,12965,15039,15110
3343700,2012,NULL,NULL,NULL,NULL,NULL
1014800,2012,16850,17306,20236,22031,22256
1014802,2012,16848,17463,20941,21966,21966
1014805,2012,19597,20334,22143,24143,24342
1014804,2012,18975,19342,21400,23833,24833
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,21530,NULL,NULL,NULL,NULL
2289200,2012,10108,10108,NULL,8041,15658
377400,2012,6194,7178,9291,11989,12314
890200,2012,5093,4837,7961,NULL,NULL
890201,2012,5717,6601,NULL,NULL,NULL
245600,2012,11161,11162,12046,11450,11551
770700,2012,4197,NULL,NULL,NULL,NULL
343000,2012,16236,11670,16700,18745,19111
4127300,2012,11445,13068,14079,NULL,NULL
NULL,2012,2847,3233,NULL,NULL,NULL
4159400,2012,NULL,NULL,NULL,NULL,NULL
166500,2012,24841,25995,28841,31018,33392
2110200,2012,24163,23649,23491,29920,29920
4151900,2012,7462,7537,9310,10399,11999
NULL,2012,NULL,NULL,NULL,NULL,NULL
342900,2012,9247,10548,13292,14053,17740
4121500,2012,9101,10036,11237,13069,13333
348300,2012,5498,6964,9013,10252,10559
156000,2012,NULL,NULL,NULL,NULL,NULL
270700,2012,12018,6719,10145,15741,36551
678900,2012,3261,4730,7996,10039,10367
2272700,2012,2425,646,701,NULL,NULL
303900,2012,23110,20049,27939,29053,27529
686700,2012,4544,5504,7993,9240,9163
156100,2012,9965,10846,13903,14362,14817
562400,2012,7524,8636,9601,11080,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
355600,2012,25885,26019,28428,28778,NULL
2536600,2012,25458,27161,28431,30667,NULL
3367400,2012,13884,15826,NULL,NULL,NULL
3874400,2012,10527,12544,12161,15606,15493
323100,2012,5150,5848,7910,9814,9901
2276900,2012,18661,19234,21474,22038,23787
680700,2012,6952,8211,10641,12005,12069
954200,2012,8407,9462,12402,14225,14377
324900,2012,5827,7491,9969,10958,10994
340800,2012,4332,5557,8204,9831,10023
1116707,2012,5631,5708,8220,10253,10528
3015102,2012,NULL,NULL,NULL,NULL,NULL
4040300,2012,17663,18452,21123,21123,NULL
4163300,2012,23609,26527,28346,28290,29102
3108600,2012,10594,13223,13223,NULL,NULL
3416300,2012,18221,18372,21013,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
3759300,2012,14437,NULL,NULL,NULL,NULL
246700,2012,24098,23803,28862,29686,29686
381000,2012,8754,9732,11948,14621,14566
887100,2012,20574,19172,24222,25122,25122
887101,2012,21161,NULL,NULL,NULL,NULL
807100,2012,24812,25102,NULL,NULL,NULL
3542300,2012,21154,23580,25932,NULL,25932
2361600,2012,21691,22099,25587,NULL,NULL
2157100,2012,19010,19533,21609,23909,NULL
760700,2012,24532,24903,26005,NULL,NULL
888700,2012,20598,22940,24134,24924,24924
2361602,2012,19869,21360,24143,24143,24143
853700,2012,22969,23537,27637,27637,27637
793000,2012,24585,24598,26598,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2089600,2012,21108,20241,22591,NULL,NULL
2275100,2012,18327,17737,23287,23287,NULL
2089601,2012,20306,19819,NULL,NULL,NULL
2172700,2012,19859,20295,NULL,24370,NULL
1055400,2012,11802,12408,15193,17430,NULL
234600,2012,15996,16109,18733,23492,26919
270900,2012,13119,13479,18295,19385,19626
245700,2012,NULL,NULL,NULL,NULL,NULL
2087600,2012,NULL,NULL,NULL,NULL,NULL
224700,2012,17811,16879,20286,19890,20139
166600,2012,15193,15815,18161,21053,21975
2070500,2012,19496,20419,22156,27482,30427
254100,2012,15291,16117,18339,20133,19855
319100,2012,18333,18496,20987,23787,23214
234700,2012,17924,17472,20230,25242,27872
355700,2012,16519,17025,18615,20757,22477
384200,2012,17330,18594,19920,22017,23289
2058600,2012,3679,4791,6895,8595,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2316603,2012,NULL,NULL,NULL,NULL,NULL
2316600,2012,31450,32736,NULL,NULL,NULL
2316601,2012,34327,34819,36190,NULL,NULL
137900,2012,11759,11682,14316,28082,43439
2148700,2012,12008,9933,14353,NULL,NULL
315300,2012,4649,5642,8618,9484,10913
3034400,2012,25047,26654,28529,29690,30208
3029900,2012,11189,10385,NULL,NULL,NULL
2289600,2012,10365,10005,9321,13174,NULL
1318900,2012,9626,12470,15387,15387,15387
2617000,2012,17026,NULL,NULL,22066,NULL
818903,2012,14165,12979,NULL,NULL,NULL
752205,2012,17631,19011,20403,21011,17061
2617001,2012,17456,17851,19232,22204,NULL
752200,2012,17311,19155,21392,21781,21781
818900,2012,17945,18465,18969,22869,NULL
119000,2012,10112,NULL,NULL,NULL,NULL
118900,2012,NULL,NULL,NULL,NULL,NULL
343100,2012,15968,16426,17525,17418,17531
2274300,2012,NULL,NULL,NULL,NULL,NULL
2248600,2012,NULL,NULL,NULL,NULL,NULL
271000,2012,9597,11766,12037,15024,17082
240200,2012,2286,3168,4902,NULL,NULL
3542400,2012,7022,NULL,NULL,NULL,NULL
206800,2012,8528,8787,11036,7734,-5668
133900,2012,22102,21248,20931,24122,26920
4131300,2012,4439,6255,6205,NULL,NULL
185600,2012,13150,13947,14270,21009,26901
271100,2012,9980,9219,13355,21891,39073
226600,2012,15680,16506,16797,18986,21184
286300,2012,3269,4765,7737,8668,8174
1231500,2012,27328,28744,35190,36445,38515
2491700,2012,18440,18926,21007,NULL,NULL
3455700,2012,NULL,NULL,NULL,NULL,NULL
2279600,2012,17462,17872,20713,22858,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
3766301,2012,17677,18365,20283,NULL,NULL
3766300,2012,15928,17607,18002,18367,NULL
2623800,2012,13759,15799,17685,17984,NULL
NULL,2012,18701,20380,21842,21842,NULL
3099000,2012,25846,27257,28397,28492,28492
2582700,2012,17901,20444,22498,22637,NULL
4166900,2012,21178,20294,23069,NULL,NULL
2150600,2012,9055,9601,12145,12822,13072
NULL,2012,NULL,NULL,NULL,NULL,NULL
1248300,2012,19007,20435,21763,21855,19393
3275300,2012,11903,12124,14999,15979,NULL
2159800,2012,12440,NULL,NULL,NULL,NULL
960000,2012,11117,NULL,NULL,NULL,NULL
4173900,2012,9411,NULL,NULL,NULL,NULL
3832400,2012,12835,NULL,NULL,NULL,NULL
2548500,2012,7221,8693,11293,11293,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
4163400,2012,8699,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
4171500,2012,2662,4785,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2220900,2012,5770,6428,6560,NULL,NULL
753600,2012,7566,NULL,NULL,NULL,NULL
245800,2012,10679,10812,15280,17863,18649
772900,2012,4337,5122,7434,9143,9259
NULL,2012,NULL,NULL,NULL,NULL,NULL
348400,2012,16947,15051,19445,21750,24305
661200,2012,NULL,NULL,NULL,NULL,NULL
470700,2012,NULL,NULL,NULL,NULL,NULL
190200,2012,5137,5304,7673,8316,10287
2068200,2012,19260,21233,23980,NULL,NULL
754900,2012,17530,17236,19982,20764,19361
4135000,2012,13747,12867,NULL,NULL,NULL
927200,2012,10616,NULL,NULL,NULL,NULL
224800,2012,NULL,NULL,NULL,NULL,NULL
2603100,2012,16042,16126,16323,20415,NULL
679900,2012,7791,7960,9255,11469,11970
1005500,2012,10988,11581,15114,NULL,NULL
3319300,2012,10310,10098,14248,14015,14248
3319301,2012,10502,12210,13546,13685,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
3912300,2012,7292,7320,NULL,9870,NULL
254200,2012,19205,19606,22684,25368,29695
3010400,2012,13817,14118,14142,NULL,NULL
4187700,2012,4953,5047,5607,NULL,NULL
NULL,2012,NULL,NULL,16822,NULL,NULL
3456700,2012,15135,11535,13203,NULL,NULL
236600,2012,20203,19697,22453,23914,24789
245900,2012,4657,5229,6927,8335,7942
109500,2012,9235,11480,11509,12437,11742
704400,2012,2821,3468,NULL,NULL,8456
238300,2012,17370,17792,19722,22849,27394
2494800,2012,15035,NULL,NULL,NULL,NULL
119200,2012,8640,13758,13758,NULL,NULL
3723300,2012,21555,25358,25937,29522,29522
730400,2012,30872,32649,36539,38815,40921
NULL,2012,NULL,NULL,NULL,NULL,NULL
3876300,2012,17993,17992,17993,NULL,NULL
246000,2012,14123,16368,17037,19662,20734
260100,2012,6857,8042,9848,10664,8819
348500,2012,14394,13592,17291,18420,NULL
727300,2012,4152,6695,10312,13872,13513
269100,2012,6054,7914,10634,12418,13029
269200,2012,6737,8362,10629,13220,13424
268700,2012,3626,5726,10444,12864,13135
268800,2012,4125,6920,10612,13207,13902
476500,2012,NULL,NULL,NULL,NULL,NULL
861100,2012,6120,7732,10397,12480,13069
268900,2012,4610,6877,10468,13359,14049
269300,2012,3202,5652,9770,12051,12796
269400,2012,5165,7152,10116,11923,12008
1005100,2012,6748,8312,10661,12520,12908
702200,2012,2530,5656,10069,12281,12765
1009700,2012,6775,8910,12332,14720,14994
269600,2012,4368,6671,9711,12778,13051
269000,2012,3463,5771,10278,12691,13029
269700,2012,5618,7458,9723,11932,12475
3191300,2012,NULL,NULL,NULL,NULL,NULL
2506100,2012,NULL,NULL,NULL,NULL,NULL
475900,2012,3421,5958,9087,12212,13143
214300,2012,24604,26425,28239,29484,33826
325100,2012,4395,10847,NULL,NULL,19047
NULL,2012,2450,NULL,NULL,NULL,NULL
304000,2012,5803,6207,7758,9292,8161
2336700,2012,12766,NULL,NULL,15941,NULL
2111300,2012,1481,NULL,NULL,NULL,NULL
1161400,2012,NULL,NULL,9999,9035,10499
NULL,2012,NULL,NULL,NULL,NULL,NULL
119300,2012,7224,NULL,NULL,NULL,NULL
4150600,2012,24085,23380,NULL,NULL,NULL
4164600,2012,14387,NULL,NULL,NULL,NULL
1163100,2012,12752,NULL,NULL,NULL,NULL
3070500,2012,10934,8927,NULL,NULL,NULL
271200,2012,13898,13456,19883,20547,21663
499600,2012,3119,4051,5321,7852,8306
280800,2012,9821,12096,14398,19399,21182
299500,2012,6162,7021,8586,11290,11183
1040200,2012,13760,14825,16742,18473,18665
346300,2012,10254,10764,13076,14487,14629
346100,2012,15330,16873,18086,17983,18987
356000,2012,16618,15283,20215,19990,23281
3682400,2012,1552,NULL,NULL,NULL,NULL
694100,2012,17276,20395,19033,18541,20849
933100,2012,NULL,NULL,NULL,NULL,NULL
1076100,2012,26897,27200,28165,28913,NULL
3416500,2012,21881,22331,23871,25519,26163
356200,2012,NULL,NULL,NULL,NULL,NULL
395600,2012,3402,4230,6521,8519,8556
473100,2012,26261,24967,28378,28400,29369
166900,2012,6199,6727,7396,9436,NULL
375800,2012,5246,6077,8169,9784,10526
2111600,2012,NULL,NULL,NULL,NULL,NULL
4146400,2012,NULL,NULL,NULL,NULL,NULL
257300,2012,8094,7407,10047,20474,40693
154300,2012,6006,6752,8777,10415,10349
224900,2012,17984,19902,24448,NULL,NULL
1082700,2012,11709,12090,13424,15528,15528
3614300,2012,15774,15377,NULL,NULL,NULL
291800,2012,12699,10690,12833,18839,34743
291900,2012,6173,7538,NULL,NULL,NULL
381100,2012,11713,13658,14635,17451,20410
2156600,2012,1010,NULL,1338,NULL,NULL
485500,2012,23575,24112,28112,NULL,NULL
2169100,2012,11629,12889,16216,19574,NULL
3025800,2012,19691,20600,22047,22187,NULL
252900,2012,4021,3334,7192,10176,10366
3848300,2012,12675,17520,NULL,NULL,NULL
931305,2012,21782,26422,NULL,NULL,NULL
493402,2012,23344,14056,27672,NULL,NULL
2056800,2012,26355,26355,26354,NULL,26341
2056804,2012,NULL,26182,NULL,NULL,NULL
2056802,2012,26110,27491,NULL,NULL,NULL
931310,2012,20493,NULL,NULL,NULL,NULL
2056803,2012,25050,29720,NULL,NULL,NULL
931300,2012,18655,21354,22500,NULL,NULL
493401,2012,24058,28085,29290,29496,NULL
493404,2012,35550,36129,36559,37325,NULL
493400,2012,22437,22694,NULL,23564,NULL
3116200,2012,8740,6766,NULL,NULL,NULL
4117300,2012,22120,22000,23467,24971,24971
3939600,2012,15810,15625,NULL,20367,20367
147500,2012,6293,7102,9306,10896,10706
3072600,2012,14798,13051,13293,NULL,NULL
448000,2012,3698,9410,9410,NULL,NULL
1063200,2012,8191,NULL,NULL,NULL,NULL
214400,2012,21924,22090,27960,29266,29003
918600,2012,17778,20058,20758,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
304100,2012,20752,20588,21701,25260,26200
356300,2012,4362,5537,7926,10031,10320
3084800,2012,7059,NULL,6694,NULL,NULL
3081600,2012,8272,9931,9878,NULL,NULL
4139800,2012,22210,24683,27798,27459,29027
711000,2012,7730,9471,11967,12857,13018
3128400,2012,9544,11627,14544,14544,NULL
3702300,2012,9472,9731,NULL,8337,NULL
142800,2012,17872,17465,18045,17616,16993
807400,2012,NULL,NULL,NULL,NULL,NULL
705300,2012,3891,4538,6627,8252,8292
2144900,2012,3517,4696,6668,7884,8125
1172700,2012,3931,4522,6429,8201,8325
325200,2012,19871,20131,23157,26420,29532
462500,2012,6950,8094,10917,12385,12219
3025600,2012,NULL,NULL,NULL,NULL,NULL
744700,2012,20712,22086,23911,25996,NULL
2249900,2012,3576,2852,NULL,NULL,NULL
225100,2012,3328,4279,6729,8924,9207
3332600,2012,15836,14694,NULL,18994,18994
2538300,2012,15718,15422,16642,18894,19269
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2156200,2012,11059,11330,13522,NULL,NULL
2055500,2012,19363,19850,21339,24082,24199
240300,2012,6632,11766,13863,15075,14898
3368301,2012,12465,13657,15964,16118,16221
989800,2012,14179,NULL,NULL,NULL,NULL
2619200,2012,9719,9906,11932,13351,13801
304200,2012,10691,14657,16955,23887,32554
536300,2012,6312,6864,8565,10733,9797
4148300,2012,NULL,NULL,30530,NULL,NULL
135200,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
167100,2012,19812,21635,24748,28352,32724
179200,2012,14723,17808,21493,25770,29022
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
712000,2012,9964,9959,12481,13798,13956
185500,2012,NULL,NULL,NULL,NULL,NULL
398600,2012,20111,19800,25000,27642,30427
2298000,2012,23951,NULL,24345,23578,28432
3646300,2012,6576,8527,9314,10323,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
3005700,2012,10619,10874,11612,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2075400,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
3112106,2012,5797,6796,7781,NULL,NULL
3112102,2012,6648,7171,7947,8254,NULL
3112101,2012,6336,6813,7796,7851,NULL
3112105,2012,6361,6823,8080,NULL,NULL
3112108,2012,6533,6915,7700,7929,NULL
3112100,2012,4280,5080,5516,5736,NULL
3112100,2012,6659,7131,7920,8215,8268
3112107,2012,6390,7065,8050,NULL,NULL
3112109,2012,6187,7262,7808,9751,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
119100,2012,8719,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
4169100,2012,10665,12132,15154,15154,15154
325300,2012,14932,17934,19493,23230,39478
298900,2012,7321,9212,10163,11600,12901
3030900,2012,6991,7642,8626,NULL,NULL
2260200,2012,6573,7327,8640,NULL,8840
3724300,2012,35287,35345,33427,34747,36983
NULL,2012,NULL,NULL,NULL,NULL,NULL
4127400,2012,18737,9313,20602,25573,25025
4116900,2012,10456,10103,13007,15107,NULL
200400,2012,15029,15915,18147,18374,19068
551900,2012,16253,16278,19628,21911,NULL
824600,2012,8074,8356,8921,NULL,NULL
2154000,2012,21818,23262,25048,25048,NULL
1148100,2012,31019,31473,32771,33945,33945
2553600,2012,10907,10724,13919,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
185800,2012,6010,12634,NULL,NULL,NULL
4121700,2012,12512,NULL,12053,NULL,NULL
367100,2012,13744,14392,16120,18152,18443
653700,2012,NULL,NULL,NULL,NULL,NULL
254400,2012,14247,17139,19641,21530,22364
254401,2012,NULL,NULL,NULL,NULL,NULL
191300,2012,7469,8121,9063,10056,10180
NULL,2012,NULL,NULL,NULL,NULL,NULL
271300,2012,21135,19189,17088,24967,21572
129600,2012,NULL,NULL,NULL,NULL,NULL
175000,2012,13913,13332,16332,20310,22426
119600,2012,28639,29548,29739,31423,37047
4124000,2012,17484,17269,17369,21119,22469
2158800,2012,10381,12248,13259,NULL,NULL
2164300,2012,11416,12674,13645,14445,NULL
3109500,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,11656,10431,9631,10764,NULL
191400,2012,8456,7949,8466,7293,NULL
185900,2012,19540,18616,21960,23693,25885
NULL,2012,NULL,NULL,NULL,NULL,NULL
469205,2012,22927,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
469202,2012,23084,26049,28399,NULL,NULL
469204,2012,21780,NULL,NULL,NULL,NULL
469206,2012,24246,26599,NULL,NULL,NULL
469208,2012,26366,NULL,30282,NULL,NULL
469200,2012,21503,26882,NULL,26882,NULL
469207,2012,23057,NULL,NULL,21656,NULL
469201,2012,25434,24282,26782,NULL,NULL
2068300,2012,26098,27247,29881,31528,32266
2588200,2012,17429,16489,18640,19240,18003
266700,2012,20154,20660,20766,24916,25660
563800,2012,1481,2064,4273,NULL,NULL
3888300,2012,NULL,NULL,NULL,NULL,NULL
186000,2012,21139,22138,23253,25579,28456
260300,2012,18085,19623,25544,28937,36499
325600,2012,26049,26887,33941,36238,38420
246100,2012,13659,16248,21785,23460,14375
489300,2012,10767,9685,14380,16429,16730
489302,2012,12619,8256,13071,16813,NULL
489301,2012,9986,10405,11028,NULL,NULL
2131100,2012,7126,12676,NULL,NULL,12676
292000,2012,3813,4279,8162,21198,44282
989200,2012,25954,26268,29411,29411,NULL
464100,2012,22493,23166,25651,24648,26874
325800,2012,17084,19191,22215,27444,29429
3748500,2012,21053,NULL,NULL,22335,NULL
544800,2012,3454,5197,5353,5879,8021
2172800,2012,15708,16455,17105,18805,NULL
286400,2012,1776,3709,6352,8133,8479
4154800,2012,13471,14705,16555,18030,NULL
683500,2012,8357,8626,11397,12554,12376
761100,2012,7551,12164,8464,12164,10164
2178501,2012,19629,18829,22374,22685,23908
2178500,2012,17211,18207,17681,17536,NULL
179300,2012,13070,15260,20043,27309,34429
1226000,2012,3494,3524,5406,NULL,NULL
292300,2012,8961,10130,13648,17797,18462
886200,2012,5594,6372,7717,9317,9521
240400,2012,3339,3842,5652,7260,7797
315400,2012,7339,10088,NULL,NULL,NULL
1099700,2012,8488,9352,11006,9842,12778
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2226000,2012,7798,NULL,NULL,NULL,NULL
240500,2012,2524,2983,3088,3220,3522
3116600,2012,13585,13585,NULL,NULL,NULL
332000,2012,11682,12087,16215,18612,19068
348700,2012,12568,13202,16934,18287,17899
356400,2012,15589,16052,16836,20150,20866
3572300,2012,8995,NULL,12261,NULL,NULL
3429700,2012,NULL,NULL,NULL,NULL,NULL
3074500,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2168600,2012,27366,27343,27953,27992,NULL
107300,2012,4217,5461,5630,-7562,7384
2492600,2012,16545,NULL,NULL,NULL,NULL
2272400,2012,12153,NULL,NULL,NULL,NULL
2272401,2012,12200,NULL,NULL,NULL,NULL
142500,2012,13169,14797,17133,18970,20888
147000,2012,5522,5736,7624,6710,6010
727500,2012,2467,2975,4510,6329,7050
1113300,2012,7592,7629,9381,9465,NULL
167400,2012,11919,13408,17649,20658,21334
3122601,2012,9644,10933,11884,NULL,NULL
3122600,2012,17446,19309,21359,NULL,NULL
407500,2012,7771,8461,11100,12568,12676
196300,2012,8357,9129,13083,14649,14775
527700,2012,6222,9228,10072,12080,11919
370800,2012,18802,15746,18642,21426,23126
225900,2012,11588,12183,13818,15255,16224
214500,2012,18996,19487,19847,22562,21170
265100,2012,7509,9000,10810,11577,12638
265101,2012,6402,6846,8996,9157,8804
265102,2012,6784,8110,9662,10500,NULL
2250900,2012,3130,NULL,NULL,NULL,NULL
315500,2012,6464,7067,7542,NULL,NULL
319300,2012,10894,12254,15161,16419,15460
3811300,2012,NULL,NULL,NULL,NULL,NULL
374800,2012,4578,4866,4862,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
2179400,2012,11633,12995,15193,15908,15796
325900,2012,20962,20131,21083,23427,25512
3654300,2012,20086,NULL,NULL,NULL,21012
1033800,2012,NULL,NULL,NULL,NULL,NULL
377500,2012,7461,9430,13141,16385,17123
4119000,2012,4254,5119,8566,8542,NULL
392900,2012,6696,6558,9013,7968,8588
851000,2012,6371,7065,8958,11066,11399
2522700,2012,5553,5637,8212,8612,NULL
1246200,2012,9355,10287,12635,13980,13980
2092300,2012,15666,15565,16353,19034,19034
2053700,2012,31302,30178,34928,35561,36378
3855300,2012,14126,13469,15792,17307,19382
148700,2012,18204,21309,26321,29510,33064
3916300,2012,6772,6326,10507,NULL,11526
3010622,2012,17598,17072,19898,19962,NULL
1019800,2012,17213,18177,20764,22116,22599
4002400,2012,NULL,NULL,NULL,NULL,NULL
246200,2012,NULL,NULL,NULL,NULL,NULL
885500,2012,6518,7093,9221,9381,NULL
384800,2012,14972,15751,17839,21621,25994
3021900,2012,4078,4578,6078,8778,9328
332100,2012,11900,13034,16140,18764,19391
1275000,2012,7093,8038,9798,10834,9842
500100,2012,5614,6547,9196,11749,12330
4117100,2012,8758,8848,10557,NULL,NULL
2165100,2012,7381,8720,9283,NULL,NULL
2165101,2012,7960,8563,11977,NULL,NULL
4024300,2012,11433,NULL,NULL,NULL,NULL
2570400,2012,7958,8219,NULL,NULL,NULL
2570402,2012,9723,8428,12119,NULL,NULL
2570403,2012,11207,13294,NULL,NULL,NULL
3709300,2012,NULL,NULL,NULL,NULL,NULL
147800,2012,12146,13172,17917,16844,17714
3015300,2012,8178,10193,10380,10599,NULL
3859300,2012,NULL,19787,NULL,NULL,NULL
119701,2012,8113,NULL,NULL,NULL,NULL
119700,2012,11083,NULL,NULL,NULL,NULL
445300,2012,7053,7326,8022,11013,11951
1038700,2012,3684,5235,6879,8973,8872
NULL,2012,21017,23298,23931,23931,23931
2564700,2012,9115,8252,12686,NULL,14270
NULL,2012,NULL,NULL,NULL,NULL,NULL
2091200,2012,25148,25618,26927,27985,28685
167500,2012,3226,3836,5822,7629,8704
730000,2012,15622,14982,14668,16008,17201
4124100,2012,12510,NULL,NULL,NULL,NULL
4175400,2012,10782,NULL,NULL,NULL,NULL
4185900,2012,5343,NULL,NULL,NULL,NULL
NULL,2012,NULL,NULL,NULL,NULL,NULL
292600,2012,400,755,3990,7471,7032
2523900,2012,9241,10388,12221,12821,12821
326200,2012,16549,18320,21607,25797,29997
NULL,2012,NULL,NULL,NULL,NULL,NULL
199100,2012,5206,5496,8097,9619,9655
186200,2012,9606,10690,12536,14044,14103
167600,2012,13975,16533,18288,20082,22971
904300,2012,20376,21585,22458,23553,NULL
271800,2012,22024,20445,21288,22846,27970
292700,2012,19047,21272,26865,29733,35994
147900,2012,30094,30279,33366,34646,36245
147902,2012,30021,31337,34027,33267,33831
147900,2012,15495,16093,19571,17955,19896
4146200,2012,9224,10573,NULL,NULL,NULL
214600,2012,28476,25822,31022,32076,40099
3490400,2012,NULL,NULL,NULL,NULL,NULL
559600,2012,7420,7787,10502,NULL,NULL
3075600,2012,4883,5138,6553,NULL,NULL
2189300,2012,4581,5621,NULL,NULL,NULL
1254700,2012,NULL,NULL,NULL,NULL,NULL
214700,2012,24801,26187,29354,30374,32856
156300,2012,9445,10594,11508,13105,12660
2328900,2012,13718,11770,14784,18867,19282
370900,2012,15500,17111,17340,21988,22312
156400,2012,17035,16173,24277,28962,41691
NULL,2012,NULL,NULL,NULL,NULL,NULL
2609000,2012,NULL,NULL,NULL,NULL,NULL
