OPEID,DisbursementYear,IncomeBracket,AvgNetPrice
3783400,2013,"OVER 110,000",23714
353700,2013,"OVER 110,000",27831
154100,2013,"OVER 110,000",12946
4104300,2013,"OVER 110,000",15887
753100,2013,"OVER 110,000",32730
4156000,2013,"OVER 110,000",22219
134500,2013,"OVER 110,000",17759
266600,2013,"OVER 110,000",41559
3103700,2013,"OVER 110,000",13180
286000,2013,"OVER 110,000",10166
223400,2013,"OVER 110,000",27759
1148401,2013,"OVER 110,000",14120
3127500,2013,"OVER 110,000",23908
3115500,2013,"OVER 110,000",20928
2553000,2013,"OVER 110,000",36952
4157100,2013,"OVER 110,000",89422
4204300,2013,"OVER 110,000",9825
154200,2013,"OVER 110,000",25644
887800,2013,"OVER 110,000",29027
396300,2013,"OVER 110,000",16936
4158100,2013,"OVER 110,000",17582
1005600,2013,"OVER 110,000",5322
758200,2013,"OVER 110,000",13308
962105,2013,"OVER 110,000",20911
100200,2013,"OVER 110,000",15416
100500,2013,"OVER 110,000",2948
106100,2013,"OVER 110,000",33275
288500,2013,"OVER 110,000",31996
154400,2013,"OVER 110,000",16862
560100,2013,"OVER 110,000",6867
137400,2013,"OVER 110,000",23408
223500,2013,"OVER 110,000",27555
322900,2013,"OVER 110,000",31984
239600,2013,"OVER 110,000",1704
380600,2013,"OVER 110,000",21028
554400,2013,"OVER 110,000",17604
266800,2013,"OVER 110,000",26897
2495500,2013,"OVER 110,000",15466
205700,2013,"OVER 110,000",13871
323000,2013,"OVER 110,000",31425
190100,2013,"OVER 110,000",8757
341700,2013,"OVER 110,000",10209
223600,2013,"OVER 110,000",24722
223700,2013,"OVER 110,000",7702
323300,2013,"OVER 110,000",30612
383200,2013,"OVER 110,000",21769
354000,2013,"OVER 110,000",10093
4124700,2013,"OVER 110,000",32995
1081300,2013,"OVER 110,000",17167
162800,2013,"OVER 110,000",31273
4151500,2013,"OVER 110,000",16300
746501,2013,"OVER 110,000",48197
746500,2013,"OVER 110,000",45143
3030800,2013,"OVER 110,000",13413
2241801,2013,"OVER 110,000",29692
2241800,2013,"OVER 110,000",29148
4136400,2013,"OVER 110,000",20692
2317800,2013,"OVER 110,000",21896
2106601,2013,"OVER 110,000",18420
3706300,2013,"OVER 110,000",18228
2106600,2013,"OVER 110,000",17514
2113613,2013,"OVER 110,000",23799
2113600,2013,"OVER 110,000",22357
211400,2013,"OVER 110,000",21117
757200,2013,"OVER 110,000",40500
123200,2013,"OVER 110,000",12051
143400,2013,"OVER 110,000",41908
2270802,2013,"OVER 110,000",37574
211500,2013,"OVER 110,000",40162
178400,2013,"OVER 110,000",20133
178500,2013,"OVER 110,000",24776
341800,2013,"OVER 110,000",21049
154500,2013,"OVER 110,000",19195
223800,2013,"OVER 110,000",25431
666100,2013,"OVER 110,000",4724
354100,2013,"OVER 110,000",16391
211700,2013,"OVER 110,000",29036
205800,2013,"OVER 110,000",16871
735000,2013,"OVER 110,000",19319
233200,2013,"OVER 110,000",16158
301005,2013,"OVER 110,000",28348
743000,2013,"OVER 110,000",30947
3067000,2013,"OVER 110,000",22845
2562300,2013,"OVER 110,000",12978
754400,2013,"OVER 110,000",20100
290600,2013,"OVER 110,000",17536
223900,2013,"OVER 110,000",12131
347700,2013,"OVER 110,000",26111
134600,2013,"OVER 110,000",12786
323500,2013,"OVER 110,000",27357
2179900,2013,"OVER 110,000",25763
2179907,2013,"OVER 110,000",37108
2179938,2013,"OVER 110,000",33677
2179948,2013,"OVER 110,000",31616
2179941,2013,"OVER 110,000",32310
2179944,2013,"OVER 110,000",29470
2179945,2013,"OVER 110,000",29776
2179947,2013,"OVER 110,000",29552
2179943,2013,"OVER 110,000",32806
2179939,2013,"OVER 110,000",31224
2179901,2013,"OVER 110,000",23047
972300,2013,"OVER 110,000",20712
1084700,2013,"OVER 110,000",32627
711300,2013,"OVER 110,000",24204
3115000,2013,"OVER 110,000",24240
4120900,2013,"OVER 110,000",37594
108100,2013,"OVER 110,000",15904
107100,2013,"OVER 110,000",8637
109100,2013,"OVER 110,000",10058
109000,2013,"OVER 110,000",11508
109003,2013,"OVER 110,000",15647
108900,2013,"OVER 110,000",11585
2081400,2013,"OVER 110,000",15072
154600,2013,"OVER 110,000",17817
301100,2013,"OVER 110,000",21235
111600,2013,"OVER 110,000",49625
3095500,2013,"OVER 110,000",27871
195200,2013,"OVER 110,000",29741
403300,2013,"OVER 110,000",14840
188100,2013,"OVER 110,000",14410
199000,2013,"OVER 110,000",11332
301200,2013,"OVER 110,000",27739
1115000,2013,"OVER 110,000",10520
211800,2013,"OVER 110,000",30472
4152700,2013,"OVER 110,000",5508
560000,2013,"OVER 110,000",5276
1216500,2013,"OVER 110,000",15545
2580200,2013,"OVER 110,000",17159
854300,2013,"OVER 110,000",7799
259600,2013,"OVER 110,000",20652
100900,2013,"OVER 110,000",20142
831000,2013,"OVER 110,000",15579
233400,2013,"OVER 110,000",27975
559900,2013,"OVER 110,000",14082
163300,2013,"OVER 110,000",27311
345800,2013,"OVER 110,000",21257
3727600,2013,"OVER 110,000",28583
3776300,2013,"OVER 110,000",27342
163400,2013,"OVER 110,000",21633
354300,2013,"OVER 110,000",29887
1201500,2013,"OVER 110,000",13559
347800,2013,"OVER 110,000",15301
737200,2013,"OVER 110,000",14750
1162100,2013,"OVER 110,000",17454
1162101,2013,"OVER 110,000",17390
1085800,2013,"OVER 110,000",14520
3941300,2013,"OVER 110,000",20911
3837300,2013,"OVER 110,000",16090
2258400,2013,"OVER 110,000",16331
4140700,2013,"OVER 110,000",18830
4141000,2013,"OVER 110,000",16986
4137800,2013,"OVER 110,000",19659
2600900,2013,"OVER 110,000",17753
4167100,2013,"OVER 110,000",14184
4203300,2013,"OVER 110,000",19558
4137801,2013,"OVER 110,000",20563
2123200,2013,"OVER 110,000",18936
4174500,2013,"OVER 110,000",15220
3839300,2013,"OVER 110,000",24220
4171400,2013,"OVER 110,000",14012
4072300,2013,"OVER 110,000",22113
4119400,2013,"OVER 110,000",16856
4134800,2013,"OVER 110,000",15709
4194500,2013,"OVER 110,000",18611
4160700,2013,"OVER 110,000",22490
370200,2013,"OVER 110,000",22811
3523300,2013,"OVER 110,000",26132
3573300,2013,"OVER 110,000",30146
4146700,2013,"OVER 110,000",28413
3110700,2013,"OVER 110,000",27501
244900,2013,"OVER 110,000",21981
111700,2013,"OVER 110,000",34939
212100,2013,"OVER 110,000",42299
314700,2013,"OVER 110,000",19257
1107400,2013,"OVER 110,000",8336
467300,2013,"OVER 110,000",16025
467317,2013,"OVER 110,000",16553
467305,2013,"OVER 110,000",17529
467301,2013,"OVER 110,000",18243
467302,2013,"OVER 110,000",17146
467309,2013,"OVER 110,000",15372
467303,2013,"OVER 110,000",17300
467304,2013,"OVER 110,000",17068
467306,2013,"OVER 110,000",15298
190300,2013,"OVER 110,000",20247
301400,2013,"OVER 110,000",22313
178600,2013,"OVER 110,000",19971
3296301,2013,"OVER 110,000",20331
1320800,2013,"OVER 110,000",16646
3105200,2013,"OVER 110,000",16596
3440300,2013,"OVER 110,000",14745
3010700,2013,"OVER 110,000",15863
191700,2013,"OVER 110,000",13990
267100,2013,"OVER 110,000",39038
964500,2013,"OVER 110,000",41403
270800,2013,"OVER 110,000",43023
146600,2013,"OVER 110,000",27200
290800,2013,"OVER 110,000",26241
460800,2013,"OVER 110,000",10587
203600,2013,"OVER 110,000",37061
530600,2013,"OVER 110,000",13045
3730300,2013,"OVER 110,000",12668
224000,2013,"OVER 110,000",12614
212200,2013,"OVER 110,000",26281
396500,2013,"OVER 110,000",26969
2338200,2013,"OVER 110,000",28929
354500,2013,"OVER 110,000",37474
3373300,2013,"OVER 110,000",41003
3999300,2013,"OVER 110,000",22330
739100,2013,"OVER 110,000",19407
2283800,2013,"OVER 110,000",19549
2283801,2013,"OVER 110,000",21514
212300,2013,"OVER 110,000",32291
1267000,2013,"OVER 110,000",24078
239700,2013,"OVER 110,000",23477
195400,2013,"OVER 110,000",26368
376900,2013,"OVER 110,000",12716
291000,2013,"OVER 110,000",22667
994100,2013,"OVER 110,000",8472
347900,2013,"OVER 110,000",35216
383500,2013,"OVER 110,000",28647
233600,2013,"OVER 110,000",17482
342000,2013,"OVER 110,000",23731
1025600,2013,"OVER 110,000",23861
176700,2013,"OVER 110,000",23831
215100,2013,"OVER 110,000",23562
291100,2013,"OVER 110,000",26398
368200,2013,"OVER 110,000",37831
212400,2013,"OVER 110,000",39304
195500,2013,"OVER 110,000",3896
739400,2013,"OVER 110,000",30950
750200,2013,"OVER 110,000",29620
212600,2013,"OVER 110,000",47014
216700,2013,"OVER 110,000",12734
155400,2013,"OVER 110,000",25916
190400,2013,"OVER 110,000",22083
380800,2013,"OVER 110,000",28057
233700,2013,"OVER 110,000",22666
178700,2013,"OVER 110,000",22648
190500,2013,"OVER 110,000",21031
348000,2013,"OVER 110,000",14389
905800,2013,"OVER 110,000",29992
146700,2013,"OVER 110,000",22413
377000,2013,"OVER 110,000",12922
199600,2013,"OVER 110,000",10155
112200,2013,"OVER 110,000",36860
101200,2013,"OVER 110,000",27241
298800,2013,"OVER 110,000",10434
163800,2013,"OVER 110,000",9938
345900,2013,"OVER 110,000",14887
2052200,2013,"OVER 110,000",10546
163900,2013,"OVER 110,000",17557
539000,2013,"OVER 110,000",12950
4003300,2013,"OVER 110,000",28009
354900,2013,"OVER 110,000",12899
259700,2013,"OVER 110,000",28929
331500,2013,"OVER 110,000",21549
3422600,2013,"OVER 110,000",26963
239800,2013,"OVER 110,000",10857
318600,2013,"OVER 110,000",13289
3957300,2013,"OVER 110,000",13350
968400,2013,"OVER 110,000",11377
681900,2013,"OVER 110,000",12233
370300,2013,"OVER 110,000",22229
380900,2013,"OVER 110,000",11784
524400,2013,"OVER 110,000",10638
301600,2013,"OVER 110,000",25093
342100,2013,"OVER 110,000",20895
161600,2013,"OVER 110,000",17586
3763400,2013,"OVER 110,000",8798
2055400,2013,"OVER 110,000",12020
396600,2013,"OVER 110,000",36082
3248300,2013,"OVER 110,000",28886
212800,2013,"OVER 110,000",47048
213000,2013,"OVER 110,000",44602
203800,2013,"OVER 110,000",33007
206200,2013,"OVER 110,000",18011
301801,2013,"OVER 110,000",13099
301800,2013,"OVER 110,000",20086
485300,2013,"OVER 110,000",22572
972100,2013,"OVER 110,000",22834
164100,2013,"OVER 110,000",29780
2106800,2013,"OVER 110,000",18696
213300,2013,"OVER 110,000",44725
2074005,2013,"OVER 110,000",24095
2074004,2013,"OVER 110,000",23438
2074000,2013,"OVER 110,000",29870
1085100,2013,"OVER 110,000",27704
2074002,2013,"OVER 110,000",29879
2074003,2013,"OVER 110,000",30359
2074001,2013,"OVER 110,000",31944
728700,2013,"OVER 110,000",8526
155600,2013,"OVER 110,000",16815
195800,2013,"OVER 110,000",14586
291200,2013,"OVER 110,000",23236
155700,2013,"OVER 110,000",13542
184600,2013,"OVER 110,000",20060
2075700,2013,"OVER 110,000",20033
370400,2013,"OVER 110,000",22831
218300,2013,"OVER 110,000",19247
160600,2013,"OVER 110,000",13253
162500,2013,"OVER 110,000",9923
367000,2013,"OVER 110,000",16631
4211200,2013,"OVER 110,000",12302
491000,2013,"OVER 110,000",24904
2289800,2013,"OVER 110,000",24929
743600,2013,"OVER 110,000",19184
3115803,2013,"OVER 110,000",24468
946609,2013,"OVER 110,000",27118
2591900,2013,"OVER 110,000",24716
2201800,2013,"OVER 110,000",24929
2312200,2013,"OVER 110,000",25625
977703,2013,"OVER 110,000",27260
3115802,2013,"OVER 110,000",23837
3043200,2013,"OVER 110,000",25874
2306300,2013,"OVER 110,000",25330
2539100,2013,"OVER 110,000",25503
2351900,2013,"OVER 110,000",29485
946600,2013,"OVER 110,000",26057
2091700,2013,"OVER 110,000",27785
1041000,2013,"OVER 110,000",25359
2549000,2013,"OVER 110,000",28147
217600,2013,"OVER 110,000",8974
928400,2013,"OVER 110,000",17263
1116603,2013,"OVER 110,000",28230
1116601,2013,"OVER 110,000",24490
840400,2013,"OVER 110,000",11172
2100200,2013,"OVER 110,000",11714
2218800,2013,"OVER 110,000",29302
2218804,2013,"OVER 110,000",27090
112300,2013,"OVER 110,000",32699
150000,2013,"OVER 110,000",13101
3626300,2013,"OVER 110,000",16400
3626301,2013,"OVER 110,000",17935
4051308,2013,"OVER 110,000",23295
4051330,2013,"OVER 110,000",23926
4051331,2013,"OVER 110,000",25758
4051333,2013,"OVER 110,000",24121
4051323,2013,"OVER 110,000",24127
4051317,2013,"OVER 110,000",23464
4051322,2013,"OVER 110,000",23423
675501,2013,"OVER 110,000",23573
4051319,2013,"OVER 110,000",23759
4051311,2013,"OVER 110,000",23508
4051310,2013,"OVER 110,000",25708
4051312,2013,"OVER 110,000",24039
4051326,2013,"OVER 110,000",23835
4051327,2013,"OVER 110,000",23438
4051313,2013,"OVER 110,000",23762
675500,2013,"OVER 110,000",24272
4051332,2013,"OVER 110,000",23867
4051325,2013,"OVER 110,000",24344
340100,2013,"OVER 110,000",41051
2543400,2013,"OVER 110,000",26313
639900,2013,"OVER 110,000",21429
353600,2013,"OVER 110,000",18441
3399300,2013,"OVER 110,000",17532
