2517500,2013,"30,001 TO 48,000",5024
3064900,2013,"30,001 TO 48,000",10361
4168800,2013,"30,001 TO 48,000",5933
3783400,2013,"30,001 TO 48,000",22297
353700,2013,"30,001 TO 48,000",21230
154100,2013,"30,001 TO 48,000",8862
3122500,2013,"30,001 TO 48,000",6629
4104300,2013,"30,001 TO 48,000",12042
4207200,2013,"30,001 TO 48,000",8702
4189800,2013,"30,001 TO 48,000",12704
753100,2013,"30,001 TO 48,000",29403
4126900,2013,"30,001 TO 48,000",6078
1290500,2013,"30,001 TO 48,000",7335
2499000,2013,"30,001 TO 48,000",17588
4118600,2013,"30,001 TO 48,000",9907
2621300,2013,"30,001 TO 48,000",9738
4156000,2013,"30,001 TO 48,000",19049
4132400,2013,"30,001 TO 48,000",12783
1323200,2013,"30,001 TO 48,000",16926
4093300,2013,"30,001 TO 48,000",17064
1074100,2013,"30,001 TO 48,000",15680
134500,2013,"30,001 TO 48,000",12577
266600,2013,"30,001 TO 48,000",22884
286000,2013,"30,001 TO 48,000",4708
223400,2013,"30,001 TO 48,000",15102
2520400,2013,"30,001 TO 48,000",12408
812900,2013,"30,001 TO 48,000",12000
2312000,2013,"30,001 TO 48,000",16672
4206800,2013,"30,001 TO 48,000",14421
4208900,2013,"30,001 TO 48,000",12372
4179200,2013,"30,001 TO 48,000",7088
1148401,2013,"30,001 TO 48,000",9495
3127500,2013,"30,001 TO 48,000",19302
3532400,2013,"30,001 TO 48,000",14861
4146900,2013,"30,001 TO 48,000",20231
3115500,2013,"30,001 TO 48,000",18301
2553000,2013,"30,001 TO 48,000",29033
4157100,2013,"30,001 TO 48,000",88213
4204300,2013,"30,001 TO 48,000",7264
3097200,2013,"30,001 TO 48,000",17057
154200,2013,"30,001 TO 48,000",15989
887800,2013,"30,001 TO 48,000",25229
396300,2013,"30,001 TO 48,000",11314
4158100,2013,"30,001 TO 48,000",12207
1005600,2013,"30,001 TO 48,000",4900
3066700,2013,"30,001 TO 48,000",18867
758200,2013,"30,001 TO 48,000",8037
962105,2013,"30,001 TO 48,000",20094
819400,2013,"30,001 TO 48,000",11381
100200,2013,"30,001 TO 48,000",13292
103400,2013,"30,001 TO 48,000",5731
100500,2013,"30,001 TO 48,000",10811
546300,2013,"30,001 TO 48,000",10838
2541000,2013,"30,001 TO 48,000",15521
106100,2013,"30,001 TO 48,000",28525
2170200,2013,"30,001 TO 48,000",15036
288500,2013,"30,001 TO 48,000",25687
154400,2013,"30,001 TO 48,000",13264
560100,2013,"30,001 TO 48,000",481
137400,2013,"30,001 TO 48,000",20713
223500,2013,"30,001 TO 48,000",19524
322900,2013,"30,001 TO 48,000",21133
239600,2013,"30,001 TO 48,000",14203
380600,2013,"30,001 TO 48,000",13071
3538300,2013,"30,001 TO 48,000",12154
554400,2013,"30,001 TO 48,000",12750
266800,2013,"30,001 TO 48,000",15154
2282300,2013,"30,001 TO 48,000",9349
195100,2013,"30,001 TO 48,000",10134
2495502,2013,"30,001 TO 48,000",51264
2495500,2013,"30,001 TO 48,000",12731
3072400,2013,"30,001 TO 48,000",10277
3493300,2013,"30,001 TO 48,000",16281
111100,2013,"30,001 TO 48,000",10735
205700,2013,"30,001 TO 48,000",9279
323000,2013,"30,001 TO 48,000",19393
3457300,2013,"30,001 TO 48,000",3944
190100,2013,"30,001 TO 48,000",5507
3358301,2013,"30,001 TO 48,000",25295
3358300,2013,"30,001 TO 48,000",26449
3358303,2013,"30,001 TO 48,000",15926
341700,2013,"30,001 TO 48,000",14645
4189300,2013,"30,001 TO 48,000",16100
2324400,2013,"30,001 TO 48,000",8232
223600,2013,"30,001 TO 48,000",15319
223700,2013,"30,001 TO 48,000",2333
2290400,2013,"30,001 TO 48,000",5912
323300,2013,"30,001 TO 48,000",21829
383200,2013,"30,001 TO 48,000",13741
353900,2013,"30,001 TO 48,000",8217
3414500,2013,"30,001 TO 48,000",17288
354000,2013,"30,001 TO 48,000",5524
4195100,2013,"30,001 TO 48,000",17395
4124700,2013,"30,001 TO 48,000",30220
1081300,2013,"30,001 TO 48,000",17167
162800,2013,"30,001 TO 48,000",20852
4151500,2013,"30,001 TO 48,000",12136
746501,2013,"30,001 TO 48,000",40364
746500,2013,"30,001 TO 48,000",44613
4169900,2013,"30,001 TO 48,000",9183
1307400,2013,"30,001 TO 48,000",11486
3903400,2013,"30,001 TO 48,000",9723
3030802,2013,"30,001 TO 48,000",10380
3030800,2013,"30,001 TO 48,000",10205
4118700,2013,"30,001 TO 48,000",19032
2241801,2013,"30,001 TO 48,000",25901
2241800,2013,"30,001 TO 48,000",26843
3971300,2013,"30,001 TO 48,000",25729
466610,2013,"30,001 TO 48,000",20150
765800,2013,"30,001 TO 48,000",11019
3144400,2013,"30,001 TO 48,000",10969
2303800,2013,"30,001 TO 48,000",6188
2199900,2013,"30,001 TO 48,000",11375
4148700,2013,"30,001 TO 48,000",18995
3962300,2013,"30,001 TO 48,000",9884
4136400,2013,"30,001 TO 48,000",17529
2317800,2013,"30,001 TO 48,000",19413
2106601,2013,"30,001 TO 48,000",19047
3706300,2013,"30,001 TO 48,000",13888
2106600,2013,"30,001 TO 48,000",14711
2113613,2013,"30,001 TO 48,000",19055
2113610,2013,"30,001 TO 48,000",20374
2113600,2013,"30,001 TO 48,000",17371
211400,2013,"30,001 TO 48,000",18843
4159700,2013,"30,001 TO 48,000",19077
757200,2013,"30,001 TO 48,000",31965
372600,2013,"30,001 TO 48,000",18972
1048907,2013,"30,001 TO 48,000",20017
372611,2013,"30,001 TO 48,000",21086
3819300,2013,"30,001 TO 48,000",9301
123200,2013,"30,001 TO 48,000",6558
1001000,2013,"30,001 TO 48,000",2854
2601000,2013,"30,001 TO 48,000",13990
2311200,2013,"30,001 TO 48,000",35897
4127700,2013,"30,001 TO 48,000",15205
4174800,2013,"30,001 TO 48,000",10888
143400,2013,"30,001 TO 48,000",25574
3225300,2013,"30,001 TO 48,000",28199
1194101,2013,"30,001 TO 48,000",11583
1194100,2013,"30,001 TO 48,000",11224
2270802,2013,"30,001 TO 48,000",33616
2270800,2013,"30,001 TO 48,000",10255
211500,2013,"30,001 TO 48,000",8389
2503400,2013,"30,001 TO 48,000",9974
178400,2013,"30,001 TO 48,000",14518
178500,2013,"30,001 TO 48,000",21569
341800,2013,"30,001 TO 48,000",15890
154500,2013,"30,001 TO 48,000",15325
223800,2013,"30,001 TO 48,000",18877
4160400,2013,"30,001 TO 48,000",17196
4164400,2013,"30,001 TO 48,000",16314
666100,2013,"30,001 TO 48,000",5923
354100,2013,"30,001 TO 48,000",10756
211700,2013,"30,001 TO 48,000",22876
205800,2013,"30,001 TO 48,000",12958
735000,2013,"30,001 TO 48,000",15036
233200,2013,"30,001 TO 48,000",11842
2234900,2013,"30,001 TO 48,000",2013
301005,2013,"30,001 TO 48,000",23857
1289100,2013,"30,001 TO 48,000",23489
1289102,2013,"30,001 TO 48,000",21677
743000,2013,"30,001 TO 48,000",23082
3067000,2013,"30,001 TO 48,000",19352
3513400,2013,"30,001 TO 48,000",9739
751800,2013,"30,001 TO 48,000",18279
754400,2013,"30,001 TO 48,000",12898
290600,2013,"30,001 TO 48,000",8379
3068600,2013,"30,001 TO 48,000",20391
223900,2013,"30,001 TO 48,000",11742
347700,2013,"30,001 TO 48,000",27084
134600,2013,"30,001 TO 48,000",8202
323500,2013,"30,001 TO 48,000",21223
2179902,2013,"30,001 TO 48,000",20908
2179936,2013,"30,001 TO 48,000",21659
2179919,2013,"30,001 TO 48,000",22727
2179930,2013,"30,001 TO 48,000",17815
2179905,2013,"30,001 TO 48,000",19877
2179928,2013,"30,001 TO 48,000",20906
2179914,2013,"30,001 TO 48,000",19161
2179900,2013,"30,001 TO 48,000",25763
2179907,2013,"30,001 TO 48,000",18630
2179908,2013,"30,001 TO 48,000",21775
2179921,2013,"30,001 TO 48,000",16660
2179938,2013,"30,001 TO 48,000",27301
2179948,2013,"30,001 TO 48,000",25146
2179941,2013,"30,001 TO 48,000",26173
2179944,2013,"30,001 TO 48,000",24308
2179945,2013,"30,001 TO 48,000",26120
2179947,2013,"30,001 TO 48,000",23452
2179943,2013,"30,001 TO 48,000",25624
2179939,2013,"30,001 TO 48,000",25813
2179901,2013,"30,001 TO 48,000",18146
2179903,2013,"30,001 TO 48,000",23317
972300,2013,"30,001 TO 48,000",20712
886400,2013,"30,001 TO 48,000",13850
1084700,2013,"30,001 TO 48,000",29029
711300,2013,"30,001 TO 48,000",22041
3115000,2013,"30,001 TO 48,000",21629
4120900,2013,"30,001 TO 48,000",35335
108100,2013,"30,001 TO 48,000",9083
107100,2013,"30,001 TO 48,000",9417
108700,2013,"30,001 TO 48,000",16788
3997300,2013,"30,001 TO 48,000",11345
3023400,2013,"30,001 TO 48,000",16535
1286000,2013,"30,001 TO 48,000",7113
2348200,2013,"30,001 TO 48,000",10358
109100,2013,"30,001 TO 48,000",5647
109000,2013,"30,001 TO 48,000",8185
109003,2013,"30,001 TO 48,000",12167
109002,2013,"30,001 TO 48,000",4546
108900,2013,"30,001 TO 48,000",8399
2081400,2013,"30,001 TO 48,000",11332
2521200,2013,"30,001 TO 48,000",20283
3159300,2013,"30,001 TO 48,000",23564
154600,2013,"30,001 TO 48,000",13649
2257400,2013,"30,001 TO 48,000",13728
643500,2013,"30,001 TO 48,000",7096
301100,2013,"30,001 TO 48,000",17974
111600,2013,"30,001 TO 48,000",42031
3816301,2013,"30,001 TO 48,000",12600
3095500,2013,"30,001 TO 48,000",22977
195200,2013,"30,001 TO 48,000",19565
403300,2013,"30,001 TO 48,000",9906
188100,2013,"30,001 TO 48,000",21153
199000,2013,"30,001 TO 48,000",6555
3117000,2013,"30,001 TO 48,000",7342
301200,2013,"30,001 TO 48,000",20693
2187900,2013,"30,001 TO 48,000",10914
1115000,2013,"30,001 TO 48,000",5608
2506000,2013,"30,001 TO 48,000",12558
902200,2013,"30,001 TO 48,000",18637
2553500,2013,"30,001 TO 48,000",20132
211800,2013,"30,001 TO 48,000",20859
4152700,2013,"30,001 TO 48,000",5508
4178700,2013,"30,001 TO 48,000",13484
3544300,2013,"30,001 TO 48,000",8069
4192200,2013,"30,001 TO 48,000",21843
560000,2013,"30,001 TO 48,000",5908
3740400,2013,"30,001 TO 48,000",19848
3104500,2013,"30,001 TO 48,000",29670
1216500,2013,"30,001 TO 48,000",11023
2580200,2013,"30,001 TO 48,000",13014
854300,2013,"30,001 TO 48,000",2966
2234600,2013,"30,001 TO 48,000",22124
259600,2013,"30,001 TO 48,000",16114
1226300,2013,"30,001 TO 48,000",7128
2505400,2013,"30,001 TO 48,000",2808
3468500,2013,"30,001 TO 48,000",37314
100900,2013,"30,001 TO 48,000",16272
831000,2013,"30,001 TO 48,000",11037
233400,2013,"30,001 TO 48,000",16876
559900,2013,"30,001 TO 48,000",9968
163300,2013,"30,001 TO 48,000",17231
345800,2013,"30,001 TO 48,000",12114
3727600,2013,"30,001 TO 48,000",26937
3776300,2013,"30,001 TO 48,000",24172
163400,2013,"30,001 TO 48,000",13507
354300,2013,"30,001 TO 48,000",18826
1201500,2013,"30,001 TO 48,000",8940
4203500,2013,"30,001 TO 48,000",14921
347800,2013,"30,001 TO 48,000",10438
737200,2013,"30,001 TO 48,000",13074
2297702,2013,"30,001 TO 48,000",6077
2297700,2013,"30,001 TO 48,000",5818
2297701,2013,"30,001 TO 48,000",5640
2297705,2013,"30,001 TO 48,000",6542
1162100,2013,"30,001 TO 48,000",8962
1162101,2013,"30,001 TO 48,000",11932
834300,2013,"30,001 TO 48,000",11055
4160500,2013,"30,001 TO 48,000",4871
2258600,2013,"30,001 TO 48,000",15057
1085802,2013,"30,001 TO 48,000",12517
