OPEID,DisbursementYear,IncomeBracket,AvgNetPrice
3783400,2012,"75,001 TO 110,000",23134
353700,2012,"75,001 TO 110,000",26254
154100,2012,"75,001 TO 110,000",11080
4104300,2012,"75,001 TO 110,000",16386
4189800,2012,"75,001 TO 110,000",19506
4185700,2012,"75,001 TO 110,000",17645
753100,2012,"75,001 TO 110,000",33736
4118600,2012,"75,001 TO 110,000",13559
4156000,2012,"75,001 TO 110,000",24110
4132400,2012,"75,001 TO 110,000",17542
4144400,2012,"75,001 TO 110,000",13974
1050700,2012,"75,001 TO 110,000",13759
4093300,2012,"75,001 TO 110,000",22725
1074100,2012,"75,001 TO 110,000",17438
134500,2012,"75,001 TO 110,000",14778
266600,2012,"75,001 TO 110,000",27465
3103700,2012,"75,001 TO 110,000",13899
286000,2012,"75,001 TO 110,000",9467
223400,2012,"75,001 TO 110,000",21553
4179200,2012,"75,001 TO 110,000",10801
1148401,2012,"75,001 TO 110,000",16605
3127500,2012,"75,001 TO 110,000",20956
4146900,2012,"75,001 TO 110,000",23710
3115500,2012,"75,001 TO 110,000",18664
2553000,2012,"75,001 TO 110,000",38059
4157100,2012,"75,001 TO 110,000",89010
154200,2012,"75,001 TO 110,000",21551
887800,2012,"75,001 TO 110,000",27329
396300,2012,"75,001 TO 110,000",13941
1005600,2012,"75,001 TO 110,000",6137
3066700,2012,"75,001 TO 110,000",20205
758200,2012,"75,001 TO 110,000",13761
100200,2012,"75,001 TO 110,000",16147
100500,2012,"75,001 TO 110,000",11946
546300,2012,"75,001 TO 110,000",8403
106100,2012,"75,001 TO 110,000",32633
2170200,2012,"75,001 TO 110,000",18717
288500,2012,"75,001 TO 110,000",30652
154400,2012,"75,001 TO 110,000",14573
137400,2012,"75,001 TO 110,000",26334
223500,2012,"75,001 TO 110,000",22590
322900,2012,"75,001 TO 110,000",32882
239600,2012,"75,001 TO 110,000",15447
380600,2012,"75,001 TO 110,000",18538
3538300,2012,"75,001 TO 110,000",20577
554400,2012,"75,001 TO 110,000",17102
266800,2012,"75,001 TO 110,000",24997
2495502,2012,"75,001 TO 110,000",23531
2495500,2012,"75,001 TO 110,000",16080
3493300,2012,"75,001 TO 110,000",17824
205700,2012,"75,001 TO 110,000",9486
323000,2012,"75,001 TO 110,000",24987
3457300,2012,"75,001 TO 110,000",9119
3069100,2012,"75,001 TO 110,000",29032
190100,2012,"75,001 TO 110,000",8441
341700,2012,"75,001 TO 110,000",20846
223600,2012,"75,001 TO 110,000",20775
223700,2012,"75,001 TO 110,000",6643
2290400,2012,"75,001 TO 110,000",11051
323300,2012,"75,001 TO 110,000",27961
383200,2012,"75,001 TO 110,000",20074
353900,2012,"75,001 TO 110,000",8105
354000,2012,"75,001 TO 110,000",9379
1081300,2012,"75,001 TO 110,000",15103
162800,2012,"75,001 TO 110,000",30020
746501,2012,"75,001 TO 110,000",40873
746500,2012,"75,001 TO 110,000",36182
3030802,2012,"75,001 TO 110,000",17879
3030800,2012,"75,001 TO 110,000",14263
2241801,2012,"75,001 TO 110,000",28775
2241800,2012,"75,001 TO 110,000",28079
3971300,2012,"75,001 TO 110,000",28112
765800,2012,"75,001 TO 110,000",14761
3144400,2012,"75,001 TO 110,000",15038
4136400,2012,"75,001 TO 110,000",16971
2317800,2012,"75,001 TO 110,000",20825
2106601,2012,"75,001 TO 110,000",17549
3706300,2012,"75,001 TO 110,000",18489
2106600,2012,"75,001 TO 110,000",16784
2113613,2012,"75,001 TO 110,000",22957
2113610,2012,"75,001 TO 110,000",23942
2113600,2012,"75,001 TO 110,000",23073
211400,2012,"75,001 TO 110,000",22279
757200,2012,"75,001 TO 110,000",37496
3819300,2012,"75,001 TO 110,000",12998
