OPEID,DisbursementYear,IncomeBracket,AvgNetPrice
2517500,2013,"0 TO 30,000",10517
3064900,2013,"0 TO 30,000",9157
4168800,2013,"0 TO 30,000",5377
3065100,2013,"0 TO 30,000",4923
4183300,2013,"0 TO 30,000",11320
3783400,2013,"0 TO 30,000",21015
353700,2013,"0 TO 30,000",20836
154100,2013,"0 TO 30,000",7887
3122500,2013,"0 TO 30,000",5690
2050300,2013,"0 TO 30,000",21629
4104300,2013,"0 TO 30,000",8316
4207200,2013,"0 TO 30,000",10099
4083300,2013,"0 TO 30,000",8006
4189800,2013,"0 TO 30,000",13200
4185700,2013,"0 TO 30,000",13759
753100,2013,"0 TO 30,000",28224
4126900,2013,"0 TO 30,000",6078
1290500,2013,"0 TO 30,000",5540
2499000,2013,"0 TO 30,000",15588
4118600,2013,"0 TO 30,000",9664
2621300,2013,"0 TO 30,000",7678
4156000,2013,"0 TO 30,000",17798
4185500,2013,"0 TO 30,000",32826
4132400,2013,"0 TO 30,000",11633
3277300,2013,"0 TO 30,000",6506
2244300,2013,"0 TO 30,000",5857
2244303,2013,"0 TO 30,000",6964
3276301,2013,"0 TO 30,000",6196
1323200,2013,"0 TO 30,000",13763
3276300,2013,"0 TO 30,000",7542
4144400,2013,"0 TO 30,000",10961
2235900,2013,"0 TO 30,000",8003
1050700,2013,"0 TO 30,000",10839
4037500,2013,"0 TO 30,000",11579
2552400,2013,"0 TO 30,000",14365
4093300,2013,"0 TO 30,000",20034
3113400,2013,"0 TO 30,000",11616
1074100,2013,"0 TO 30,000",15567
4165500,2013,"0 TO 30,000",16180
4157500,2013,"0 TO 30,000",22333
134500,2013,"0 TO 30,000",12636
266600,2013,"0 TO 30,000",20512
3103700,2013,"0 TO 30,000",9933
286000,2013,"0 TO 30,000",2810
223400,2013,"0 TO 30,000",15774
2520400,2013,"0 TO 30,000",12371
812900,2013,"0 TO 30,000",11421
2312000,2013,"0 TO 30,000",13586
4206800,2013,"0 TO 30,000",15849
3757300,2013,"0 TO 30,000",18054
3412300,2013,"0 TO 30,000",8225
4208900,2013,"0 TO 30,000",11816
3786300,2013,"0 TO 30,000",19571
4179200,2013,"0 TO 30,000",5058
1148401,2013,"0 TO 30,000",9843
3127500,2013,"0 TO 30,000",18350
3532400,2013,"0 TO 30,000",11861
4146900,2013,"0 TO 30,000",17971
3115500,2013,"0 TO 30,000",18425
2553000,2013,"0 TO 30,000",28877
4157100,2013,"0 TO 30,000",85094
4204300,2013,"0 TO 30,000",7179
3097200,2013,"0 TO 30,000",16326
154200,2013,"0 TO 30,000",16756
887800,2013,"0 TO 30,000",24350
396300,2013,"0 TO 30,000",10531
4158100,2013,"0 TO 30,000",13889
1005600,2013,"0 TO 30,000",5315
3066700,2013,"0 TO 30,000",14802
758200,2013,"0 TO 30,000",7958
962105,2013,"0 TO 30,000",20059
819400,2013,"0 TO 30,000",10586
100200,2013,"0 TO 30,000",12683
103400,2013,"0 TO 30,000",4737
3032500,2013,"0 TO 30,000",1583
100500,2013,"0 TO 30,000",12342
546300,2013,"0 TO 30,000",10155
884300,2013,"0 TO 30,000",9592
2541000,2013,"0 TO 30,000",14009
4138600,2013,"0 TO 30,000",8393
106100,2013,"0 TO 30,000",29014
2170200,2013,"0 TO 30,000",16110
288500,2013,"0 TO 30,000",25442
154400,2013,"0 TO 30,000",12026
560100,2013,"0 TO 30,000",186
137400,2013,"0 TO 30,000",21573
223500,2013,"0 TO 30,000",18614
322900,2013,"0 TO 30,000",19711
239600,2013,"0 TO 30,000",13419
380600,2013,"0 TO 30,000",13431
4193100,2013,"0 TO 30,000",22121
3538300,2013,"0 TO 30,000",12166
554400,2013,"0 TO 30,000",11731
266800,2013,"0 TO 30,000",11715
2282300,2013,"0 TO 30,000",9022
195100,2013,"0 TO 30,000",8809
4174200,2013,"0 TO 30,000",9570
2495502,2013,"0 TO 30,000",50410
2495500,2013,"0 TO 30,000",12113
3072400,2013,"0 TO 30,000",9917
3493300,2013,"0 TO 30,000",13366
111100,2013,"0 TO 30,000",4884
205700,2013,"0 TO 30,000",8180
323000,2013,"0 TO 30,000",17619
3457300,2013,"0 TO 30,000",4946
190100,2013,"0 TO 30,000",4287
3358301,2013,"0 TO 30,000",23840
3358300,2013,"0 TO 30,000",24332
3358303,2013,"0 TO 30,000",14660
341700,2013,"0 TO 30,000",13283
1111700,2013,"0 TO 30,000",19768
4189300,2013,"0 TO 30,000",16534
2324400,2013,"0 TO 30,000",5167
223600,2013,"0 TO 30,000",14985
223700,2013,"0 TO 30,000",2322
2290400,2013,"0 TO 30,000",6806
323300,2013,"0 TO 30,000",22382
383200,2013,"0 TO 30,000",13140
353900,2013,"0 TO 30,000",6638
3414500,2013,"0 TO 30,000",16665
354000,2013,"0 TO 30,000",5234
4195100,2013,"0 TO 30,000",17761
4124700,2013,"0 TO 30,000",25810
1081300,2013,"0 TO 30,000",13430
162800,2013,"0 TO 30,000",23890
4151500,2013,"0 TO 30,000",12248
746501,2013,"0 TO 30,000",37980
746500,2013,"0 TO 30,000",39372
3491400,2013,"0 TO 30,000",11346
1046000,2013,"0 TO 30,000",23753
4169900,2013,"0 TO 30,000",7758
1307400,2013,"0 TO 30,000",11883
3903400,2013,"0 TO 30,000",7521
3030802,2013,"0 TO 30,000",10689
3030800,2013,"0 TO 30,000",11706
3030800,2013,"0 TO 30,000",9167
4118700,2013,"0 TO 30,000",19029
2241801,2013,"0 TO 30,000",25490
2241800,2013,"0 TO 30,000",25525
3359300,2013,"0 TO 30,000",19228
3971300,2013,"0 TO 30,000",24366
466610,2013,"0 TO 30,000",19996
2309100,2013,"0 TO 30,000",11290
765800,2013,"0 TO 30,000",10044
3144400,2013,"0 TO 30,000",10710
4194400,2013,"0 TO 30,000",21188
2303800,2013,"0 TO 30,000",6459
2289000,2013,"0 TO 30,000",9435
2199900,2013,"0 TO 30,000",13304
2514100,2013,"0 TO 30,000",7285
3534400,2013,"0 TO 30,000",20429
4016500,2013,"0 TO 30,000",10402
4148700,2013,"0 TO 30,000",14132
3962300,2013,"0 TO 30,000",8897
4136400,2013,"0 TO 30,000",15334
4060300,2013,"0 TO 30,000",4809
2317800,2013,"0 TO 30,000",18828
2106601,2013,"0 TO 30,000",18947
3706300,2013,"0 TO 30,000",12905
2106600,2013,"0 TO 30,000",13528
2113613,2013,"0 TO 30,000",17499
2113610,2013,"0 TO 30,000",19296
2113600,2013,"0 TO 30,000",17180
211400,2013,"0 TO 30,000",18044
274100,2013,"0 TO 30,000",39083
4159700,2013,"0 TO 30,000",17877
757200,2013,"0 TO 30,000",29726
372600,2013,"0 TO 30,000",19809
372614,2013,"0 TO 30,000",18909
372610,2013,"0 TO 30,000",20158
372612,2013,"0 TO 30,000",19063
372609,2013,"0 TO 30,000",20040
1048907,2013,"0 TO 30,000",18916
372611,2013,"0 TO 30,000",18722
3819300,2013,"0 TO 30,000",8981
123200,2013,"0 TO 30,000",6097
1001000,2013,"0 TO 30,000",2111
2601000,2013,"0 TO 30,000",13557
2311200,2013,"0 TO 30,000",35075
4176000,2013,"0 TO 30,000",2134
4174800,2013,"0 TO 30,000",11260
143400,2013,"0 TO 30,000",24281
1194101,2013,"0 TO 30,000",10255
1194100,2013,"0 TO 30,000",9893
2270802,2013,"0 TO 30,000",32157
2270800,2013,"0 TO 30,000",9846
211500,2013,"0 TO 30,000",1936
2503400,2013,"0 TO 30,000",6736
178400,2013,"0 TO 30,000",14637
178500,2013,"0 TO 30,000",20389
341800,2013,"0 TO 30,000",15131
154500,2013,"0 TO 30,000",13976
223800,2013,"0 TO 30,000",16210
4160400,2013,"0 TO 30,000",14574
4164400,2013,"0 TO 30,000",15899
666100,2013,"0 TO 30,000",5372
354100,2013,"0 TO 30,000",9452
211700,2013,"0 TO 30,000",20412
205800,2013,"0 TO 30,000",12448
4191300,2013,"0 TO 30,000",18025
735000,2013,"0 TO 30,000",14690
233200,2013,"0 TO 30,000",11256
111300,2013,"0 TO 30,000",5395
2234900,2013,"0 TO 30,000",2648
301005,2013,"0 TO 30,000",19220
1289100,2013,"0 TO 30,000",21010
1289102,2013,"0 TO 30,000",22110
1289101,2013,"0 TO 30,000",22600
743000,2013,"0 TO 30,000",20741
3067000,2013,"0 TO 30,000",17722
961200,2013,"0 TO 30,000",969
3513400,2013,"0 TO 30,000",9157
751800,2013,"0 TO 30,000",16893
2562300,2013,"0 TO 30,000",8527
2159100,2013,"0 TO 30,000",7118
754400,2013,"0 TO 30,000",11908
290600,2013,"0 TO 30,000",6845
3068600,2013,"0 TO 30,000",19960
223900,2013,"0 TO 30,000",10730
347700,2013,"0 TO 30,000",26799
134600,2013,"0 TO 30,000",6560
323500,2013,"0 TO 30,000",21046
2179902,2013,"0 TO 30,000",19416
2179936,2013,"0 TO 30,000",18695
2179919,2013,"0 TO 30,000",19999
2179905,2013,"0 TO 30,000",15293
2179932,2013,"0 TO 30,000",19502
2179928,2013,"0 TO 30,000",20681
2179914,2013,"0 TO 30,000",18970
2179900,2013,"0 TO 30,000",20387
2179907,2013,"0 TO 30,000",18177
2179907,2013,"0 TO 30,000",31651
2179935,2013,"0 TO 30,000",18496
2179929,2013,"0 TO 30,000",21958
2179908,2013,"0 TO 30,000",22690
2179913,2013,"0 TO 30,000",21662
2179938,2013,"0 TO 30,000",26286
2179948,2013,"0 TO 30,000",24708
2179941,2013,"0 TO 30,000",25692
2179944,2013,"0 TO 30,000",24398
2179945,2013,"0 TO 30,000",25599
2179947,2013,"0 TO 30,000",23595
2179943,2013,"0 TO 30,000",26647
2179939,2013,"0 TO 30,000",26386
2179901,2013,"0 TO 30,000",17834
2179903,2013,"0 TO 30,000",18379
972300,2013,"0 TO 30,000",15659
886400,2013,"0 TO 30,000",12634
1180200,2013,"0 TO 30,000",12937
1084700,2013,"0 TO 30,000",28138
711300,2013,"0 TO 30,000",22665
3115000,2013,"0 TO 30,000",20236
4120900,2013,"0 TO 30,000",32571
108100,2013,"0 TO 30,000",8246
107100,2013,"0 TO 30,000",9017
108700,2013,"0 TO 30,000",16853
3997300,2013,"0 TO 30,000",8987
3005100,2013,"0 TO 30,000",10167
3023400,2013,"0 TO 30,000",16095
1286000,2013,"0 TO 30,000",6437
2348200,2013,"0 TO 30,000",10035
109100,2013,"0 TO 30,000",5165
109000,2013,"0 TO 30,000",7990
109003,2013,"0 TO 30,000",11103
109002,2013,"0 TO 30,000",3803
108900,2013,"0 TO 30,000",8433
2081400,2013,"0 TO 30,000",11262
2521200,2013,"0 TO 30,000",20163
3159300,2013,"0 TO 30,000",23415
154600,2013,"0 TO 30,000",12451
2257400,2013,"0 TO 30,000",11121
643500,2013,"0 TO 30,000",13045
301100,2013,"0 TO 30,000",14027
111600,2013,"0 TO 30,000",40082
2363500,2013,"0 TO 30,000",8717
2538500,2013,"0 TO 30,000",10407
2538502,2013,"0 TO 30,000",9047
2525900,2013,"0 TO 30,000",13621
3816301,2013,"0 TO 30,000",11415
3816300,2013,"0 TO 30,000",11181
3095500,2013,"0 TO 30,000",22011
195200,2013,"0 TO 30,000",18677
4057300,2013,"0 TO 30,000",18940
403300,2013,"0 TO 30,000",9353
188100,2013,"0 TO 30,000",21253
199000,2013,"0 TO 30,000",6512
3117000,2013,"0 TO 30,000",8867
301200,2013,"0 TO 30,000",19027
2187900,2013,"0 TO 30,000",8896
4188700,2013,"0 TO 30,000",11816
2595600,2013,"0 TO 30,000",83
3012300,2013,"0 TO 30,000",6993
1115000,2013,"0 TO 30,000",5242
4080300,2013,"0 TO 30,000",20821
2169900,2013,"0 TO 30,000",15976
2506000,2013,"0 TO 30,000",12486
902200,2013,"0 TO 30,000",18336
2553500,2013,"0 TO 30,000",20129
211800,2013,"0 TO 30,000",17166
4152700,2013,"0 TO 30,000",5508
4038303,2013,"0 TO 30,000",18158
4038300,2013,"0 TO 30,000",22591
4178700,2013,"0 TO 30,000",12286
3544300,2013,"0 TO 30,000",7586
4192200,2013,"0 TO 30,000",22218
560000,2013,"0 TO 30,000",5389
3740400,2013,"0 TO 30,000",18392
4160200,2013,"0 TO 30,000",5727
3104500,2013,"0 TO 30,000",30951
1216500,2013,"0 TO 30,000",10686
2580200,2013,"0 TO 30,000",12787
854300,2013,"0 TO 30,000",2891
2234600,2013,"0 TO 30,000",21880
259600,2013,"0 TO 30,000",15472
1226300,2013,"0 TO 30,000",6734
2505400,2013,"0 TO 30,000",2945
3468500,2013,"0 TO 30,000",35891
3051400,2013,"0 TO 30,000",16359
100900,2013,"0 TO 30,000",13191
831000,2013,"0 TO 30,000",9044
233400,2013,"0 TO 30,000",16471
4021300,2013,"0 TO 30,000",7954
559900,2013,"0 TO 30,000",8506
163300,2013,"0 TO 30,000",16501
345800,2013,"0 TO 30,000",13828
3727600,2013,"0 TO 30,000",26089
3776300,2013,"0 TO 30,000",22851
648700,2013,"0 TO 30,000",18491
163400,2013,"0 TO 30,000",13607
354300,2013,"0 TO 30,000",17558
1201500,2013,"0 TO 30,000",7933
4203500,2013,"0 TO 30,000",13373
347800,2013,"0 TO 30,000",8698
737200,2013,"0 TO 30,000",12468
2297702,2013,"0 TO 30,000",5048
2297700,2013,"0 TO 30,000",5006
2297701,2013,"0 TO 30,000",5433
2297705,2013,"0 TO 30,000",5105
1162100,2013,"0 TO 30,000",10268
