2517500,2009,"0 TO 30,000",1532
3064900,2009,"0 TO 30,000",15828
3065100,2009,"0 TO 30,000",10356
3783400,2009,"0 TO 30,000",20790
353700,2009,"0 TO 30,000",18544
154100,2009,"0 TO 30,000",6181
3122500,2009,"0 TO 30,000",10908
2050300,2009,"0 TO 30,000",27411
4104300,2009,"0 TO 30,000",20952
3346300,2009,"0 TO 30,000",19020
753100,2009,"0 TO 30,000",29224
4126900,2009,"0 TO 30,000",10539
1290500,2009,"0 TO 30,000",5772
2499000,2009,"0 TO 30,000",10824
4118600,2009,"0 TO 30,000",19044
2621300,2009,"0 TO 30,000",10380
3277300,2009,"0 TO 30,000",9672
2244300,2009,"0 TO 30,000",11835
2244303,2009,"0 TO 30,000",10425
1323200,2009,"0 TO 30,000",17820
3276300,2009,"0 TO 30,000",9684
2235900,2009,"0 TO 30,000",16665
1050700,2009,"0 TO 30,000",22380
4037500,2009,"0 TO 30,000",17328
2552400,2009,"0 TO 30,000",23556
4093300,2009,"0 TO 30,000",7464
3113400,2009,"0 TO 30,000",15804
1074100,2009,"0 TO 30,000",22056
134500,2009,"0 TO 30,000",7507
266600,2009,"0 TO 30,000",18790
3103700,2009,"0 TO 30,000",17352
286000,2009,"0 TO 30,000",2761
223400,2009,"0 TO 30,000",11147
2520400,2009,"0 TO 30,000",23832
812900,2009,"0 TO 30,000",19020
2312000,2009,"0 TO 30,000",12420
3736300,2009,"0 TO 30,000",14496
3757300,2009,"0 TO 30,000",34176
3412300,2009,"0 TO 30,000",16310
3786300,2009,"0 TO 30,000",32832
1148400,2009,"0 TO 30,000",22788
2293600,2009,"0 TO 30,000",12380
3127500,2009,"0 TO 30,000",13998
3532400,2009,"0 TO 30,000",7155
3115500,2009,"0 TO 30,000",10173
2553000,2009,"0 TO 30,000",28091
3097200,2009,"0 TO 30,000",19812
154200,2009,"0 TO 30,000",11339
887800,2009,"0 TO 30,000",36181
396300,2009,"0 TO 30,000",7668
1005600,2009,"0 TO 30,000",5536
3066700,2009,"0 TO 30,000",15096
758200,2009,"0 TO 30,000",8124
2069500,2009,"0 TO 30,000",19449
819400,2009,"0 TO 30,000",14790
100200,2009,"0 TO 30,000",7448
103400,2009,"0 TO 30,000",3841
3032500,2009,"0 TO 30,000",4800
100500,2009,"0 TO 30,000",7988
546300,2009,"0 TO 30,000",5451
2541000,2009,"0 TO 30,000",13143
106100,2009,"0 TO 30,000",22508
2170200,2009,"0 TO 30,000",15372
288500,2009,"0 TO 30,000",21436
154400,2009,"0 TO 30,000",7063
560100,2009,"0 TO 30,000",10487
137400,2009,"0 TO 30,000",26315
223500,2009,"0 TO 30,000",12784
322900,2009,"0 TO 30,000",18733
239600,2009,"0 TO 30,000",9748
380600,2009,"0 TO 30,000",12614
3538300,2009,"0 TO 30,000",16577
554400,2009,"0 TO 30,000",12397
266800,2009,"0 TO 30,000",14093
2282300,2009,"0 TO 30,000",13624
195100,2009,"0 TO 30,000",6328
2495500,2009,"0 TO 30,000",18258
3493300,2009,"0 TO 30,000",16656
111100,2009,"0 TO 30,000",5784
205700,2009,"0 TO 30,000",6299
323000,2009,"0 TO 30,000",30014
3457300,2009,"0 TO 30,000",2095
3069100,2009,"0 TO 30,000",20390
190100,2009,"0 TO 30,000",3617
3358301,2009,"0 TO 30,000",24057
3358300,2009,"0 TO 30,000",25470
341700,2009,"0 TO 30,000",11026
223600,2009,"0 TO 30,000",14774
223700,2009,"0 TO 30,000",1120
2290400,2009,"0 TO 30,000",7932
323300,2009,"0 TO 30,000",18647
383200,2009,"0 TO 30,000",12666
353900,2009,"0 TO 30,000",7188
3414500,2009,"0 TO 30,000",20065
354000,2009,"0 TO 30,000",2596
1081300,2009,"0 TO 30,000",15659
162800,2009,"0 TO 30,000",22124
2106900,2009,"0 TO 30,000",22116
746500,2009,"0 TO 30,000",19689
3491400,2009,"0 TO 30,000",16640
1046000,2009,"0 TO 30,000",9270
1307400,2009,"0 TO 30,000",11868
3903400,2009,"0 TO 30,000",7074
3030802,2009,"0 TO 30,000",17900
3030800,2009,"0 TO 30,000",17310
2241801,2009,"0 TO 30,000",20568
2241800,2009,"0 TO 30,000",20080
3359300,2009,"0 TO 30,000",45682
3971300,2009,"0 TO 30,000",20768
2309100,2009,"0 TO 30,000",19824
765800,2009,"0 TO 30,000",24245
3144400,2009,"0 TO 30,000",30492
2303800,2009,"0 TO 30,000",5916
2289000,2009,"0 TO 30,000",21308
2199900,2009,"0 TO 30,000",6743
2514100,2009,"0 TO 30,000",10517
3534400,2009,"0 TO 30,000",20324
4016500,2009,"0 TO 30,000",19776
3962300,2009,"0 TO 30,000",10056
4060300,2009,"0 TO 30,000",18414
2317800,2009,"0 TO 30,000",8400
2106601,2009,"0 TO 30,000",20196
3706300,2009,"0 TO 30,000",24144
2106600,2009,"0 TO 30,000",21627
2113600,2009,"0 TO 30,000",24800
2113610,2009,"0 TO 30,000",21290
211400,2009,"0 TO 30,000",19577
274100,2009,"0 TO 30,000",7781
757200,2009,"0 TO 30,000",28308
372600,2009,"0 TO 30,000",14708
1048900,2009,"0 TO 30,000",13645
3819300,2009,"0 TO 30,000",10554
123200,2009,"0 TO 30,000",5754
1001000,2009,"0 TO 30,000",428
2601000,2009,"0 TO 30,000",8883
2311200,2009,"0 TO 30,000",19217
143400,2009,"0 TO 30,000",32461
1194101,2009,"0 TO 30,000",8102
1194100,2009,"0 TO 30,000",8491
2270802,2009,"0 TO 30,000",25576
2270800,2009,"0 TO 30,000",20688
211500,2009,"0 TO 30,000",3317
2503400,2009,"0 TO 30,000",16563
178400,2009,"0 TO 30,000",10363
178500,2009,"0 TO 30,000",14008
341800,2009,"0 TO 30,000",9326
154500,2009,"0 TO 30,000",14147
223800,2009,"0 TO 30,000",13041
666100,2009,"0 TO 30,000",6688
354100,2009,"0 TO 30,000",9015
211700,2009,"0 TO 30,000",20325
205800,2009,"0 TO 30,000",9545
735000,2009,"0 TO 30,000",12093
233200,2009,"0 TO 30,000",10469
111300,2009,"0 TO 30,000",6693
2234900,2009,"0 TO 30,000",10545
301005,2009,"0 TO 30,000",26573
1289100,2009,"0 TO 30,000",18226
1289102,2009,"0 TO 30,000",19387
1289101,2009,"0 TO 30,000",18305
743000,2009,"0 TO 30,000",30632
3067000,2009,"0 TO 30,000",19017
961200,2009,"0 TO 30,000",8748
3513400,2009,"0 TO 30,000",7132
751800,2009,"0 TO 30,000",17510
2562300,2009,"0 TO 30,000",10370
2159100,2009,"0 TO 30,000",8260
754400,2009,"0 TO 30,000",14107
290600,2009,"0 TO 30,000",5596
3068600,2009,"0 TO 30,000",23820
223900,2009,"0 TO 30,000",9108
347700,2009,"0 TO 30,000",16989
134600,2009,"0 TO 30,000",7615
323500,2009,"0 TO 30,000",17696
2179900,2009,"0 TO 30,000",35308
2179905,2009,"0 TO 30,000",36023
2179928,2009,"0 TO 30,000",36428
2179935,2009,"0 TO 30,000",36486
2179909,2009,"0 TO 30,000",37671
3125400,2009,"0 TO 30,000",32484
1647100,2009,"0 TO 30,000",39552
723600,2009,"0 TO 30,000",31277
723603,2009,"0 TO 30,000",30037
2327600,2009,"0 TO 30,000",28671
723602,2009,"0 TO 30,000",28773
3125401,2009,"0 TO 30,000",30555
2179901,2009,"0 TO 30,000",25305
972300,2009,"0 TO 30,000",8182
886400,2009,"0 TO 30,000",19800
1180200,2009,"0 TO 30,000",21489
1084700,2009,"0 TO 30,000",25542
711300,2009,"0 TO 30,000",13586
3115000,2009,"0 TO 30,000",19637
4120900,2009,"0 TO 30,000",36648
108100,2009,"0 TO 30,000",5248
107100,2009,"0 TO 30,000",8818
108700,2009,"0 TO 30,000",14461
3997300,2009,"0 TO 30,000",12084
3005100,2009,"0 TO 30,000",11328
3023400,2009,"0 TO 30,000",20544
1286000,2009,"0 TO 30,000",6384
2348200,2009,"0 TO 30,000",4052
109100,2009,"0 TO 30,000",5133
109000,2009,"0 TO 30,000",7341
109003,2009,"0 TO 30,000",13272
109002,2009,"0 TO 30,000",6267
108900,2009,"0 TO 30,000",7694
2081400,2009,"0 TO 30,000",12003
2521200,2009,"0 TO 30,000",19584
3159300,2009,"0 TO 30,000",17118
154600,2009,"0 TO 30,000",11971
2257400,2009,"0 TO 30,000",22968
643500,2009,"0 TO 30,000",32472
301100,2009,"0 TO 30,000",13286
111600,2009,"0 TO 30,000",37442
2363500,2009,"0 TO 30,000",14580
2538500,2009,"0 TO 30,000",15000
2538502,2009,"0 TO 30,000",14472
2525900,2009,"0 TO 30,000",14352
3816300,2009,"0 TO 30,000",15336
3095500,2009,"0 TO 30,000",19701
195200,2009,"0 TO 30,000",16131
4057300,2009,"0 TO 30,000",16011
403300,2009,"0 TO 30,000",7546
188100,2009,"0 TO 30,000",19955
199000,2009,"0 TO 30,000",5400
3117000,2009,"0 TO 30,000",12170
301200,2009,"0 TO 30,000",16219
2187900,2009,"0 TO 30,000",17184
2595600,2009,"0 TO 30,000",456
3012300,2009,"0 TO 30,000",8904
1115000,2009,"0 TO 30,000",4468
902200,2009,"0 TO 30,000",12088
2553500,2009,"0 TO 30,000",15435
211800,2009,"0 TO 30,000",20922
3906300,2009,"0 TO 30,000",21168
4038300,2009,"0 TO 30,000",22356
3544300,2009,"0 TO 30,000",8367
560000,2009,"0 TO 30,000",13241
3740400,2009,"0 TO 30,000",31836
3104500,2009,"0 TO 30,000",33888
1216500,2009,"0 TO 30,000",9145
2580200,2009,"0 TO 30,000",18816
854300,2009,"0 TO 30,000",4376
2234600,2009,"0 TO 30,000",23256
259600,2009,"0 TO 30,000",8387
1226300,2009,"0 TO 30,000",10932
2505400,2009,"0 TO 30,000",4758
3468500,2009,"0 TO 30,000",26128
100900,2009,"0 TO 30,000",8686
831000,2009,"0 TO 30,000",7952
233400,2009,"0 TO 30,000",15349
4021300,2009,"0 TO 30,000",5808
559900,2009,"0 TO 30,000",2931
163300,2009,"0 TO 30,000",18431
345800,2009,"0 TO 30,000",11694
3727600,2009,"0 TO 30,000",39675
648700,2009,"0 TO 30,000",14568
163400,2009,"0 TO 30,000",10126
354300,2009,"0 TO 30,000",26027
1201500,2009,"0 TO 30,000",6341
347800,2009,"0 TO 30,000",8408
737200,2009,"0 TO 30,000",12396
2297702,2009,"0 TO 30,000",3745
2297700,2009,"0 TO 30,000",3830
2297701,2009,"0 TO 30,000",3933
3075500,2009,"0 TO 30,000",3701
1162100,2009,"0 TO 30,000",41610
1162101,2009,"0 TO 30,000",38532
834300,2009,"0 TO 30,000",14820
2258600,2009,"0 TO 30,000",26052
