OPEID,DisbursementYear,NumReceivingFedLoan,PercentReceivingFedLoan,TotalFedLoanAid,AvgFedLoanAid
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
3112106,2010,0,0,0,NULL
3112102,2010,0,0,0,NULL
3112101,2010,0,0,0,NULL
3112105,2010,0,0,0,NULL
NULL,2010,NULL,NULL,NULL,NULL
031121A1  ,2010,0,0,0,NULL
3112100,2010,0,0,0,NULL
3112107,2010,0,0,0,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
119100,2010,154,1,602696,3914
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
325300,2010,1042,44,6061464,5817
298900,2010,1116,40,7071559,6337
3030900,2010,460,83,1794355,3901
2260200,2010,306,64,1569374,5129
3724300,2010,580,69,6958745,11998
NULL,2010,NULL,NULL,NULL,NULL
4127400,2010,245,81,1958988,7996
4116900,2010,42,86,288588,6871
200400,2010,847,84,7666721,9052
551900,2010,0,0,0,NULL
824600,2010,0,0,0,NULL
2154000,2010,105,45,770753,7341
1148100,2010,321,69,3617646,11270
2553600,2010,67,8,169080,2524
NULL,2010,NULL,NULL,NULL,NULL
185800,2010,23,25,58052,2524
4121700,2010,0,0,0,NULL
367100,2010,2670,35,19144584,7170
653700,2010,129,66,886859,6875
254400,2010,754,78,5255521,6970
254401,2010,468,44,2146992,4588
191300,2010,183,11,977604,5342
NULL,2010,NULL,NULL,NULL,NULL
271300,2010,1139,65,10444407,9170
129600,2010,NULL,NULL,NULL,NULL
175000,2010,1323,69,9490554,7174
119600,2010,1058,73,11156753,10545
4124000,2010,25,64,163361,6534
2158800,2010,37,33,93831,2536
2164300,2010,71,78,277770,3912
3109500,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
191400,2010,191,29,900065,4712
185900,2010,916,69,5903238,6445
NULL,2010,NULL,NULL,NULL,NULL
469205,2010,73,56,362911,4971
NULL,2010,NULL,NULL,NULL,NULL
469202,2010,107,45,529432,4948
469204,2010,249,44,1322650,5312
469206,2010,133,69,687185,5167
NULL,2010,NULL,NULL,NULL,NULL
469200,2010,165,57,792774,4805
NULL,2010,NULL,NULL,NULL,NULL
469201,2010,129,52,666059,5163
2068300,2010,269,76,2572352,9563
2588200,2010,682,80,4161313,6102
266700,2010,2245,67,18902045,8420
NULL,2010,0,0,0,NULL
3888300,2010,NULL,NULL,NULL,NULL
186000,2010,1953,55,14167510,7254
260300,2010,980,56,6852441,6992
325600,2010,8361,62,84443239,10100
246100,2010,3752,75,22617498,6028
489300,2010,245,96,1806314,7373
489302,2010,62,77,420560,6783
489301,2010,53,88,454427,8574
2131100,2010,23,43,101796,4426
292000,2010,1890,29,8021812,4244
989200,2010,325,89,3344440,10291
464100,2010,1468,95,10668105,7267
325800,2010,4028,70,27932316,6935
3748500,2010,126,64,948719,7530
544800,2010,0,0,0,NULL
2172800,2010,124,73,835945,6741
286400,2010,1487,15,8050744,5414
NULL,2010,47,33,399567,8501
683500,2010,1233,37,4179111,3389
761100,2010,71,75,253718,3573
2178501,2010,340,92,3028879,8908
2178500,2010,501,89,4168735,8321
179300,2010,581,52,3677125,6329
1226000,2010,104,7,216888,2085
292300,2010,10761,50,69798868,6486
886200,2010,884,21,5115846,5787
240400,2010,844,32,904855,1072
315400,2010,307,8,780484,2542
1099700,2010,1339,49,6558670,4898
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
2226000,2010,352,1,2269499,6447
240500,2010,2664,53,14848237,5574
3116600,2010,0,0,0,NULL
332000,2010,4092,64,26166234,6394
348700,2010,5504,47,44865540,8151
356400,2010,834,71,5168564,6197
3572300,2010,0,0,0,NULL
3429700,2010,NULL,NULL,NULL,NULL
3074500,2010,311,65,2271183,7303
NULL,2010,NULL,NULL,NULL,NULL
2168600,2010,960,91,4856257,5059
107300,2010,0,0,0,NULL
2492600,2010,153,84,657147,4295
2272400,2010,430,91,970795,2258
2272401,2010,221,92,491638,2225
142500,2010,2975,57,20377649,6850
147000,2010,3095,17,12374833,3998
727500,2010,0,0,0,NULL
1113300,2010,479,54,1544378,3224
167400,2010,6342,62,52244385,8238
3122601,2010,228,99,1314202,5764
3122600,2010,230,70,1289413,5606
407500,2010,3531,42,18591945,5265
196300,2010,7691,55,58205730,7568
527700,2010,929,44,4404572,4741
370800,2010,651,61,5067366,7784
225900,2010,11173,63,90776495,8125
214500,2010,624,73,4712116,7551
265100,2010,1472,38,8730791,5931
265101,2010,290,7,974102,3359
265102,2010,2,0,2350,1175
2250900,2010,0,0,0,NULL
315500,2010,538,26,3126499,5811
319300,2010,1836,53,15017950,8180
3811300,2010,34,50,276525,8133
374800,2010,0,0,0,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
2179400,2010,335,61,1904616,5685
325900,2010,782,30,6339221,8106
3654300,2010,344,89,1716882,4991
1033800,2010,NULL,NULL,NULL,NULL
377500,2010,5148,52,33293866,6467
4119000,2010,66,10,374057,5668
392900,2010,278,20,1250008,4496
851000,2010,606,5,3690445,6090
2522700,2010,218,81,1493799,6852
1246200,2010,858,63,5071022,5910
2092300,2010,637,68,3457112,5427
2053700,2010,667,82,5423949,8132
3855300,2010,42,22,250980,5976
148700,2010,1454,58,11453005,7877
3916300,2010,90,96,410000,4556
NULL,2010,NULL,NULL,NULL,NULL
1019800,2010,9259,76,70205782,7582
4002400,2010,0,0,0,NULL
246200,2010,NULL,NULL,NULL,NULL
885500,2010,572,18,3005784,5255
384800,2010,1285,68,9453586,7357
3021900,2010,0,0,0,NULL
332100,2010,5007,77,34234112,6837
1275000,2010,848,25,5785119,6822
500100,2010,957,10,5327752,5567
NULL,2010,0,0,0,NULL
2165100,2010,43,4,123244,2866
2165101,2010,204,19,739142,3623
4024300,2010,0,0,0,NULL
2570400,2010,0,0,0,NULL
025704A1  ,2010,0,0,0,NULL
025704A2  ,2010,0,0,0,NULL
3709300,2010,NULL,NULL,NULL,NULL
147800,2010,576,69,2094027,3635
3015300,2010,251,38,1294402,5157
3859300,2010,19,34,85782,4515
119701,2010,164,2,622944,3798
119700,2010,389,1,2150848,5529
445300,2010,615,7,3738613,6079
1038700,2010,1597,6,6659168,4170
NULL,2010,NULL,NULL,NULL,NULL
2564700,2010,205,53,1214621,5925
NULL,2010,NULL,NULL,NULL,NULL
2091200,2010,100,78,560071,5601
167500,2010,3726,32,6361354,1707
NULL,2010,0,0,0,NULL
4124100,2010,88,67,226925,2579
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
-2,2010,NULL,NULL,NULL,NULL
292600,2010,2031,63,10470281,5155
2523900,2010,45,41,237744,5283
326200,2010,1705,73,16898819,9911
NULL,2010,NULL,NULL,NULL,NULL
199100,2010,2397,35,16044213,6693
186200,2010,529,45,2842556,5373
167600,2010,1857,60,12892330,6943
904300,2010,435,84,1498280,3444
271800,2010,1023,75,6792865,6640
292700,2010,1808,36,12129935,6709
147900,2010,2468,55,19550723,7922
147902,2010,991,61,7782989,7854
001479A1  ,2010,1095,9,8818982,8054
NULL,2010,0,0,0,NULL
214600,2010,2369,69,13889817,5863
3490400,2010,2,29,9000,4500
559600,2010,0,0,0,NULL
3075600,2010,0,0,0,NULL
2189300,2010,0,0,0,NULL
1254700,2010,NULL,NULL,NULL,NULL
214700,2010,1369,63,9698890,7085
156300,2010,522,71,4049318,7757
2328900,2010,128,51,680329,5315
370900,2010,645,66,4434221,6875
156400,2010,2653,38,17492665,6594
NULL,2010,NULL,NULL,NULL,NULL
2609000,2010,NULL,NULL,NULL,NULL
966400,2010,329,96,3295661,10017
NULL,2010,NULL,NULL,NULL,NULL
2141103,2010,227,97,3006381,13244
1234300,2010,479,97,5879927,12275
2252701,2010,353,97,3472631,9837
987000,2010,307,92,3581129,11665
2149801,2010,262,95,2807355,10715
1292100,2010,449,91,3754893,8363
2173201,2010,303,93,2773259,9153
NULL,2010,NULL,NULL,NULL,NULL
1301500,2010,949,99,9703074,10225
1180801,2010,300,98,3848766,12829
NULL,2010,NULL,NULL,NULL,NULL
1296800,2010,268,91,3375602,12596
2344200,2010,354,97,3616445,10216
2334300,2010,57,66,562839,9874
902501,2010,323,98,4021240,12450
1291600,2010,279,96,3814283,13671
2607600,2010,333,99,4092518,12290
NULL,2010,169,84,1502199,8889
987002,2010,83,87,957846,11540
1291700,2010,367,96,4764866,12983
1180800,2010,103,95,1297998,12602
1291500,2010,323,99,4247956,13152
2079401,2010,170,91,1508953,8876
NULL,2010,NULL,NULL,NULL,NULL
3077600,2010,255,92,3377946,13247
1260601,2010,282,98,3589954,12730
1260500,2010,192,94,1868965,9734
2599500,2010,197,97,2293627,11643
966500,2010,336,95,3445320,10254
2177100,2010,226,97,2991875,13238
864501,2010,107,57,773321,7227
1291400,2010,431,96,5588621,12967
2345200,2010,421,93,4717683,11206
NULL,2010,149,90,1482467,9949
1170800,2010,154,99,1595758,10362
1260602,2010,294,99,3660376,12450
864500,2010,109,56,765140,7020
1070900,2010,207,98,2914505,14080
1102000,2010,261,98,2593683,9937
1102002,2010,197,97,2042759,10369
1097000,2010,91,95,964921,10604
1054201,2010,223,96,2509516,11253
2141100,2010,145,96,1898399,13092
945900,2010,608,96,7203639,11848
2076700,2010,328,93,2806159,8555
2173200,2010,1103,85,10118083,9173
2332100,2010,162,96,2291653,14146
902500,2010,270,98,3382927,12529
817800,2010,958,95,11512499,12017
966601,2010,213,96,2563553,12035
3077603,2010,569,99,7154983,12575
1054100,2010,303,98,2950299,9737
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,108,67,947328,8772
978300,2010,414,98,4132682,9982
1054301,2010,240,99,2380972,9921
NULL,2010,NULL,NULL,NULL,NULL
2220300,2010,483,98,5679562,11759
966401,2010,220,99,2760248,12547
NULL,2010,9,100,94764,10529
2314200,2010,34,60,244686,7197
NULL,2010,132,99,1717853,13014
2179601,2010,113,57,746832,6609
1260600,2010,94,95,905906,9637
1180802,2010,177,95,2368016,13379
757300,2010,351,91,2937807,8370
966600,2010,247,97,2480257,10042
1102101,2010,366,98,4416465,12067
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
1163800,2010,121,96,1166610,9641
2179600,2010,112,54,792446,7075
NULL,2010,NULL,NULL,NULL,NULL
972203,2010,238,98,3077374,12930
NULL,2010,NULL,NULL,NULL,NULL
1260700,2010,47,98,521871,11104
NULL,2010,NULL,NULL,NULL,NULL
2160600,2010,290,98,4151944,14317
886500,2010,374,96,4386467,11729
2261800,2010,204,93,2033735,9969
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
2288800,2010,175,97,1781782,10182
2176900,2010,237,88,2342899,9886
NULL,2010,NULL,NULL,NULL,NULL
1054104,2010,225,100,2279766,10132
NULL,2010,3,100,35500,11833
1054300,2010,119,98,1195284,10044
1054200,2010,337,90,3254460,9657
1102100,2010,335,99,3523301,10517
903200,2010,401,43,2587852,6453
3885300,2010,166,58,610120,3675
192700,2010,2401,57,15695440,6537
214800,2010,1416,65,9360529,6611
2126500,2010,68,66,391364,5755
101500,2010,600,21,1881263,3135
NULL,2010,NULL,NULL,NULL,NULL
3403300,2010,126,73,368178,2922
214900,2010,NULL,NULL,NULL,NULL
356600,2010,NULL,NULL,NULL,NULL
NULL,2010,94,54,791002,8415
1258900,2010,306,93,1142496,3734
2235600,2010,189,99,1225000,6481
1068400,2010,4599,31,18983652,4128
2203900,2010,219,73,1914078,8740
3510300,2010,NULL,NULL,NULL,NULL
343200,2010,351,60,2336983,6658
559400,2010,0,0,0,NULL
2569400,2010,0,0,0,NULL
3106900,2010,0,0,0,NULL
2241909,2010,0,0,0,NULL
3751300,2010,67,10,104001,1552
2576100,2010,0,0,0,NULL
710700,2010,0,0,0,NULL
NULL,2010,NULL,NULL,NULL,NULL
2167800,2010,18,9,50661,2815
3156300,2010,1600,22,7294517,4559
NULL,2010,NULL,NULL,NULL,NULL
2556100,2010,289,100,2266356,7842
3079000,2010,220,80,1724344,7838
3232307,2010,350,77,2179828,6228
3232306,2010,370,82,2841404,7679
167800,2010,586,77,4168037,7113
NULL,2010,0,0,0,NULL
NULL,2010,19,66,79005,4158
NULL,2010,NULL,NULL,NULL,NULL
3881400,2010,32,64,84482,2640
246300,2010,1559,90,12045167,7726
326300,2010,NULL,NULL,NULL,NULL
2573100,2010,15,17,47498,3167
4134300,2010,45,49,126637,2814
2572700,2010,0,0,0,NULL
NULL,2010,NULL,NULL,NULL,NULL
450701,2010,1186,79,10021580,8450
2300100,2010,615,73,4315041,7016
926701,2010,1435,76,10370234,7227
450300,2010,1270,77,9909225,7803
907905,2010,2159,78,17083565,7913
2300103,2010,1150,77,8188887,7121
NULL,2010,259,93,2361736,9119
2237500,2010,1714,86,16328270,9526
NULL,2010,NULL,NULL,NULL,NULL
926700,2010,922,77,6631947,7193
907900,2010,1224,86,10765148,8795
2606200,2010,1298,76,9136308,7039
2617500,2010,400,80,2935937,7340
2250600,2010,890,85,6702669,7531
2300104,2010,1178,80,8625250,7322
450700,2010,1579,82,12849409,8138
907901,2010,654,81,6001216,9176
NULL,2010,NULL,NULL,NULL,NULL
982802,2010,2143,78,16142563,7533
2606202,2010,1667,73,12276670,7365
982801,2010,1958,76,14584748,7449
982803,2010,1214,73,9025161,7434
3072303,2010,1494,76,11171635,7478
2261302,2010,1505,70,11261019,7482
2261303,2010,1686,78,12400043,7355
3072304,2010,1576,76,12188466,7734
1110901,2010,1045,78,7467437,7146
2261300,2010,1749,75,12649956,7233
982804,2010,941,73,7221462,7674
982800,2010,2049,76,15323754,7479
2617506,2010,596,79,4481547,7519
153408,2010,17144,86,157126287,9165
2599805,2010,2048,82,17378206,8485
2599801,2010,1656,82,13664416,8251
2599800,2010,1535,77,12609302,8215
149902,2010,1384,81,12601185,9105
149900,2010,2287,77,19452524,8506
153409,2010,2091,82,17609369,8422
814600,2010,2315,79,21096845,9113
149901,2010,17243,87,155612585,9025
153400,2010,2804,84,24168013,8619
377600,2010,608,7,3019208,4966
3108500,2010,789,82,10410448,13194
2105300,2010,75,47,580519,7740
3917300,2010,122,45,886837,7269
1245200,2010,147,1,821499,5588
970800,2010,44,39,120000,2727
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
283400,2010,1271,3,7873674,6195
3787300,2010,150,90,1125000,7500
2267100,2010,55,45,211635,3848
3973300,2010,891,66,9846958,11052
NULL,2010,NULL,NULL,NULL,NULL
138500,2010,1873,48,20018334,10688
260701,2010,1620,65,14308991,8833
260700,2010,2173,36,17013189,7829
381200,2010,2691,64,17873874,6642
3027100,2010,0,0,0,NULL
712100,2010,199,57,1191574,5988
3689400,2010,32,52,381490,11922
NULL,2010,NULL,NULL,NULL,NULL
3676300,2010,16,29,118837,7427
3237400,2010,28,35,122299,4368
285800,2010,1975,28,12059852,6106
2148200,2010,37,27,172635,4666
1111200,2010,2659,58,17696538,6655
1111203,2010,281,74,1794654,6387
1111204,2010,187,65,1277990,6834
1111202,2010,595,65,3831898,6440
286600,2010,3351,33,23869299,7123
100300,2010,2450,89,20700625,8449
2262501,2010,26,68,219174,8430
2262500,2010,38,73,210905,5550
3445500,2010,5,10,26886,5377
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
533000,2010,91,63,613618,6743
3076500,2010,0,0,0,NULL
2595000,2010,62,46,306963,4951
292800,2010,3371,60,19105095,5667
764000,2010,4278,39,14436077,3374
859700,2010,382,17,1740269,4556
725300,2010,298,75,1748391,5867
261000,2010,1113,63,8971478,8061
226000,2010,8701,69,67054337,7707
371100,2010,1225,86,9014779,7359
2096100,2010,NULL,NULL,NULL,NULL
3316400,2010,59,78,590206,10003
753200,2010,2263,34,12906637,5703
NULL,2010,23,17,117237,5097
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
232200,2010,426,75,3782441,8879
311400,2010,78,90,803546,10302
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
1254400,2010,0,0,0,NULL
2584900,2010,218,62,1133191,5198
215000,2010,1069,67,5167355,4834
349000,2010,409,68,3432440,8392
218400,2010,2627,62,14644288,5575
3131300,2010,NULL,NULL,NULL,NULL
1256100,2010,851,77,5769456,6780
789300,2010,1581,58,10748712,6799
789301,2010,267,56,2013482,7541
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
677700,2010,725,29,4349033,5999
576100,2010,0,0,0,NULL
526400,2010,342,56,2131573,6233
1109800,2010,54,62,329309,6098
399000,2010,1507,29,7209264,4784
NULL,2010,NULL,NULL,NULL,NULL
3823300,2010,7,9,25015,3574
148000,2010,7251,71,50391329,6950
148100,2010,7312,32,51901310,7098
3611400,2010,218,69,1627152,7464
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
2305800,2010,3873,98,33471731,8642
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
3374300,2010,NULL,NULL,NULL,NULL
148200,2010,273,58,1667989,6110
3238300,2010,NULL,NULL,NULL,NULL
3008602,2010,853,99,5256771,6163
3008601,2010,423,72,1862206,4402
3008600,2010,512,79,3648512,7126
3627600,2010,435,72,2531700,5820
150100,2010,382,12,742145,1943
3255300,2010,3663,38,29484228,8049
NULL,2010,NULL,NULL,NULL,NULL
146900,2010,2987,59,24441442,8183
NULL,2010,NULL,NULL,NULL,NULL
2329900,2010,71,59,558285,7863
NULL,2010,NULL,NULL,NULL,NULL
963500,2010,11992,38,93073092,7761
148500,2010,221,16,1462275,6617
148600,2010,1575,85,18570236,11791
2547600,2010,1870,67,18718849,10010
752600,2010,0,0,0,NULL
4129900,2010,154,77,976096,6338
NULL,2010,18,53,173160,9620
148800,2010,1128,50,10808869,9582
147700,2010,2571,16,10131183,3941
148400,2010,5908,20,30287794,5127
148900,2010,12409,40,99441607,8014
2218700,2010,2237,81,12125647,5420
NULL,2010,NULL,NULL,NULL,NULL
4136300,2010,0,0,0,NULL
3871300,2010,243,3,1654042,6807
3129100,2010,665,29,4213920,6337
246400,2010,1442,74,15040443,10430
119900,2010,469,2,2698720,5754
004480A1  ,2010,NULL,NULL,NULL,NULL
NULL,2010,0,0,0,NULL
272200,2010,4556,57,31817480,6984
492400,2010,91,97,680539,7478
531700,2010,0,0,0,NULL
191500,2010,3692,38,25451783,6894
135300,2010,2847,76,10806175,3796
755800,2010,0,0,0,NULL
2343000,2010,0,0,0,NULL
2338400,2010,0,0,0,NULL
191600,2010,691,34,3153967,4564
156600,2010,2780,82,19767623,7111
2306700,2010,80,30,240000,3000
NULL,2010,NULL,NULL,NULL,NULL
3480300,2010,815,94,5685272,6976
2190700,2010,1418,79,10286143,7254
1031904,2010,560,84,3731606,6664
NULL,2010,108,99,110998,1028
1031904,2010,449,86,3726843,8300
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
941200,2010,528,69,4706124,8913
3361401,2010,195,77,964885,4948
3361400,2010,133,83,661794,4976
NULL,2010,173,55,973749,5629
3424400,2010,623,90,4416663,7089
NULL,2010,71,86,466963,6577
030108A1  ,2010,473,92,3666724,7752
022455A1  ,2010,277,93,1523500,5500
2341000,2010,236,34,814693,3452
2341002,2010,579,91,2876442,4968
NULL,2010,NULL,NULL,NULL,NULL
2342700,2010,324,67,494426,1526
3434300,2010,635,94,5410526,8521
2190702,2010,303,90,2035663,6718
2303600,2010,407,80,2707764,6653
2342701,2010,780,81,6109599,7833
941202,2010,50,66,466150,9323
1031903,2010,1017,87,7351770,7229
2245500,2010,692,95,2534944,3663
2326303,2010,838,65,4175849,4983
3493301,2010,921,91,6786689,7369
3010803,2010,396,92,2112591,5335
2326300,2010,510,77,3070331,6020
3010800,2010,1390,87,10637995,7653
3480301,2010,789,100,5624350,7128
3011500,2010,599,70,2918179,4872
NULL,2010,495,72,2808634,5674
NULL,2010,NULL,NULL,NULL,NULL
3480303,2010,634,73,2240923,3535
2341001,2010,183,56,833038,4552
3480302,2010,545,91,3988720,7319
3011600,2010,601,99,4091513,6808
1031900,2010,929,97,3569112,3842
2132300,2010,614,78,4814707,7842
2251700,2010,0,0,0,NULL
NULL,2010,NULL,NULL,NULL,NULL
743900,2010,110,60,749798,6816
NULL,2010,0,0,0,NULL
2056100,2010,23,64,170490,7413
2522800,2010,324,88,1975430,6097
974400,2010,2938,29,10356161,3525
218500,2010,2234,58,14664000,6564
922600,2010,2770,76,22104646,7980
2222700,2010,402,15,2239838,5572
1179200,2010,NULL,NULL,NULL,NULL
303600,2010,1617,78,9808046,6066
3108200,2010,190,96,463771,2441
2533200,2010,6,67,50000,8333
356800,2010,349,28,1784739,5114
3008800,2010,90,69,140056,1556
326500,2010,907,42,5835241,6434
3328300,2010,0,0,0,NULL
179800,2010,902,71,6168682,6839
791600,2010,28,39,127538,4555
257500,2010,1090,58,12754528,11701
2124500,2010,160,77,1114659,6967
304600,2010,4099,58,38119272,9300
3946300,2010,42,12,221653,5277
NULL,2010,NULL,NULL,NULL,NULL
2534800,2010,0,0,0,NULL
207100,2010,417,7,1851812,4441
4139700,2010,23,56,139371,6060
2230900,2010,0,0,0,NULL
349200,2010,1168,78,13530994,11585
3039900,2010,493,97,3121126,6331
4141100,2010,55,76,339033,6164
130700,2010,1524,6,5301482,3479
125300,2010,1233,69,10967863,8895
191800,2010,1538,74,12902695,8389
793300,2010,7839,42,45977340,5865
2074400,2010,114,6,342500,3004
3007000,2010,NULL,NULL,NULL,NULL
207200,2010,2870,60,21730941,7572
2362100,2010,8755,59,73056209,8345
120000,2010,NULL,NULL,NULL,NULL
120100,2010,775,3,3868122,4991
286700,2010,1203,44,6485429,5391
343400,2010,1032,37,7775292,7534
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,0,0,0,NULL
2498200,2010,215,53,1608800,7483
101700,2010,0,0,0,NULL
NULL,2010,NULL,NULL,NULL,NULL
3083703,2010,473,85,4146560,8767
3083700,2010,1167,85,9917013,8498
3083701,2010,817,73,6512181,7971
3083702,2010,502,71,4368129,8701
144300,2010,414,38,2536478,6127
4121100,2010,221,55,1474546,6672
3007900,2010,152,93,361782,2380
497200,2010,224,10,994771,4441
326600,2010,2133,72,14687483,6886
191900,2010,366,18,1437911,3929
292900,2010,1039,39,7477746,7197
2218200,2010,0,0,0,NULL
1001400,2010,345,38,1857946,5385
168200,2010,NULL,NULL,NULL,NULL
NULL,2010,248,57,969028,3907
297300,2010,0,0,0,NULL
527300,2010,1985,47,13975267,7040
803700,2010,400,6,1332215,3331
830300,2010,1532,19,11312545,7384
538900,2010,2610,31,10374819,3975
120200,2010,0,0,0,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,0,0,0,NULL
456000,2010,47,70,287777,6123
NULL,2010,NULL,NULL,NULL,NULL
2231900,2010,44,1,329795,7495
2231901,2010,10,4,75916,7592
2203301,2010,516,87,5267985,10209
2203300,2010,478,82,5345399,11183
678200,2010,2257,31,9605522,4256
3115300,2010,122,69,669577,5488
865500,2010,329,94,1116096,3392
3061100,2010,575,97,2592034,4508
326700,2010,1536,91,10951983,7130
4125000,2010,28,53,105332,3762
101800,2010,0,0,0,NULL
787100,2010,2248,36,11125328,4949
569900,2010,0,0,0,NULL
319400,2010,1357,69,9627391,7095
374900,2010,8399,43,60065183,7151
2307400,2010,0,0,0,NULL
3079800,2010,0,0,0,NULL
144400,2010,3762,36,23647400,6286
196400,2010,842,63,7199491,8550
144500,2010,2395,32,14430085,6025
4152300,2010,55,38,483773,8796
3005400,2010,981,64,4711495,4803
NULL,2010,NULL,NULL,NULL,NULL
160200,2010,2465,44,13849114,5618
4142900,2010,978,33,6010612,6146
950700,2010,1150,22,3422941,2976
3089100,2010,202,77,1818000,9000
156900,2010,4552,34,31631148,6949
NULL,2010,NULL,NULL,NULL,NULL
402400,2010,0,0,0,NULL
156200,2010,5546,23,28275371,5098
562200,2010,0,0,0,NULL
157200,2010,9528,58,56305492,5909
157300,2010,1455,55,10182696,6998
157400,2010,11592,52,85575126,7382
260800,2010,1333,68,10485050,7866
953000,2010,16,10,68250,4266
866000,2010,0,0,0,NULL
326800,2010,1343,53,7460870,5555
2494300,2010,134,55,699846,5223
973900,2010,224,78,1049000,4683
226300,2010,443,26,2153927,4862
2338500,2010,274,59,1892419,6907
120300,2010,278,2,1461886,5259
107600,2010,2795,14,11666041,4174
381300,2010,873,51,5785082,6627
2267500,2010,51,94,449994,8823
4140000,2010,90,18,745681,8285
NULL,2010,NULL,NULL,NULL,NULL
2540800,2010,139,27,345695,2487
NULL,2010,NULL,NULL,NULL,NULL
464201,2010,587,88,5536659,9432
NULL,2010,161,87,1210472,7518
NULL,2010,NULL,NULL,NULL,NULL
464203,2010,119,83,1014313,8524
464202,2010,279,84,2446685,8769
464200,2010,968,81,8920419,9215
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,158,86,1459746,9239
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
4076400,2010,43,58,420219,9773
368600,2010,200,73,1766461,8832
2220500,2010,51,17,200021,3922
226400,2010,376,32,1451644,3861
120500,2010,253,60,2614249,10333
NULL,2010,0,0,0,NULL
120600,2010,342,2,1583115,4629
142900,2010,339,48,3483648,10276
3010612,2010,187,69,1120796,5994
3010611,2010,160,53,1758090,10988
NULL,2010,NULL,NULL,NULL,NULL
3010614,2010,252,72,1620542,6431
3010613,2010,179,66,1076135,6012
377800,2010,2592,55,18410624,7103
649400,2010,230,76,1062543,4620
2244900,2010,1813,87,16623268,9169
215300,2010,1109,70,7311816,6593
996800,2010,0,0,0,NULL
157500,2010,2018,44,11323240,5611
974700,2010,NULL,NULL,NULL,NULL
179900,2010,695,71,4266138,6138
207300,2010,748,51,4892831,6541
NULL,2010,NULL,NULL,NULL,NULL
914500,2010,2153,80,13489660,6266
2568500,2010,96,59,1020301,10628
226500,2010,142,73,948007,6676
180000,2010,776,53,5332375,6872
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL
254700,2010,291,73,2727201,9372
186600,2010,953,63,8567204,8990
NULL,2010,NULL,NULL,NULL,NULL
120700,2010,NULL,NULL,NULL,NULL
411700,2010,73,87,716807,9819
893800,2010,45,59,324167,7204
3002400,2010,125,58,860069,6881
200600,2010,3575,79,30851060,8630
107400,2010,15893,84,139368071,8769
226700,2010,4989,29,22072300,4424
553100,2010,0,0,0,NULL
